commodities,sectors,table,subtable
326,327,use,intermediate_demand
326,331,use,intermediate_demand
326,332,use,intermediate_demand
326,333,use,intermediate_demand
326,334,use,intermediate_demand
326,335,use,intermediate_demand
326,337,use,intermediate_demand
326,339,use,intermediate_demand
326,441,use,intermediate_demand
326,445,use,intermediate_demand
326,452,use,intermediate_demand
326,481,use,intermediate_demand
326,482,use,intermediate_demand
326,483,use,intermediate_demand
326,484,use,intermediate_demand
326,485,use,intermediate_demand
326,486,use,intermediate_demand
326,493,use,intermediate_demand
326,511,use,intermediate_demand
326,512,use,intermediate_demand
326,513,use,intermediate_demand
326,514,use,intermediate_demand
326,523,use,intermediate_demand
326,524,use,intermediate_demand
326,525,use,intermediate_demand
326,561,use,intermediate_demand
326,562,use,intermediate_demand
326,621,use,intermediate_demand
326,622,use,intermediate_demand
326,623,use,intermediate_demand
326,624,use,intermediate_demand
326,713,use,intermediate_demand
326,721,use,intermediate_demand
326,722,use,intermediate_demand
326,5411,use,intermediate_demand
326,5415,use,intermediate_demand
326,111CA,use,intermediate_demand
326,113FF,use,intermediate_demand
326,311FT,use,intermediate_demand
326,313TT,use,intermediate_demand
326,315AL,use,intermediate_demand
326,3361MV,use,intermediate_demand
326,3364OT,use,intermediate_demand
326,487OS,use,intermediate_demand
326,4A0,use,intermediate_demand
326,521CI,use,intermediate_demand
326,532RL,use,intermediate_demand
326,5412OP,use,intermediate_demand
326,711AS,use,intermediate_demand
326,GFE,use,intermediate_demand
326,GFGD,use,intermediate_demand
326,GFGN,use,intermediate_demand
326,GSLE,use,intermediate_demand
326,GSLG,use,intermediate_demand
326,HS,use,intermediate_demand
326,ORE,use,intermediate_demand
327,22,use,intermediate_demand
327,23,use,intermediate_demand
327,42,use,intermediate_demand
327,55,use,intermediate_demand
327,61,use,intermediate_demand
327,81,use,intermediate_demand
327,211,use,intermediate_demand
327,212,use,intermediate_demand
327,213,use,intermediate_demand
327,321,use,intermediate_demand
327,322,use,intermediate_demand
327,323,use,intermediate_demand
327,324,use,intermediate_demand
327,325,use,intermediate_demand
327,326,use,intermediate_demand
327,327,use,intermediate_demand
327,331,use,intermediate_demand
327,332,use,intermediate_demand
327,333,use,intermediate_demand
327,334,use,intermediate_demand
327,335,use,intermediate_demand
327,337,use,intermediate_demand
327,339,use,intermediate_demand
327,441,use,intermediate_demand
327,445,use,intermediate_demand
327,452,use,intermediate_demand
327,481,use,intermediate_demand
327,482,use,intermediate_demand
327,483,use,intermediate_demand
327,484,use,intermediate_demand
327,485,use,intermediate_demand
327,486,use,intermediate_demand
327,493,use,intermediate_demand
327,511,use,intermediate_demand
327,512,use,intermediate_demand
327,513,use,intermediate_demand
327,514,use,intermediate_demand
327,523,use,intermediate_demand
327,524,use,intermediate_demand
327,525,use,intermediate_demand
327,561,use,intermediate_demand
327,562,use,intermediate_demand
327,621,use,intermediate_demand
327,622,use,intermediate_demand
327,623,use,intermediate_demand
327,624,use,intermediate_demand
327,713,use,intermediate_demand
327,721,use,intermediate_demand
327,722,use,intermediate_demand
327,5411,use,intermediate_demand
327,5415,use,intermediate_demand
327,111CA,use,intermediate_demand
327,113FF,use,intermediate_demand
327,311FT,use,intermediate_demand
327,313TT,use,intermediate_demand
327,315AL,use,intermediate_demand
327,3361MV,use,intermediate_demand
327,3364OT,use,intermediate_demand
327,487OS,use,intermediate_demand
327,4A0,use,intermediate_demand
327,521CI,use,intermediate_demand
327,532RL,use,intermediate_demand
327,5412OP,use,intermediate_demand
327,711AS,use,intermediate_demand
327,GFE,use,intermediate_demand
327,GFGD,use,intermediate_demand
327,GFGN,use,intermediate_demand
327,GSLE,use,intermediate_demand
327,GSLG,use,intermediate_demand
327,HS,use,intermediate_demand
327,ORE,use,intermediate_demand
331,22,use,intermediate_demand
331,23,use,intermediate_demand
331,42,use,intermediate_demand
331,55,use,intermediate_demand
331,61,use,intermediate_demand
331,81,use,intermediate_demand
331,211,use,intermediate_demand
331,212,use,intermediate_demand
331,213,use,intermediate_demand
331,321,use,intermediate_demand
331,322,use,intermediate_demand
331,323,use,intermediate_demand
331,324,use,intermediate_demand
331,325,use,intermediate_demand
331,326,use,intermediate_demand
331,327,use,intermediate_demand
331,331,use,intermediate_demand
331,332,use,intermediate_demand
331,333,use,intermediate_demand
331,334,use,intermediate_demand
331,335,use,intermediate_demand
331,337,use,intermediate_demand
331,339,use,intermediate_demand
331,441,use,intermediate_demand
331,445,use,intermediate_demand
331,452,use,intermediate_demand
331,481,use,intermediate_demand
331,482,use,intermediate_demand
331,483,use,intermediate_demand
331,484,use,intermediate_demand
331,485,use,intermediate_demand
331,486,use,intermediate_demand
331,493,use,intermediate_demand
331,511,use,intermediate_demand
331,512,use,intermediate_demand
331,513,use,intermediate_demand
331,514,use,intermediate_demand
331,523,use,intermediate_demand
331,524,use,intermediate_demand
331,525,use,intermediate_demand
331,561,use,intermediate_demand
331,562,use,intermediate_demand
331,621,use,intermediate_demand
331,622,use,intermediate_demand
331,623,use,intermediate_demand
331,624,use,intermediate_demand
331,713,use,intermediate_demand
331,721,use,intermediate_demand
331,722,use,intermediate_demand
331,5411,use,intermediate_demand
331,5415,use,intermediate_demand
331,111CA,use,intermediate_demand
331,113FF,use,intermediate_demand
331,311FT,use,intermediate_demand
331,313TT,use,intermediate_demand
331,315AL,use,intermediate_demand
331,3361MV,use,intermediate_demand
331,3364OT,use,intermediate_demand
331,487OS,use,intermediate_demand
331,4A0,use,intermediate_demand
331,521CI,use,intermediate_demand
331,532RL,use,intermediate_demand
331,5412OP,use,intermediate_demand
331,711AS,use,intermediate_demand
331,GFE,use,intermediate_demand
331,GFGD,use,intermediate_demand
331,GFGN,use,intermediate_demand
331,GSLE,use,intermediate_demand
331,GSLG,use,intermediate_demand
331,HS,use,intermediate_demand
331,ORE,use,intermediate_demand
332,22,use,intermediate_demand
332,23,use,intermediate_demand
332,42,use,intermediate_demand
332,55,use,intermediate_demand
332,61,use,intermediate_demand
332,81,use,intermediate_demand
332,211,use,intermediate_demand
332,212,use,intermediate_demand
332,213,use,intermediate_demand
332,321,use,intermediate_demand
332,322,use,intermediate_demand
332,323,use,intermediate_demand
332,324,use,intermediate_demand
332,325,use,intermediate_demand
332,326,use,intermediate_demand
332,327,use,intermediate_demand
332,331,use,intermediate_demand
332,332,use,intermediate_demand
332,333,use,intermediate_demand
332,334,use,intermediate_demand
332,335,use,intermediate_demand
332,337,use,intermediate_demand
332,339,use,intermediate_demand
332,441,use,intermediate_demand
332,445,use,intermediate_demand
332,452,use,intermediate_demand
332,481,use,intermediate_demand
332,482,use,intermediate_demand
332,483,use,intermediate_demand
332,484,use,intermediate_demand
332,485,use,intermediate_demand
332,486,use,intermediate_demand
332,493,use,intermediate_demand
332,511,use,intermediate_demand
332,512,use,intermediate_demand
332,513,use,intermediate_demand
332,514,use,intermediate_demand
332,523,use,intermediate_demand
332,524,use,intermediate_demand
332,525,use,intermediate_demand
332,561,use,intermediate_demand
332,562,use,intermediate_demand
332,621,use,intermediate_demand
332,622,use,intermediate_demand
332,623,use,intermediate_demand
332,624,use,intermediate_demand
332,713,use,intermediate_demand
332,721,use,intermediate_demand
332,722,use,intermediate_demand
332,5411,use,intermediate_demand
332,5415,use,intermediate_demand
332,111CA,use,intermediate_demand
332,113FF,use,intermediate_demand
332,311FT,use,intermediate_demand
332,313TT,use,intermediate_demand
332,315AL,use,intermediate_demand
332,3361MV,use,intermediate_demand
332,3364OT,use,intermediate_demand
332,487OS,use,intermediate_demand
332,4A0,use,intermediate_demand
332,521CI,use,intermediate_demand
332,532RL,use,intermediate_demand
332,5412OP,use,intermediate_demand
332,711AS,use,intermediate_demand
332,GFE,use,intermediate_demand
332,GFGD,use,intermediate_demand
332,GFGN,use,intermediate_demand
332,GSLE,use,intermediate_demand
332,GSLG,use,intermediate_demand
332,HS,use,intermediate_demand
332,ORE,use,intermediate_demand
333,22,use,intermediate_demand
333,23,use,intermediate_demand
333,42,use,intermediate_demand
333,55,use,intermediate_demand
333,61,use,intermediate_demand
333,81,use,intermediate_demand
333,211,use,intermediate_demand
333,212,use,intermediate_demand
333,213,use,intermediate_demand
333,321,use,intermediate_demand
333,322,use,intermediate_demand
333,323,use,intermediate_demand
333,324,use,intermediate_demand
333,325,use,intermediate_demand
333,326,use,intermediate_demand
333,327,use,intermediate_demand
333,331,use,intermediate_demand
333,332,use,intermediate_demand
333,333,use,intermediate_demand
333,334,use,intermediate_demand
333,335,use,intermediate_demand
333,337,use,intermediate_demand
333,339,use,intermediate_demand
333,441,use,intermediate_demand
333,445,use,intermediate_demand
333,452,use,intermediate_demand
333,481,use,intermediate_demand
333,482,use,intermediate_demand
333,483,use,intermediate_demand
333,484,use,intermediate_demand
333,485,use,intermediate_demand
333,486,use,intermediate_demand
333,493,use,intermediate_demand
333,511,use,intermediate_demand
333,512,use,intermediate_demand
333,513,use,intermediate_demand
333,514,use,intermediate_demand
333,523,use,intermediate_demand
333,524,use,intermediate_demand
333,525,use,intermediate_demand
333,561,use,intermediate_demand
333,562,use,intermediate_demand
333,621,use,intermediate_demand
333,622,use,intermediate_demand
333,623,use,intermediate_demand
333,624,use,intermediate_demand
333,713,use,intermediate_demand
333,721,use,intermediate_demand
333,722,use,intermediate_demand
333,5411,use,intermediate_demand
333,5415,use,intermediate_demand
333,111CA,use,intermediate_demand
333,113FF,use,intermediate_demand
333,311FT,use,intermediate_demand
333,313TT,use,intermediate_demand
333,315AL,use,intermediate_demand
333,3361MV,use,intermediate_demand
333,3364OT,use,intermediate_demand
333,487OS,use,intermediate_demand
333,4A0,use,intermediate_demand
333,521CI,use,intermediate_demand
333,532RL,use,intermediate_demand
333,5412OP,use,intermediate_demand
333,711AS,use,intermediate_demand
333,GFE,use,intermediate_demand
333,GFGD,use,intermediate_demand
333,GFGN,use,intermediate_demand
333,GSLE,use,intermediate_demand
333,GSLG,use,intermediate_demand
333,HS,use,intermediate_demand
333,ORE,use,intermediate_demand
334,22,use,intermediate_demand
334,23,use,intermediate_demand
334,42,use,intermediate_demand
334,55,use,intermediate_demand
334,61,use,intermediate_demand
334,81,use,intermediate_demand
334,211,use,intermediate_demand
334,212,use,intermediate_demand
334,213,use,intermediate_demand
334,321,use,intermediate_demand
334,322,use,intermediate_demand
334,323,use,intermediate_demand
334,324,use,intermediate_demand
334,325,use,intermediate_demand
334,326,use,intermediate_demand
334,327,use,intermediate_demand
334,331,use,intermediate_demand
334,332,use,intermediate_demand
334,333,use,intermediate_demand
334,334,use,intermediate_demand
334,335,use,intermediate_demand
334,337,use,intermediate_demand
334,339,use,intermediate_demand
334,441,use,intermediate_demand
334,445,use,intermediate_demand
334,452,use,intermediate_demand
334,481,use,intermediate_demand
334,482,use,intermediate_demand
334,483,use,intermediate_demand
334,484,use,intermediate_demand
334,485,use,intermediate_demand
334,486,use,intermediate_demand
334,493,use,intermediate_demand
334,511,use,intermediate_demand
334,512,use,intermediate_demand
334,513,use,intermediate_demand
334,514,use,intermediate_demand
334,523,use,intermediate_demand
334,524,use,intermediate_demand
334,525,use,intermediate_demand
334,561,use,intermediate_demand
334,562,use,intermediate_demand
334,621,use,intermediate_demand
334,622,use,intermediate_demand
334,623,use,intermediate_demand
334,624,use,intermediate_demand
334,713,use,intermediate_demand
334,721,use,intermediate_demand
334,722,use,intermediate_demand
334,5411,use,intermediate_demand
334,5415,use,intermediate_demand
334,111CA,use,intermediate_demand
334,113FF,use,intermediate_demand
334,311FT,use,intermediate_demand
334,313TT,use,intermediate_demand
334,315AL,use,intermediate_demand
334,3361MV,use,intermediate_demand
334,3364OT,use,intermediate_demand
334,487OS,use,intermediate_demand
334,4A0,use,intermediate_demand
334,521CI,use,intermediate_demand
334,532RL,use,intermediate_demand
334,5412OP,use,intermediate_demand
334,711AS,use,intermediate_demand
334,GFE,use,intermediate_demand
334,GFGD,use,intermediate_demand
334,GFGN,use,intermediate_demand
334,GSLE,use,intermediate_demand
334,GSLG,use,intermediate_demand
334,HS,use,intermediate_demand
334,ORE,use,intermediate_demand
335,22,use,intermediate_demand
335,23,use,intermediate_demand
335,42,use,intermediate_demand
335,55,use,intermediate_demand
335,61,use,intermediate_demand
335,81,use,intermediate_demand
335,211,use,intermediate_demand
335,212,use,intermediate_demand
335,213,use,intermediate_demand
335,321,use,intermediate_demand
335,322,use,intermediate_demand
335,323,use,intermediate_demand
335,324,use,intermediate_demand
335,325,use,intermediate_demand
335,326,use,intermediate_demand
335,327,use,intermediate_demand
335,331,use,intermediate_demand
335,332,use,intermediate_demand
335,333,use,intermediate_demand
335,334,use,intermediate_demand
335,335,use,intermediate_demand
335,337,use,intermediate_demand
335,339,use,intermediate_demand
335,441,use,intermediate_demand
335,445,use,intermediate_demand
335,452,use,intermediate_demand
335,481,use,intermediate_demand
335,482,use,intermediate_demand
335,483,use,intermediate_demand
335,484,use,intermediate_demand
335,485,use,intermediate_demand
335,486,use,intermediate_demand
335,493,use,intermediate_demand
335,511,use,intermediate_demand
335,512,use,intermediate_demand
335,513,use,intermediate_demand
335,514,use,intermediate_demand
335,523,use,intermediate_demand
335,524,use,intermediate_demand
