yr,i,j,value,
2015,leg,grd,0.1169241087968950,
1998,leg,grd,0.0469322485120606,
2004,leg,grd,0.0439550310862558,
2000,leg,grd,0.0360408318470289,
1997,leg,grd,0.0409480319648198,
2007,leg,grd,0.0579739883526627,
2010,leg,grd,0.0379525561528416,
2003,leg,grd,0.0389625844093699,
2011,leg,grd,0.0490132406009327,
2001,leg,grd,0.0349863653993914,
2008,fen,grd,0.1839696827137670,
2009,fen,grd,0.1741485921770920,
2005,fen,grd,0.1479454125141510,
2006,fen,grd,0.1499641842539870,
2012,fen,grd,0.1077054881353920,
2014,fen,grd,0.1474883594124850,
2013,fen,grd,0.1221613274334520,
1999,fen,grd,0.1602490998569290,
2002,fen,grd,0.1470341019456790,
2017,fen,grd,0.2090082138862810,
2016,fen,grd,0.2099713374346020,
2015,fen,grd,0.1783822360006350,
1998,fen,grd,0.2187679281088200,
2004,fen,grd,0.1379874302077040,
2000,fen,grd,0.1335509372204170,
1997,fen,grd,0.2037934084895620,
2007,fen,grd,0.1733744841943700,
2010,fen,grd,0.1347356705256770,
2003,fen,grd,0.1209805483455290,
2011,fen,grd,0.1475673234016900,
2001,fen,grd,0.1410397473365630,
2008,uti,grd,0.2900652429326380,
2009,uti,grd,0.2055041482228480,
2005,uti,grd,0.1188527808387800,
2006,uti,grd,0.1518209005019410,
2012,uti,grd,0.0717351708862618,
2014,uti,grd,0.1116274093559530,
2013,uti,grd,0.0957338907769288,
1999,uti,grd,0.0529079815350652,
2002,uti,grd,0.0369304915939427,
2017,uti,grd,0.1576035059564000,
2016,uti,grd,0.1575517947587180,
2015,uti,grd,0.1316597719555330,
1998,uti,grd,0.0529271992472387,
2004,uti,grd,0.0729119446064033,
2000,uti,grd,0.0489200714808613,
1997,uti,grd,0.0469319002953936,
2007,uti,grd,0.2695628964847530,
2010,uti,grd,0.1866451487864060,
2003,uti,grd,0.0449362225970828,
2011,uti,grd,0.1605896206117230,
2001,uti,grd,0.0418905527211328,
2008,nmp,grd,#N/A,
2009,nmp,grd,#N/A,
2005,nmp,grd,#N/A,
2006,nmp,grd,#N/A,
2012,nmp,grd,#N/A,
2014,nmp,grd,#N/A,
2013,nmp,grd,#N/A,
1999,nmp,grd,#N/A,
2002,nmp,grd,#N/A,
2017,nmp,grd,#N/A,
2016,nmp,grd,#N/A,
2015,nmp,grd,#N/A,
1998,nmp,grd,#N/A,
2004,nmp,grd,#N/A,
2000,nmp,grd,#N/A,
1997,nmp,grd,#N/A,
2007,nmp,grd,#N/A,
2010,nmp,grd,#N/A,
2003,nmp,grd,#N/A,
2011,nmp,grd,#N/A,
2001,nmp,grd,#N/A,
2008,brd,grd,0.3798534118382720,
2009,brd,grd,0.3156343695801840,
2005,brd,grd,0.3186788446159070,
2006,brd,grd,0.3106355525081890,
2012,brd,grd,0.3377170786434060,
2014,brd,grd,0.4874611019906820,
2013,brd,grd,0.3895782953343940,
1999,brd,grd,0.2515693963280940,
2002,brd,grd,0.2339745272375770,
2017,brd,grd,0.9753884045901980,
2016,brd,grd,0.7473851818535150,
2015,brd,grd,0.6702715102182440,
1998,brd,grd,0.2592128736640340,
2004,brd,grd,0.2359537417828640,
2000,brd,grd,0.2422265402423950,
1997,brd,grd,0.2264672367506800,
2007,brd,grd,0.3713891358119430,
2010,brd,grd,0.2618209249472690,
2003,brd,grd,0.2040839826839550,
2011,brd,grd,0.3347711708649390,
2001,brd,grd,0.2738435577409580,
2008,bnk,grd,2.9692413893716600,
2009,bnk,grd,3.1264072734202500,
2005,bnk,grd,2.3454590389915300,
2006,bnk,grd,2.1203002101707300,
2012,bnk,grd,3.5977260415240100,
2014,bnk,grd,5.0066783393826400,
2013,bnk,grd,4.0109056391275700,
1999,bnk,grd,1.2024811993926300,
2002,bnk,grd,1.6138968198827800,
2017,bnk,grd,8.5154653759981300,
2016,bnk,grd,6.9556934865675600,
2015,bnk,grd,6.3549645839809300,
1998,bnk,grd,1.1748543099689600,
2004,bnk,grd,2.0901764882767800,
2000,bnk,grd,1.1831165312491100,
1997,bnk,grd,0.8849882790231100,
2007,bnk,grd,2.5889922357513700,
2010,bnk,grd,2.3604196687868000,
2003,bnk,grd,1.6190684138704300,
2011,bnk,grd,2.7293719724144800,
2001,bnk,grd,1.5760590235572400,
2008,ore,grd,0.8017850070984110,
2009,ore,grd,0.6853741504729230,
2005,ore,grd,0.5594927783893050,
2006,ore,grd,0.8011652591217890,
2012,ore,grd,0.4314537637797630,
2014,ore,grd,0.5944966431512500,
2013,ore,grd,0.5385011057583400,
1999,ore,grd,0.4028232796729410,
2002,ore,grd,0.2298299643877970,
2017,ore,grd,1.0189139710991700,
2016,ore,grd,0.9433008425816310,
2015,ore,grd,0.6407583485891450,
1998,ore,grd,0.5036566553282240,
2004,ore,grd,0.3756554429329070,
2000,ore,grd,0.3393919198879560,
1997,ore,grd,0.5448709471369300,
2007,ore,grd,0.9438731608225640,
2010,ore,grd,0.6383252087054270,
2003,ore,grd,0.1928479774593520,
2011,ore,grd,0.5709229150910770,
2001,ore,grd,0.3039186455115160,
2008,edu,grd,#N/A,
2009,edu,grd,#N/A,
2005,edu,grd,#N/A,
2006,edu,grd,#N/A,
2012,edu,grd,#N/A,
2014,edu,grd,#N/A,
2013,edu,grd,#N/A,
1999,edu,grd,#N/A,
2002,edu,grd,#N/A,
2017,edu,grd,#N/A,
2016,edu,grd,#N/A,
2015,edu,grd,#N/A,
1998,edu,grd,#N/A,
2004,edu,grd,#N/A,
2000,edu,grd,#N/A,
1997,edu,grd,#N/A,
2007,edu,grd,#N/A,
2010,edu,grd,#N/A,
2003,edu,grd,#N/A,
2011,edu,grd,#N/A,
2001,edu,grd,#N/A,
2008,ote,grd,0.0267156499726018,
2009,ote,grd,0.0079174696130596,
2005,ote,grd,0.0219970525151594,
2006,ote,grd,0.0250050183550971,
2012,ote,grd,0.0070036054751473,
2014,ote,grd,0.0130094304836015,
2013,ote,grd,0.0100039024203257,
1999,ote,grd,0.0049908537451251,
2002,ote,grd,0.0120025844480962,
2017,ote,grd,0.0350633361954197,
2016,ote,grd,0.0266754215619873,
2015,ote,grd,0.0160241658129817,
1998,ote,grd,0.0029974552496627,
2004,ote,grd,0.0178435797502020,
2000,ote,grd,0.0056927948340496,
1997,ote,grd,0.0009984164001641,
2007,ote,grd,0.0269973521113108,
2010,ote,grd,0.0069961768854914,
2003,ote,grd,0.0099099824730376,
2011,ote,grd,0.0089946438515618,
2001,ote,grd,0.0099867242090785,
2008,man,grd,0.3480318165644260,
2009,man,grd,0.2632408373182570,
2005,man,grd,0.2489958015944790,
2006,man,grd,0.2189891346583560,
2012,man,grd,0.2559970494698960,
2014,man,grd,0.4370464960688290,
2013,man,grd,0.3069810152050270,
1999,man,grd,0.1430998331495130,
2002,man,grd,0.1760684708733540,
2017,man,grd,0.6625205698407670,
2016,man,grd,0.7003053496160000,
2015,man,grd,0.5985113355479970,
1998,man,grd,0.1510570083981240,
2004,man,grd,0.2100110783260630,
2000,man,grd,0.1392636596895950,
1997,man,grd,0.1290580988492260,
2007,man,grd,0.3603368727099560,
2010,man,grd,0.1749326828703510,
2003,man,grd,0.1260002861663270,
2011,man,grd,0.2162058524529300,
2001,man,grd,0.1498242758819520,
2008,mch,grd,0.0880467795426754,
2009,mch,grd,0.0486866836602046,
2005,mch,grd,0.0422081538414719,
2006,mch,grd,0.0753636673946966,
2012,mch,grd,0.1085200456868910,
2014,mch,grd,0.1949856889873660,
2013,mch,grd,0.1256012042763050,
1999,mch,grd,0.0572778220738921,
2002,mch,grd,0.0120550102447986,
2017,mch,grd,0.2275026663806870,
2016,mch,grd,0.2509339570745600,
2015,mch,grd,0.2002319592970890,
1998,mch,grd,0.0522390726378154,
2004,mch,grd,0.0271406953588503,
2000,mch,grd,0.0622520046840885,
1997,mch,grd,0.0381607011368384,
2007,mch,grd,0.0914185601599656,
2010,mch,grd,0.0492310224404573,
2003,mch,grd,0.0120398627413479,
2011,mch,grd,0.0783551251032398,
2001,mch,grd,0.0434598779462526,
2008,dat,grd,0.0130096137673371,
2009,dat,grd,0.0099647874851721,
2005,dat,grd,0.0109623656969561,
2006,dat,grd,0.0109632558084536,
2012,dat,grd,0.0129721583701061,
2014,dat,grd,0.0249538145904804,
2013,dat,grd,0.0169672776479767,
1999,dat,grd,0.0102954637718098,
2002,dat,grd,0.0089740538747057,
2017,dat,grd,0.0589422825595671,
2016,dat,grd,0.0439427989866635,
2015,dat,grd,0.0369502862552986,
1998,dat,grd,0.0109666815976130,
2004,dat,grd,0.0089669357130852,
2000,dat,grd,0.0094235965795742,
1997,dat,grd,0.0109676477887848,
2007,dat,grd,0.0129689147808411,
2010,dat,grd,0.0089731519005375,
2003,dat,grd,0.0079709952358439,
2011,dat,grd,0.0119778243042657,
2001,dat,grd,0.0092983866019365,
2008,amd,grd,#N/A,
2009,amd,grd,#N/A,
2005,amd,grd,#N/A,
2006,amd,grd,#N/A,
2012,amd,grd,#N/A,
2014,amd,grd,#N/A,
2013,amd,grd,#N/A,
1999,amd,grd,#N/A,
2002,amd,grd,#N/A,
2017,amd,grd,#N/A,
2016,amd,grd,#N/A,
2015,amd,grd,#N/A,
1998,amd,grd,#N/A,
2004,amd,grd,#N/A,
2000,amd,grd,#N/A,
1997,amd,grd,#N/A,
2007,amd,grd,#N/A,
2010,amd,grd,#N/A,
2003,amd,grd,#N/A,
2011,amd,grd,#N/A,
2001,amd,grd,#N/A,
2008,oil,grd,#N/A,
2009,oil,grd,#N/A,
2005,oil,grd,#N/A,
2006,oil,grd,#N/A,
2012,oil,grd,#N/A,
2014,oil,grd,#N/A,
2013,oil,grd,#N/A,
1999,oil,grd,#N/A,
2002,oil,grd,#N/A,
2017,oil,grd,#N/A,
2016,oil,grd,#N/A,
2015,oil,grd,#N/A,
1998,oil,grd,#N/A,
2004,oil,grd,#N/A,
2000,oil,grd,#N/A,
1997,oil,grd,#N/A,
2007,oil,grd,#N/A,
2010,oil,grd,#N/A,
2003,oil,grd,#N/A,
2011,oil,grd,#N/A,
2001,oil,grd,#N/A,
2008,hos,grd,#N/A,
2009,hos,grd,#N/A,
2005,hos,grd,#N/A,
2006,hos,grd,#N/A,
2012,hos,grd,#N/A,
2014,hos,grd,#N/A,
2013,hos,grd,#N/A,
1999,hos,grd,#N/A,
2002,hos,grd,#N/A,
2017,hos,grd,#N/A,
2016,hos,grd,#N/A,
2015,hos,grd,#N/A,
1998,hos,grd,#N/A,
2004,hos,grd,#N/A,
2000,hos,grd,#N/A,
1997,hos,grd,#N/A,
2007,hos,grd,#N/A,
2010,hos,grd,#N/A,
2003,hos,grd,#N/A,
2011,hos,grd,#N/A,
2001,hos,grd,#N/A,
2008,rnt,grd,0.9970648423414170,
2009,rnt,grd,0.8819004169121590,
2005,rnt,grd,0.6712465624462810,
2006,rnt,grd,0.9756563399241900,
2012,rnt,grd,0.6268746309811320,
2014,rnt,grd,0.9126059274169960,
2013,rnt,grd,0.7687221596009230,
1999,rnt,grd,0.6625506136130350,
2002,rnt,grd,0.3783541416967120,
2017,rnt,grd,1.8744090095751200,
2016,rnt,grd,1.5021604305268100,
2015,rnt,grd,1.1518968699456800,
1998,rnt,grd,0.6754275364893570,
2004,rnt,grd,0.5504038658704510,
2000,rnt,grd,0.5379600116520200,
1997,rnt,grd,0.6725573099465510,
2007,rnt,grd,1.1361590115960400,
2010,rnt,grd,0.8105184974263010,
2003,rnt,grd,0.3316554877247630,
2011,rnt,grd,0.8245211179191610,
2001,rnt,grd,0.4996245169330680,
2008,pla,grd,0.0308470851425510,
2009,pla,grd,0.0118215906581683,
2005,pla,grd,0.0241318884885603,
2006,pla,grd,0.0321767823854196,
2012,pla,grd,0.0140666135424332,
2014,pla,grd,0.0251353483363841,
2013,pla,grd,0.0160840593952466,
1999,pla,grd,0.0130765528391490,
2002,pla,grd,0.0160891412260543,
2017,pla,grd,0.0402841623535430,
2016,pla,grd,0.0442820234084045,
2015,pla,grd,0.0271823259684160,
1998,pla,grd,0.0130730209873577,
2004,pla,grd,0.0181012250266261,
2000,pla,grd,0.0140679524993438,
1997,pla,grd,0.0110603423542154,
2007,pla,grd,0.0331919766054405,
2010,pla,grd,0.0120560241705427,
2003,pla,grd,0.0140717965566457,
2011,pla,grd,0.0120580033457956,
2001,pla,grd,0.0159729489914756,
2008,fof,grd,#N/A,
2009,fof,grd,#N/A,
2005,fof,grd,#N/A,
2006,fof,grd,#N/A,
2012,fof,grd,#N/A,
2014,fof,grd,#N/A,
2013,fof,grd,#N/A,
1999,fof,grd,#N/A,
2002,fof,grd,#N/A,
2017,fof,grd,#N/A,
2016,fof,grd,#N/A,
2015,fof,grd,#N/A,
1998,fof,grd,#N/A,
2004,fof,grd,#N/A,
2000,fof,grd,#N/A,
1997,fof,grd,#N/A,
2007,fof,grd,#N/A,
2010,fof,grd,#N/A,
2003,fof,grd,#N/A,
2011,fof,grd,#N/A,
2001,fof,grd,#N/A,
2008,fin,grd,#N/A,
2009,fin,grd,#N/A,
2005,fin,grd,#N/A,
2006,fin,grd,#N/A,
2012,fin,grd,#N/A,
2014,fin,grd,#N/A,
2013,fin,grd,#N/A,
1999,fin,grd,#N/A,
2002,fin,grd,#N/A,
2017,fin,grd,#N/A,
2016,fin,grd,#N/A,
2015,fin,grd,#N/A,
1998,fin,grd,#N/A,
2004,fin,grd,#N/A,
2000,fin,grd,#N/A,
1997,fin,grd,#N/A,
2007,fin,grd,#N/A,
2010,fin,grd,#N/A,
2003,fin,grd,#N/A,
2011,fin,grd,#N/A,
2001,fin,grd,#N/A,
2008,tsv,grd,0.5628233067837260,
2009,tsv,grd,0.5166064721328790,
2005,tsv,grd,0.4283217258975510,
2006,tsv,grd,0.5151432173370510,
2012,tsv,grd,0.4323195714067130,
2014,tsv,grd,0.6911379494171110,
2013,tsv,grd,0.5192617651402890,
1999,tsv,grd,0.3428269803750510,
2002,tsv,grd,0.3076041271914950,
2017,tsv,grd,1.3135023410933500,
2016,tsv,grd,1.1040772493894500,
2015,tsv,grd,0.8843808802715510,
1998,tsv,grd,0.3943259915581340,
2004,tsv,grd,0.3464243514492950,
2000,tsv,grd,0.2916012021078790,
1997,tsv,grd,0.3544667509291200,
2007,tsv,grd,0.6762067748098100,
2010,tsv,grd,0.4401906889887740,
2003,tsv,grd,0.2496014885362210,
2011,tsv,grd,0.4626468256928680,
2001,tsv,grd,0.3117938809473990,
2008,nrs,grd,#N/A,
2009,nrs,grd,#N/A,
2005,nrs,grd,#N/A,
2006,nrs,grd,#N/A,
2012,nrs,grd,#N/A,
2014,nrs,grd,#N/A,
2013,nrs,grd,#N/A,
1999,nrs,grd,#N/A,
2002,nrs,grd,#N/A,
2017,nrs,grd,#N/A,
2016,nrs,grd,#N/A,
2015,nrs,grd,#N/A,
1998,nrs,grd,#N/A,
2004,nrs,grd,#N/A,
2000,nrs,grd,#N/A,
1997,nrs,grd,#N/A,
2007,nrs,grd,#N/A,
2010,nrs,grd,#N/A,
2003,nrs,grd,#N/A,
2011,nrs,grd,#N/A,
2001,nrs,grd,#N/A,
2008,sec,grd,0.6016829035442060,
2009,sec,grd,0.5640193826383890,
2005,sec,grd,0.4920560174102440,
2006,sec,grd,0.3278057207771840,
2012,sec,grd,0.3896099258622800,
2014,sec,grd,0.6410203499414380,
2013,sec,grd,0.5033661745107740,
1999,sec,grd,0.4902146043472300,
2002,sec,grd,0.4508331975937690,
2017,sec,grd,1.1970952828609400,
2016,sec,grd,0.9680665653005490,
2015,sec,grd,0.8926832746780750,
1998,sec,grd,0.5226486539093230,
2004,sec,grd,0.4818152423270900,
2000,sec,grd,0.4700517420042840,
1997,sec,grd,0.4616818494965060,
2007,sec,grd,0.4727813902287810,
2010,sec,grd,0.5630670840619990,
2003,sec,grd,0.3795851715348820,
2011,sec,grd,0.2990456886352340,
2001,sec,grd,0.4909723597474460,
2008,art,grd,0.0039886970973531,
2009,art,grd,0.0039954206718023,
2005,art,grd,0.0039930249754800,
2006,art,grd,0.0039929516232643,
2012,art,grd,0.0049914602326422,
2014,art,grd,0.0069897128002233,
2013,art,grd,0.0059902266403048,
1999,art,grd,0.0029909582582482,
2002,art,grd,0.0039917310483803,
2017,art,grd,0.0179925217518885,
2016,art,grd,0.0119886983553971,
2015,art,grd,0.0099882260208927,
1998,art,grd,0.0029917747990991,
2004,art,grd,0.0039922056661421,
2000,art,grd,0.0029932022737820,
1997,art,grd,0.0029907472982111,
2007,art,grd,0.0039917736271517,
2010,art,grd,0.0029939778964617,
2003,art,grd,0.0029940667313609,
2011,art,grd,0.0029938101688531,
2001,art,grd,0.0029945878690839,
2008,mov,grd,#N/A,
2009,mov,grd,#N/A,
2005,mov,grd,#N/A,
2006,mov,grd,#N/A,
2012,mov,grd,#N/A,
2014,mov,grd,#N/A,
2013,mov,grd,#N/A,
1999,mov,grd,#N/A,
2002,mov,grd,#N/A,
2017,mov,grd,#N/A,
2016,mov,grd,#N/A,
2015,mov,grd,#N/A,
1998,mov,grd,#N/A,
2004,mov,grd,#N/A,
2000,mov,grd,#N/A,
1997,mov,grd,#N/A,
2007,mov,grd,#N/A,
2010,mov,grd,#N/A,
2003,mov,grd,#N/A,
2011,mov,grd,#N/A,
2001,mov,grd,#N/A,
2008,fpd,grd,#N/A,
2009,fpd,grd,#N/A,
2005,fpd,grd,#N/A,
2006,fpd,grd,#N/A,
2012,fpd,grd,#N/A,
2014,fpd,grd,#N/A,
2013,fpd,grd,#N/A,
1999,fpd,grd,#N/A,
2002,fpd,grd,#N/A,
2017,fpd,grd,#N/A,
2016,fpd,grd,#N/A,
2015,fpd,grd,#N/A,
1998,fpd,grd,#N/A,
2004,fpd,grd,#N/A,
2000,fpd,grd,#N/A,
1997,fpd,grd,#N/A,
2007,fpd,grd,#N/A,
2010,fpd,grd,#N/A,
2003,fpd,grd,#N/A,
2011,fpd,grd,#N/A,
2001,fpd,grd,#N/A,
2008,slg,grd,#N/A,
2009,slg,grd,#N/A,
2005,slg,grd,#N/A,
2006,slg,grd,#N/A,
2012,slg,grd,#N/A,
2014,slg,grd,#N/A,
2013,slg,grd,#N/A,
1999,slg,grd,#N/A,
2002,slg,grd,#N/A,
2017,slg,grd,#N/A,
2016,slg,grd,#N/A,
2015,slg,grd,#N/A,
1998,slg,grd,#N/A,
2004,slg,grd,#N/A,
2000,slg,grd,#N/A,
1997,slg,grd,#N/A,
2007,slg,grd,#N/A,
2010,slg,grd,#N/A,
2003,slg,grd,#N/A,
2011,slg,grd,#N/A,
2001,slg,grd,#N/A,
2008,pri,grd,0.0581847004407550,
2009,pri,grd,0.0357051592627360,
2005,pri,grd,0.0622059230134531,
2006,pri,grd,0.0602112483315009,
2012,pri,grd,0.0321030316189705,
2014,pri,grd,0.0492145140313528,
2013,pri,grd,0.0371529243324935,
1999,pri,grd,0.0502779854251463,
2002,pri,grd,0.0522109454614044,
2017,pri,grd,0.0864618939938233,
2016,pri,grd,0.0851017187915538,
2015,pri,grd,0.0612987208657560,
1998,pri,grd,0.0591743800915352,
2004,pri,grd,0.0511786593626764,
2000,pri,grd,0.0403107839232310,
1997,pri,grd,0.0561886636991166,
2007,pri,grd,0.0612945133520423,
2010,pri,grd,0.0280601999739842,
2003,pri,grd,0.0380553047253310,
2011,pri,grd,0.0311675439640854,
2001,pri,grd,0.0481443494043956,
2008,grd,grd,#N/A,
2009,grd,grd,#N/A,
2005,grd,grd,#N/A,
2006,grd,grd,#N/A,
2012,grd,grd,#N/A,
2014,grd,grd,#N/A,
2013,grd,grd,#N/A,
1999,grd,grd,#N/A,
2002,grd,grd,#N/A,
2017,grd,grd,#N/A,
2016,grd,grd,#N/A,
2015,grd,grd,#N/A,
1998,grd,grd,#N/A,
2004,grd,grd,#N/A,
2000,grd,grd,#N/A,
1997,grd,grd,#N/A,
2007,grd,grd,#N/A,
2010,grd,grd,#N/A,
2003,grd,grd,#N/A,
2011,grd,grd,#N/A,
2001,grd,grd,#N/A,
2008,pip,grd,#N/A,
2009,pip,grd,#N/A,
2005,pip,grd,#N/A,
2006,pip,grd,#N/A,
2012,pip,grd,#N/A,
2014,pip,grd,#N/A,
2013,pip,grd,#N/A,
1999,pip,grd,#N/A,
2002,pip,grd,#N/A,
2017,pip,grd,#N/A,
2016,pip,grd,#N/A,
2015,pip,grd,#N/A,
1998,pip,grd,#N/A,
2004,pip,grd,#N/A,
2000,pip,grd,#N/A,
1997,pip,grd,#N/A,
2007,pip,grd,#N/A,
2010,pip,grd,#N/A,
2003,pip,grd,#N/A,
2011,pip,grd,#N/A,
2001,pip,grd,#N/A,
2008,sle,grd,0.0029933615696050,
2009,sle,grd,0.0030012814186379,
2005,sle,grd,0.0020006495905824,
2006,sle,grd,0.0020010123640268,
2012,sle,grd,0.0029991428650393,
2014,sle,grd,0.0039991000214105,
2013,sle,grd,0.0029997293543153,
1999,sle,grd,0.0019994027777886,
2002,sle,grd,0.0019999598069886,
2017,sle,grd,0.0090031951802745,
2016,sle,grd,0.0060006197084263,
2015,sle,grd,0.0059998343731526,
1998,sle,grd,0.0019997264279904,
2004,sle,grd,0.0020009663199265,
2000,sle,grd,0.0019983609541432,
1997,sle,grd,0.0019998053649291,
2007,sle,grd,0.0029990273030179,
2010,sle,grd,0.0019999506054111,
2003,sle,grd,0.0020006374296794,
2011,sle,grd,0.0019990482108135,
2001,sle,grd,0.0020003636095228,
2008,osv,grd,1.0265558018122200,
2009,osv,grd,0.9170713293110430,
2005,osv,grd,0.8791734742923790,
2006,osv,grd,1.1072100067296000,
2012,osv,grd,0.5816773389145720,
2014,osv,grd,0.8272341463644810,
2013,osv,grd,0.7367288301752000,
1999,osv,grd,0.5100642903021330,
2002,osv,grd,0.5051724169919580,
2017,osv,grd,1.1341043910231800,
2016,osv,grd,1.2376130609452600,
2015,osv,grd,0.9069380311796500,
1998,osv,grd,0.4360923021802690,
2004,osv,grd,0.7632467877704500,
2000,osv,grd,0.4491490966616230,
1997,osv,grd,0.3160785386069590,
2007,osv,grd,1.2742548411567200,
2010,osv,grd,0.7923161265451200,
2003,osv,grd,0.4389888597491700,
2011,osv,grd,0.7997099892085960,
2001,osv,grd,0.5608863834178080,
2008,trn,grd,#N/A,
2009,trn,grd,#N/A,
2005,trn,grd,#N/A,
2006,trn,grd,#N/A,
2012,trn,grd,#N/A,
2014,trn,grd,#N/A,
2013,trn,grd,#N/A,
1999,trn,grd,#N/A,
2002,trn,grd,#N/A,
2017,trn,grd,#N/A,
2016,trn,grd,#N/A,
2015,trn,grd,#N/A,
1998,trn,grd,#N/A,
2004,trn,grd,#N/A,
2000,trn,grd,#N/A,
1997,trn,grd,#N/A,
2007,trn,grd,#N/A,
2010,trn,grd,#N/A,
2003,trn,grd,#N/A,
2011,trn,grd,#N/A,
2001,trn,grd,#N/A,
2008,smn,grd,#N/A,
2009,smn,grd,#N/A,
2005,smn,grd,#N/A,
2006,smn,grd,#N/A,
2012,smn,grd,#N/A,
2014,smn,grd,#N/A,
2013,smn,grd,#N/A,
1999,smn,grd,#N/A,
2002,smn,grd,#N/A,
2017,smn,grd,#N/A,
2016,smn,grd,#N/A,
2015,smn,grd,#N/A,
1998,smn,grd,#N/A,
2004,smn,grd,#N/A,
2000,smn,grd,#N/A,
1997,smn,grd,#N/A,
2007,smn,grd,#N/A,
2010,smn,grd,#N/A,
2003,smn,grd,#N/A,
2011,smn,grd,#N/A,
2001,smn,grd,#N/A,
2008,fmt,grd,0.2156430189472290,
2009,fmt,grd,0.0924371647440216,
2005,fmt,grd,0.1835135707556180,
2006,fmt,grd,0.2284871023965380,
2012,fmt,grd,0.1120770030624350,
2014,fmt,grd,0.1731497656570120,
2013,fmt,grd,0.1230903221622120,
1999,fmt,grd,0.0821667343506491,
2002,fmt,grd,0.1363607776567370,
2017,fmt,grd,0.3040335666006240,
2016,fmt,grd,0.2877864842569170,
2015,fmt,grd,0.1735697409059280,
1998,fmt,grd,0.0730988720771355,
2004,fmt,grd,0.1453847797944610,
2000,fmt,grd,0.0831452792633108,
1997,fmt,grd,0.0670635694046916,
2007,fmt,grd,0.2174526164346660,
2010,fmt,grd,0.0909842727170902,
2003,fmt,grd,0.1101288590323890,
2011,fmt,grd,0.1000146819780640,
2001,fmt,grd,0.1209535901299790,
2008,pet,grd,3.3437139897304200,
2009,pet,grd,2.4081127600101300,
2005,pet,grd,3.3181901647152400,
2006,pet,grd,4.3572300290908800,
2012,pet,grd,3.4076612374558000,
2014,pet,grd,4.7502961608606600,
2013,pet,grd,4.6557634763369800,
1999,pet,grd,2.0984624903309600,
2002,pet,grd,1.5395349699490900,
2017,pet,grd,3.0739551704950400,
2016,pet,grd,3.0620216388778200,
2015,pet,grd,3.0808463784279600,
1998,pet,grd,3.1515828364819200,
2004,pet,grd,1.9160259349939600,
2000,pet,grd,1.5713544314957000,
1997,pet,grd,3.0791483754508700,
2007,pet,grd,4.0112364861969300,
2010,pet,grd,2.7443467234539500,
2003,pet,grd,0.9448740901694990,
2011,pet,grd,4.0269990894262900,
2001,pet,grd,1.1839791969436900,
2008,mvt,grd,#N/A,
2009,mvt,grd,#N/A,
2005,mvt,grd,#N/A,
2006,mvt,grd,#N/A,
2012,mvt,grd,#N/A,
2014,mvt,grd,#N/A,
2013,mvt,grd,#N/A,
1999,mvt,grd,#N/A,
2002,mvt,grd,#N/A,
2017,mvt,grd,#N/A,
2016,mvt,grd,#N/A,
2015,mvt,grd,#N/A,
1998,mvt,grd,#N/A,
2004,mvt,grd,#N/A,
2000,mvt,grd,#N/A,
1997,mvt,grd,#N/A,
2007,mvt,grd,#N/A,
2010,mvt,grd,#N/A,
2003,mvt,grd,#N/A,
2011,mvt,grd,#N/A,
2001,mvt,grd,#N/A,
2008,cep,grd,0.0020017367010808,
2009,cep,grd,0.0009913937694364,
2005,cep,grd,0.0020086267620132,
2006,cep,grd,0.0020091858594339,
2012,cep,grd,0.0020098379581554,
2014,cep,grd,0.0050265655802156,
2013,cep,grd,0.0030149711088752,
1999,cep,grd,0.0020093531873889,
2002,cep,grd,0.0040044799841354,
2017,cep,grd,0.0110737412278351,
2016,cep,grd,0.0080287332499412,
2015,cep,grd,0.0050302388360914,
1998,cep,grd,0.0010042856733037,
2004,cep,grd,0.0020088662643259,
2000,cep,grd,0.0020087590285413,
1997,cep,grd,0.0010042284436727,
2007,cep,grd,0.0010040824066990,
2010,cep,grd,0.0020083944317845,
2003,cep,grd,0.0030125094529055,
2011,cep,grd,0.0020081631615009,
2001,cep,grd,0.0019817614489924,
2008,wst,grd,0.0350690701231263,
2009,wst,grd,0.0260326955945317,
2005,wst,grd,0.0280824355227741,
2006,wst,grd,0.0290948904685573,
2012,wst,grd,0.0270389527015609,
2014,wst,grd,0.0410601239307338,
2013,wst,grd,0.0300482145707683,
1999,wst,grd,0.0211214146627435,
2002,wst,grd,0.0200315625092337,
2017,wst,grd,0.0831775380668267,
2016,wst,grd,0.0601075059628867,
2015,wst,grd,0.0531010284684604,
1998,wst,grd,0.0221627583842667,
2004,wst,grd,0.0240651376596077,
2000,wst,grd,0.0200797278778025,
1997,wst,grd,0.0201790082050156,
2007,wst,grd,0.0371378227075320,
2010,wst,grd,0.0210482003276062,
2003,wst,grd,0.0200414988580142,
2011,wst,grd,0.0240425114572303,
2001,wst,grd,0.0210501729088864,
2008,mot,grd,0.4094274512345730,
2009,mot,grd,0.1744291550123390,
2005,mot,grd,0.4259292738079010,
2006,mot,grd,0.4731289969873840,
2012,mot,grd,0.1556839712381880,
2014,mot,grd,0.3143421221953520,
2013,mot,grd,0.1847829411043630,
1999,mot,grd,0.1596820789152540,
2002,mot,grd,0.2159971325916890,
2017,mot,grd,0.5351537638958820,
2016,mot,grd,0.5659552621505650,
2015,mot,grd,0.3639038697028880,
1998,mot,grd,0.1898510708634500,
