yr,i,j,value,
2010,ote,con,0.0020008073729971,
2003,ote,con,0.0158596648471174,
2011,ote,con,0.0040031644647952,
2001,ote,con,0.0120171420995335,
2008,man,con,6.7634879706793000,
2009,man,con,5.7501967191159900,
2005,man,con,8.7090118124491300,
2006,man,con,6.7227589530853400,
2012,man,con,4.0303187869038300,
2014,man,con,5.3937183245641400,
2013,man,con,4.5825079291353000,
1999,man,con,3.1326378182284500,
2002,man,con,5.5362545577629400,
2017,man,con,8.7907461679665300,
2016,man,con,7.6131653162672500,
2015,man,con,6.6987223949094200,
1998,man,con,2.7548143768404000,
2004,man,con,7.3491115335972700,
2000,man,con,3.6756006905341300,
1997,man,con,2.2248337333109000,
2007,man,con,6.7405407781440700,
2010,man,con,3.7210904428733600,
2003,man,con,4.8391497745073500,
2011,man,con,3.3498139030617300,
2001,man,con,3.9933181823294800,
2008,mch,con,34.9091909997546000,
2009,mch,con,28.7948678135613000,
2005,mch,con,32.3370423603742000,
2006,mch,con,33.0721576308553000,
2012,mch,con,33.0629099706274000,
2014,mch,con,39.1838928003071000,
2013,mch,con,36.0561285100784000,
1999,mch,con,27.9225083078110000,
2002,mch,con,27.1550485398026000,
2017,mch,con,48.0994160480985000,
2016,mch,con,45.2673827911934000,
2015,mch,con,42.7231657112033000,
1998,mch,con,27.1573907429805000,
2004,mch,con,29.7500770795236000,
2000,mch,con,28.5322107743719000,
1997,mch,con,25.0646685327966000,
2007,mch,con,32.8626188713490000,
2010,mch,con,29.0435042290778000,
2003,mch,con,27.9358729268367000,
2011,mch,con,30.8641881541971000,
2001,mch,con,28.1306381995045000,
2008,dat,con,0.6078097498404470,
2009,dat,con,0.5965045906636950,
2005,dat,con,0.6437965276341640,
2006,dat,con,0.6626777493211670,
2012,dat,con,0.6393230380044130,
2014,dat,con,0.9020259377396760,
2013,dat,con,0.7701537927134520,
1999,dat,con,0.4351213612293440,
2002,dat,con,0.5017382713501540,
2017,dat,con,1.1237501732224300,
2016,dat,con,1.3126099310830000,
2015,dat,con,1.1416344957898800,
1998,dat,con,0.4015079746457320,
2004,dat,con,0.6336319813875530,
2000,dat,con,0.4800919058325300,
1997,dat,con,0.3707235397774380,
2007,dat,con,0.5137867456304660,
2010,dat,con,0.5498778777793020,
2003,dat,con,0.5481292588881440,
2011,dat,con,0.5707355915435710,
2001,dat,con,0.4796261376403500,
2008,amd,con,0.3175886603509320,
2009,amd,con,0.3310098725824890,
2005,amd,con,0.2587144744137900,
2006,amd,con,0.2656793159938320,
2012,amd,con,0.3901062212107600,
2014,amd,con,0.4480279256811210,
2013,amd,con,0.4069961166436780,
1999,amd,con,0.1385209330871340,
2002,amd,con,0.1598628175979510,
2017,amd,con,0.4488772616431400,
2016,amd,con,0.5698656682825940,
2015,amd,con,0.5197897490518620,
1998,amd,con,0.1504395666449250,
2004,amd,con,0.2177255031932000,
2000,amd,con,0.1407691427006420,
1997,amd,con,0.1575706408952160,
2007,amd,con,0.2608018555715680,
2010,amd,con,0.3040233795342690,
2003,amd,con,0.1708477530736120,
2011,amd,con,0.3263121368033680,
2001,amd,con,0.1313976587215120,
2008,oil,con,#N/A,
2009,oil,con,#N/A,
2005,oil,con,#N/A,
2006,oil,con,#N/A,
2012,oil,con,#N/A,
2014,oil,con,#N/A,
2013,oil,con,#N/A,
1999,oil,con,#N/A,
2002,oil,con,#N/A,
2017,oil,con,#N/A,
2016,oil,con,#N/A,
2015,oil,con,#N/A,
1998,oil,con,#N/A,
2004,oil,con,#N/A,
2000,oil,con,#N/A,
1997,oil,con,#N/A,
2007,oil,con,#N/A,
2010,oil,con,#N/A,
2003,oil,con,#N/A,
2011,oil,con,#N/A,
2001,oil,con,#N/A,
2008,hos,con,#N/A,
2009,hos,con,#N/A,
2005,hos,con,#N/A,
2006,hos,con,#N/A,
2012,hos,con,#N/A,
2014,hos,con,#N/A,
2013,hos,con,#N/A,
1999,hos,con,#N/A,
2002,hos,con,#N/A,
2017,hos,con,#N/A,
2016,hos,con,#N/A,
2015,hos,con,#N/A,
1998,hos,con,#N/A,
2004,hos,con,#N/A,
2000,hos,con,#N/A,
1997,hos,con,#N/A,
2007,hos,con,#N/A,
2010,hos,con,#N/A,
2003,hos,con,#N/A,
2011,hos,con,#N/A,
2001,hos,con,#N/A,
2008,rnt,con,15.8995164401217000,
2009,rnt,con,14.3003425051721000,
2005,rnt,con,14.1863359025088000,
2006,rnt,con,15.6423415350878000,
2012,rnt,con,14.1010131262213000,
2014,rnt,con,16.9881457248627000,
2013,rnt,con,15.1853614007692000,
1999,rnt,con,12.1341364358074000,
2002,rnt,con,13.2784644082902000,
2017,rnt,con,21.3430561541196000,
2016,rnt,con,20.3959843023051000,
2015,rnt,con,18.9836626116201000,
1998,rnt,con,10.8132942234108000,
2004,rnt,con,13.3790058826173000,
2000,rnt,con,13.5538153022856000,
1997,rnt,con,9.2022966027189900,
2007,rnt,con,15.5950117289020000,
2010,rnt,con,12.3441554938421000,
2003,rnt,con,12.8776612630062000,
2011,rnt,con,12.5771115361834000,
2001,rnt,con,13.8968110901854000,
2008,pla,con,35.1548285148368000,
2009,pla,con,30.7960428009205000,
2005,pla,con,38.9133196624954000,
2006,pla,con,40.6437978180394000,
2012,pla,con,34.3917518214516000,
2014,pla,con,39.9424324747982000,
2013,pla,con,35.9291619262110000,
1999,pla,con,25.0148457490459000,
2002,pla,con,28.0750471200821000,
2017,pla,con,44.5604917262701000,
2016,pla,con,44.1789258119989000,
2015,pla,con,41.5397143584619000,
1998,pla,con,22.8714926627696000,
2004,pla,con,33.4818935952045000,
2000,pla,con,26.3412813759604000,
1997,pla,con,24.8584337927013000,
2007,pla,con,37.0586412558398000,
2010,pla,con,31.1107220996111000,
2003,pla,con,31.3712473069764000,
2011,pla,con,31.1766746424736000,
2001,pla,con,26.5412398427595000,
2008,fof,con,#N/A,
2009,fof,con,#N/A,
2005,fof,con,#N/A,
2006,fof,con,#N/A,
2012,fof,con,#N/A,
2014,fof,con,#N/A,
2013,fof,con,#N/A,
1999,fof,con,#N/A,
2002,fof,con,#N/A,
2017,fof,con,#N/A,
2016,fof,con,#N/A,
2015,fof,con,#N/A,
1998,fof,con,#N/A,
2004,fof,con,#N/A,
2000,fof,con,#N/A,
1997,fof,con,#N/A,
2007,fof,con,#N/A,
2010,fof,con,#N/A,
2003,fof,con,#N/A,
2011,fof,con,#N/A,
2001,fof,con,#N/A,
2008,fin,con,#N/A,
2009,fin,con,#N/A,
2005,fin,con,#N/A,
2006,fin,con,#N/A,
2012,fin,con,#N/A,
2014,fin,con,#N/A,
2013,fin,con,#N/A,
1999,fin,con,#N/A,
2002,fin,con,#N/A,
2017,fin,con,#N/A,
2016,fin,con,#N/A,
2015,fin,con,#N/A,
1998,fin,con,#N/A,
2004,fin,con,#N/A,
2000,fin,con,#N/A,
1997,fin,con,#N/A,
2007,fin,con,#N/A,
2010,fin,con,#N/A,
2003,fin,con,#N/A,
2011,fin,con,#N/A,
2001,fin,con,#N/A,
2008,tsv,con,47.1196764759189000,
2009,tsv,con,42.0106829165245000,
2005,tsv,con,42.1620046129648000,
2006,tsv,con,41.4554391068816000,
2012,tsv,con,34.7760496341560000,
2014,tsv,con,44.2399058521208000,
2013,tsv,con,37.8256035240577000,
1999,tsv,con,28.0536245121381000,
2002,tsv,con,33.6155429574471000,
2017,tsv,con,54.3722017990669000,
2016,tsv,con,61.7823817965334000,
2015,tsv,con,54.1531939488360000,
1998,tsv,con,25.5068792163115000,
2004,tsv,con,41.0392587526518000,
2000,tsv,con,31.8371045599112000,
1997,tsv,con,22.4469472763577000,
2007,tsv,con,41.0373233526924000,
2010,tsv,con,32.0025435193630000,
2003,tsv,con,35.1721508487519000,
2011,tsv,con,31.4855805745472000,
2001,tsv,con,32.7975864637086000,
2008,nrs,con,#N/A,
2009,nrs,con,#N/A,
2005,nrs,con,#N/A,
2006,nrs,con,#N/A,
2012,nrs,con,#N/A,
2014,nrs,con,#N/A,
2013,nrs,con,#N/A,
1999,nrs,con,#N/A,
2002,nrs,con,#N/A,
2017,nrs,con,#N/A,
2016,nrs,con,#N/A,
2015,nrs,con,#N/A,
1998,nrs,con,#N/A,
2004,nrs,con,#N/A,
2000,nrs,con,#N/A,
1997,nrs,con,#N/A,
2007,nrs,con,#N/A,
2010,nrs,con,#N/A,
2003,nrs,con,#N/A,
2011,nrs,con,#N/A,
2001,nrs,con,#N/A,
2008,sec,con,2.3492892959374900,
2009,sec,con,1.8147243631598700,
2005,sec,con,4.1963864750889300,
2006,sec,con,4.5708827430300200,
2012,sec,con,1.4413554519169500,
2014,sec,con,1.8077365093808800,
2013,sec,con,1.5380364167220400,
1999,sec,con,2.7080351817642500,
2002,sec,con,2.7565891917456700,
2017,sec,con,2.0017869024133600,
2016,sec,con,2.4375252163424900,
2015,sec,con,2.1350428411201000,
1998,sec,con,2.2554740714459800,
2004,sec,con,3.9382948699974100,
2000,sec,con,3.2454164222633500,
1997,sec,con,1.8141476316806400,
2007,sec,con,3.5203886538602700,
2010,sec,con,1.4318341484218000,
2003,sec,con,3.3063416983426300,
2011,sec,con,1.3789124265300100,
2001,sec,con,3.0035846643728200,
2008,art,con,0.0850915187000242,
2009,art,con,0.0974756880729564,
2005,art,con,0.0848481657847822,
2006,art,con,0.0858270143929722,
2012,art,con,0.0939411466706543,
2014,art,con,0.1189159370931370,
2013,art,con,0.1049153065697090,
1999,art,con,0.0680662516460150,
2002,art,con,0.0878487914656186,
2017,art,con,0.1509172045177850,
2016,art,con,0.1678818700195240,
2015,art,con,0.1518426413819720,
1998,art,con,0.0651008909778942,
2004,art,con,0.1117713338072820,
2000,art,con,0.0780919445932000,
1997,art,con,0.0621121018563098,
2007,art,con,0.0688604173483212,
2010,art,con,0.0809139719402952,
2003,art,con,0.0968251432892655,
2011,art,con,0.0889394105972595,
2001,art,con,0.0860807058424805,
2008,mov,con,#N/A,
2009,mov,con,#N/A,
2005,mov,con,#N/A,
2006,mov,con,#N/A,
2012,mov,con,#N/A,
2014,mov,con,#N/A,
2013,mov,con,#N/A,
1999,mov,con,#N/A,
2002,mov,con,#N/A,
2017,mov,con,#N/A,
2016,mov,con,#N/A,
2015,mov,con,#N/A,
1998,mov,con,#N/A,
2004,mov,con,#N/A,
2000,mov,con,#N/A,
1997,mov,con,#N/A,
2007,mov,con,#N/A,
2010,mov,con,#N/A,
2003,mov,con,#N/A,
2011,mov,con,#N/A,
2001,mov,con,#N/A,
2008,fpd,con,22.0467033267681000,
2009,fpd,con,14.4400881780863000,
2005,fpd,con,24.3575903296325000,
2006,fpd,con,26.0656283617479000,
2012,fpd,con,17.2879324237529000,
2014,fpd,con,23.6696687526301000,
2013,fpd,con,20.9781075557026000,
1999,fpd,con,16.0813264977821000,
2002,fpd,con,17.5020830401927000,
2017,fpd,con,27.7902169727040000,
2016,fpd,con,27.0657933974398000,
2015,fpd,con,26.2339798907548000,
1998,fpd,con,15.1251247608613000,
2004,fpd,con,22.1861546415990000,
2000,fpd,con,17.1874616249770000,
1997,fpd,con,13.9554731089435000,
2007,fpd,con,25.6827920425089000,
2010,fpd,con,15.6984411561453000,
2003,fpd,con,19.3977965292743000,
2011,fpd,con,16.5760499967528000,
2001,fpd,con,17.3833839737793000,
2008,slg,con,#N/A,
2009,slg,con,#N/A,
2005,slg,con,#N/A,
2006,slg,con,#N/A,
2012,slg,con,#N/A,
2014,slg,con,#N/A,
2013,slg,con,#N/A,
1999,slg,con,#N/A,
2002,slg,con,#N/A,
2017,slg,con,#N/A,
2016,slg,con,#N/A,
2015,slg,con,#N/A,
1998,slg,con,#N/A,
2004,slg,con,#N/A,
2000,slg,con,#N/A,
1997,slg,con,#N/A,
2007,slg,con,#N/A,
2010,slg,con,#N/A,
2003,slg,con,#N/A,
2011,slg,con,#N/A,
2001,slg,con,#N/A,
2008,pri,con,0.0574040978376930,
2009,pri,con,0.0449037078769549,
2005,pri,con,0.0923072371387981,
2006,pri,con,0.0792674792993996,
2012,pri,con,0.0461979822655872,
2014,pri,con,0.0452316159587014,
2013,pri,con,0.0472331663514852,
1999,pri,con,0.0393726942475252,
2002,pri,con,0.0542395857417436,
2017,pri,con,0.0472462235865165,
2016,pri,con,0.0510734230279739,
2015,pri,con,0.0512573784065654,
1998,pri,con,0.0342465501021000,
2004,pri,con,0.0692391176332684,
2000,pri,con,0.0424718309896741,
1997,pri,con,0.0383141100646085,
2007,pri,con,0.0723501817679348,
2010,pri,con,0.0431331605617746,
2003,pri,con,0.0661115773707425,
2011,pri,con,0.0453055366804717,
2001,pri,con,0.0563227571072785,
2008,grd,con,0.3650347658404050,
2009,grd,con,0.3834045629789260,
2005,grd,con,0.3909904318507470,
2006,grd,con,0.4188594874390640,
2012,grd,con,0.3543105864657320,
2014,grd,con,0.4812799169391890,
2013,grd,con,0.3922329104663440,
1999,grd,con,0.2691963624156450,
2002,grd,con,0.2570630625914240,
2017,grd,con,0.5870689118822840,
2016,grd,con,0.7281748074649030,
2015,grd,con,0.5830842034768430,
1998,grd,con,0.2851242861460290,
2004,grd,con,0.3749495788899460,
2000,grd,con,0.2684219904739400,
1997,grd,con,0.2622286708678670,
2007,grd,con,0.3490302885882450,
2010,grd,con,0.3022320608502690,
2003,grd,con,0.2620622196793280,
2011,grd,con,0.3115454909848920,
2001,grd,con,0.2810054812834260,
2008,pip,con,#N/A,
2009,pip,con,#N/A,
2005,pip,con,#N/A,
2006,pip,con,#N/A,
2012,pip,con,#N/A,
2014,pip,con,#N/A,
2013,pip,con,#N/A,
1999,pip,con,#N/A,
2002,pip,con,#N/A,
2017,pip,con,#N/A,
2016,pip,con,#N/A,
2015,pip,con,#N/A,
1998,pip,con,#N/A,
2004,pip,con,#N/A,
2000,pip,con,#N/A,
1997,pip,con,#N/A,
2007,pip,con,#N/A,
2010,pip,con,#N/A,
2003,pip,con,#N/A,
2011,pip,con,#N/A,
2001,pip,con,#N/A,
2008,sle,con,#N/A,
2009,sle,con,#N/A,
2005,sle,con,#N/A,
2006,sle,con,#N/A,
2012,sle,con,#N/A,
2014,sle,con,#N/A,
2013,sle,con,#N/A,
1999,sle,con,#N/A,
2002,sle,con,#N/A,
2017,sle,con,#N/A,
2016,sle,con,#N/A,
2015,sle,con,#N/A,
1998,sle,con,#N/A,
2004,sle,con,#N/A,
2000,sle,con,#N/A,
1997,sle,con,#N/A,
2007,sle,con,#N/A,
2010,sle,con,#N/A,
2003,sle,con,#N/A,
2011,sle,con,#N/A,
2001,sle,con,#N/A,
2008,osv,con,6.6580395211271800,
2009,osv,con,7.6774896975464200,
2005,osv,con,8.0297307917464500,
2006,osv,con,7.2683984606949600,
2012,osv,con,5.9281393699630000,
2014,osv,con,6.6239678896192000,
2013,osv,con,5.8346827158920500,
1999,osv,con,5.5467730861221200,
2002,osv,con,8.2339366672679200,
2017,osv,con,8.1265057869238900,
2016,osv,con,8.7383325761080500,
2015,osv,con,8.2905342113115600,
1998,osv,con,6.1998205578821100,
2004,osv,con,8.7595035921594600,
2000,osv,con,6.3660775392936200,
1997,osv,con,5.4287911044800100,
2007,osv,con,6.1294436490109300,
2010,osv,con,5.9139489912829900,
2003,osv,con,8.0776969572576400,
2011,osv,con,5.5496690715698400,
2001,osv,con,7.7948551134815100,
2008,trn,con,#N/A,
2009,trn,con,0.0010364179501419,
2005,trn,con,#N/A,
2006,trn,con,#N/A,
2012,trn,con,0.0010322035353872,
2014,trn,con,0.0010267925401953,
2013,trn,con,0.0010290831846612,
1999,trn,con,#N/A,
2002,trn,con,#N/A,
2017,trn,con,0.0010280781665541,
2016,trn,con,0.0010290772402887,
2015,trn,con,0.0010281891284524,
1998,trn,con,#N/A,
2004,trn,con,#N/A,
2000,trn,con,#N/A,
1997,trn,con,#N/A,
2007,trn,con,#N/A,
2010,trn,con,#N/A,
2003,trn,con,#N/A,
2011,trn,con,0.0010410372882411,
2001,trn,con,#N/A,
2008,smn,con,#N/A,
2009,smn,con,#N/A,
2005,smn,con,#N/A,
2006,smn,con,#N/A,
2012,smn,con,#N/A,
2014,smn,con,#N/A,
2013,smn,con,#N/A,
1999,smn,con,#N/A,
2002,smn,con,#N/A,
2017,smn,con,#N/A,
2016,smn,con,#N/A,
2015,smn,con,#N/A,
1998,smn,con,#N/A,
2004,smn,con,#N/A,
2000,smn,con,#N/A,
1997,smn,con,#N/A,
2007,smn,con,#N/A,
2010,smn,con,#N/A,
2003,smn,con,#N/A,
2011,smn,con,#N/A,
2001,smn,con,#N/A,
2008,fmt,con,106.2179672581320000,
2009,fmt,con,84.8004482736964000,
2005,fmt,con,84.7557269580929000,
2006,fmt,con,93.1931493491200000,
2012,fmt,con,81.7175285208811000,
2014,fmt,con,93.0979506940678000,
2013,fmt,con,85.9560741963002000,
1999,fmt,con,62.7551322770570000,
2002,fmt,con,66.7418016561684000,
2017,fmt,con,114.5473499686580000,
2016,fmt,con,104.8337943225780000,
2015,fmt,con,99.9127907820021000,
1998,fmt,con,59.7034418289809000,
2004,fmt,con,76.2429349191302000,
2000,fmt,con,66.3109981158204000,
1997,fmt,con,55.2189202013436000,
2007,fmt,con,97.5354676821073000,
2010,fmt,con,77.8972410384406000,
2003,fmt,con,70.7043271327286000,
2011,fmt,con,78.2486847271409000,
2001,fmt,con,70.1512614386547000,
2008,pet,con,67.1867628768356000,
2009,pet,con,58.7266995893033000,
2005,pet,con,56.5355714044029000,
2006,pet,con,59.6377034594146000,
2012,pet,con,61.3098503532555000,
2014,pet,con,59.6987237527394000,
2013,pet,con,63.8538932477149000,
1999,pet,con,26.3164824343802000,
2002,pet,con,33.9469871163989000,
2017,pet,con,60.4198417595769000,
2016,pet,con,53.4731775006113000,
2015,pet,con,52.3198929290286000,
1998,pet,con,24.2122639965323000,
2004,pet,con,45.9016074681273000,
2000,pet,con,31.1536048970785000,
1997,pet,con,24.7916767212652000,
2007,pet,con,58.9010789568586000,
2010,pet,con,57.0724800648279000,
2003,pet,con,38.8182244597764000,
2011,pet,con,63.4247761884063000,
2001,pet,con,31.1314753688658000,
2008,mvt,con,#N/A,
2009,mvt,con,#N/A,
2005,mvt,con,#N/A,
2006,mvt,con,#N/A,
2012,mvt,con,#N/A,
2014,mvt,con,#N/A,
2013,mvt,con,#N/A,
1999,mvt,con,#N/A,
2002,mvt,con,#N/A,
2017,mvt,con,#N/A,
2016,mvt,con,#N/A,
2015,mvt,con,#N/A,
1998,mvt,con,#N/A,
2004,mvt,con,#N/A,
2000,mvt,con,#N/A,
1997,mvt,con,#N/A,
2007,mvt,con,#N/A,
2010,mvt,con,#N/A,
2003,mvt,con,#N/A,
2011,mvt,con,#N/A,
2001,mvt,con,#N/A,
2008,cep,con,5.6075880655326800,
2009,cep,con,5.7751010757706500,
2005,cep,con,5.2294180740765900,
2006,cep,con,5.3826389404357800,
2012,cep,con,5.4927116534153500,
2014,cep,con,7.1400876093544900,
2013,cep,con,6.3496092553260800,
1999,cep,con,4.5581057685848500,
2002,cep,con,5.2547051999579700,
2017,cep,con,7.6881834991656300,
2016,cep,con,7.4363400705208800,
2015,cep,con,7.1599213066899900,
1998,cep,con,4.6171996476000200,
2004,cep,con,5.1957959995715800,
2000,cep,con,4.7558150963710900,
1997,cep,con,4.5519989364246800,
2007,cep,con,5.5877924308320500,
2010,cep,con,6.6077952223020200,
2003,cep,con,5.1573127290152500,
2011,cep,con,6.0719794152514300,
2001,cep,con,4.9729839030615100,
2008,wst,con,2.6585364128978900,
2009,wst,con,2.3450122878114400,
2005,wst,con,3.1432810495926700,
2006,wst,con,3.1006899811779900,
2012,wst,con,2.1393923036143200,
2014,wst,con,2.5757450148186100,
2013,wst,con,2.2675076811851000,
1999,wst,con,1.9579594634657800,
2002,wst,con,2.1041100675069600,
2017,wst,con,2.9218507953281700,
2016,wst,con,3.3648305639779700,
2015,wst,con,2.9771065582463200,
1998,wst,con,1.8321775925298200,
2004,wst,con,2.8265407291218100,
2000,wst,con,2.0562062590914100,
1997,wst,con,1.5795739826953000,
2007,wst,con,2.4943447269004300,
2010,wst,con,2.2031194044160600,
2003,wst,con,2.4295961165896300,
2011,wst,con,2.0394168252740100,
2001,wst,con,2.1047740085204500,
2008,mot,con,2.0014572054741400,
2009,mot,con,2.1754504669503700,
2005,mot,con,2.0784520338352800,
2006,mot,con,2.0981608068991800,
2012,mot,con,2.8375124313037600,
2014,mot,con,2.9116503473654800,
2013,mot,con,2.6453785531105500,
1999,mot,con,1.3208550448113600,
2002,mot,con,1.5416974413156100,
2017,mot,con,3.3412538179761900,
2016,mot,con,3.0928929272789700,
2015,mot,con,3.1217942088731000,
1998,mot,con,1.3649048502394500,
2004,mot,con,1.8659050510152500,
2000,mot,con,1.3604214218157100,
1997,mot,con,1.3555171906807300,
2007,mot,con,1.7627018866235300,
2010,mot,con,2.4134682429692500,
2003,mot,con,1.6686588920527800,
2011,mot,con,2.4650629669247900,
2001,mot,con,1.2477353263813900,
2008,adm,con,7.6281199644358500,
2009,adm,con,7.9507615127261800,
2005,adm,con,7.6027997085485500,
2006,adm,con,7.5944515440003500,
2012,adm,con,5.8254042656240300,
2014,adm,con,7.5410907354723400,
2013,adm,con,6.2225148024698000,
1999,adm,con,4.4788365346982400,
2002,adm,con,5.8799165226633300,
2017,adm,con,9.9315664886661200,
2016,adm,con,10.7778689984137000,
2015,adm,con,9.4637561728452300,
1998,adm,con,4.4178301192158100,
2004,adm,con,7.8630211169476300,
2000,adm,con,4.9213148826293900,
1997,adm,con,3.9191164763481100,
2007,adm,con,7.0425154829998100,
2010,adm,con,6.0907273052446300,
2003,adm,con,6.4314439458548000,
2011,adm,con,5.5091218020659900,
2001,adm,con,5.7775088832603100,
2008,soc,con,#N/A,
2009,soc,con,#N/A,
2005,soc,con,#N/A,
2006,soc,con,#N/A,
2012,soc,con,#N/A,
2014,soc,con,#N/A,
2013,soc,con,#N/A,
1999,soc,con,#N/A,
2002,soc,con,#N/A,
2017,soc,con,#N/A,
2016,soc,con,#N/A,
2015,soc,con,#N/A,
1998,soc,con,#N/A,
2004,soc,con,#N/A,
2000,soc,con,#N/A,
1997,soc,con,#N/A,
2007,soc,con,#N/A,
2010,soc,con,#N/A,
2003,soc,con,#N/A,
2011,soc,con,#N/A,
2001,soc,con,#N/A,
2008,alt,con,#N/A,
2009,alt,con,#N/A,
2005,alt,con,#N/A,
2006,alt,con,#N/A,
2012,alt,con,#N/A,
2014,alt,con,#N/A,
2013,alt,con,#N/A,
1999,alt,con,#N/A,
2002,alt,con,#N/A,
2017,alt,con,#N/A,
2016,alt,con,#N/A,
2015,alt,con,#N/A,
1998,alt,con,#N/A,
2004,alt,con,#N/A,
2000,alt,con,#N/A,
1997,alt,con,#N/A,
2007,alt,con,#N/A,
2010,alt,con,#N/A,
2003,alt,con,#N/A,
2011,alt,con,#N/A,
2001,alt,con,#N/A,
2008,pmt,con,5.6809340563867700,
2009,pmt,con,4.0446997134029500,
2005,pmt,con,5.2665451595428500,
2006,pmt,con,5.5463424244088500,
2012,pmt,con,4.8960937491455000,
2014,pmt,con,5.2059488732525100,
2013,pmt,con,4.9546357410134500,
1999,pmt,con,2.8632690748401700,
2002,pmt,con,3.1596111113359600,
2017,pmt,con,5.7941072439773800,
2016,pmt,con,4.7772140819463900,
2015,pmt,con,5.0015293409053500,
1998,pmt,con,2.9000327950308700,
2004,pmt,con,4.9223473184124300,
2000,pmt,con,3.2542332716424200,
1997,pmt,con,2.6037479081972100,
2007,pmt,con,4.3657633336737500,
2010,pmt,con,4.5456422735597100,
2003,pmt,con,3.8365260585694000,
2011,pmt,con,4.6943273549826800,
2001,pmt,con,3.5169262797819700,
2008,trk,con,#N/A,
2009,trk,con,#N/A,
2005,trk,con,#N/A,
2006,trk,con,#N/A,
2012,trk,con,#N/A,
2014,trk,con,#N/A,
2013,trk,con,#N/A,
1999,trk,con,#N/A,
2002,trk,con,#N/A,
2017,trk,con,#N/A,
2016,trk,con,#N/A,
2015,trk,con,#N/A,
1998,trk,con,#N/A,
2004,trk,con,#N/A,
2000,trk,con,#N/A,
1997,trk,con,#N/A,
2007,trk,con,#N/A,
2010,trk,con,#N/A,
2003,trk,con,#N/A,
2011,trk,con,#N/A,
2001,trk,con,#N/A,
2008,fdd,con,#N/A,
2009,fdd,con,#N/A,
2005,fdd,con,#N/A,
2006,fdd,con,#N/A,
2012,fdd,con,#N/A,
2014,fdd,con,#N/A,
2013,fdd,con,#N/A,
1999,fdd,con,#N/A,
2002,fdd,con,#N/A,
2017,fdd,con,#N/A,
2016,fdd,con,#N/A,
2015,fdd,con,#N/A,
1998,fdd,con,#N/A,
2004,fdd,con,#N/A,
2000,fdd,con,#N/A,
1997,fdd,con,#N/A,
2007,fdd,con,#N/A,
2010,fdd,con,#N/A,
2003,fdd,con,#N/A,
2011,fdd,con,#N/A,
2001,fdd,con,#N/A,
2008,gmt,con,#N/A,
2009,gmt,con,#N/A,
2005,gmt,con,#N/A,
2006,gmt,con,#N/A,
2012,gmt,con,#N/A,
2014,gmt,con,#N/A,
2013,gmt,con,#N/A,
1999,gmt,con,#N/A,
2002,gmt,con,#N/A,
2017,gmt,con,#N/A,
2016,gmt,con,#N/A,
2015,gmt,con,#N/A,
1998,gmt,con,#N/A,
2004,gmt,con,#N/A,
2000,gmt,con,#N/A,
1997,gmt,con,#N/A,
2007,gmt,con,#N/A,
2010,gmt,con,#N/A,
2003,gmt,con,#N/A,
2011,gmt,con,#N/A,
2001,gmt,con,#N/A,
2008,wtt,con,0.0131765524808280,
2009,wtt,con,0.0192515197874831,
2005,wtt,con,0.0110921921877775,
2006,wtt,con,0.0090915109411261,
2012,wtt,con,0.0060456106228929,
2014,wtt,con,0.0050257458277419,
2013,wtt,con,0.0050245849221814,
1999,wtt,con,0.0040363296711905,
2002,wtt,con,0.0050173747297040,
2017,wtt,con,0.0120285846742211,
2016,wtt,con,0.0070206915584771,
2015,wtt,con,0.0020093427662181,
1998,wtt,con,0.0040225021375629,
2004,wtt,con,0.0060453757287376,
2000,wtt,con,0.0050270398141606,
1997,wtt,con,0.0050084951694629,
2007,wtt,con,0.0040449120908081,
2010,wtt,con,0.0040393132629197,
2003,wtt,con,0.0050274731499565,
2011,wtt,con,0.0141332693231378,
2001,wtt,con,0.0050314226621915,
2008,wpd,con,50.4844682366983000,
2009,wpd,con,40.3214763706806000,
2005,wpd,con,72.1353794408238000,
2006,wpd,con,70.1708956770665000,
2012,wpd,con,37.7287997131917000,
2014,wpd,con,49.3103578601093000,
2013,wpd,con,45.3371740397917000,
1999,wpd,con,47.2470836327530000,
2002,wpd,con,51.5386318462010000,
2017,wpd,con,62.8645307151593000,
2016,wpd,con,57.0679563371685000,
2015,wpd,con,52.2356722908458000,
1998,wpd,con,43.6326702341667000,
2004,wpd,con,67.5560030410221000,
2000,wpd,con,45.2882886668568000,
1997,wpd,con,39.3678163296531000,
2007,wpd,con,58.1486986322167000,
2010,wpd,con,39.5267926620024000,
2003,wpd,con,58.7662984782794000,
2011,wpd,con,37.1842616324004000,
2001,wpd,con,48.7477119922294000,
2008,wht,con,0.0191594040701777,
2009,wht,con,0.0211279782968832,
2005,wht,con,0.0161269426454424,
2006,wht,con,0.0191469776459728,
2012,wht,con,0.0242047654984768,
2014,wht,con,0.0383445023210620,
2013,wht,con,0.0292610350922032,
1999,wht,con,0.0121629638136816,
2002,wht,con,0.0080780715005029,
2017,wht,con,0.0586146852000407,
2016,wht,con,0.0646535614688954,
2015,wht,con,0.0575927246747837,
1998,wht,con,0.0121632471922664,
2004,wht,con,0.0161416239588024,
2000,wht,con,0.0111388227798459,
1997,wht,con,0.0131892555059596,
2007,wht,con,0.0161323946305035,
2010,wht,con,0.0191498976412782,
2003,wht,con,0.0110985675568475,
2011,wht,con,0.0242160095667062,
2001,wht,con,0.0110851054124673,
