yr,i,value
2004,ote,176.6849917967510
2000,ote,162.3506142719080
1997,ote,155.3158539773460
2007,ote,262.9385865746690
2010,ote,248.3447243511240
2003,ote,171.9929984463080
2011,ote,257.8778551884380
2001,ote,180.9912260662350
2008,man,430.6273260582960
2009,man,399.0735450106560
2005,man,353.6758418004600
2006,man,382.4397302598940
2012,man,477.1978760473400
2014,man,529.5951707635980
2013,man,497.3423885890740
1999,man,239.3712455786820
2002,man,260.9439557318370
2017,man,600.5407767773050
2016,man,564.6604864221770
2015,man,559.8999048972760
1998,man,221.0026758802310
2004,man,319.8151973574300
2000,man,259.1990007733040
1997,man,194.5460446510900
2007,man,431.9443187338650
2010,man,420.7660733182590
2003,man,279.7186792847300
2011,man,444.7449850281460
2001,man,258.8612186512970
2008,mch,351.9132298971360
2009,mch,284.4705737397910
2005,mch,297.2837030507070
2006,mch,321.7952734127010
2012,mch,401.9661382868980
2014,mch,406.2574898435500
2013,mch,394.3268666387010
1999,mch,274.3202486516440
2002,mch,245.5474653093330
2017,mch,378.0192568837740
2016,mch,348.5079431060600
2015,mch,376.6652961468680
1998,mch,276.4347918770160
2004,mch,264.3487394712170
2000,mch,293.0254071328220
1997,mch,268.2496610677910
2007,mch,344.7668778664690
2010,mch,316.6518438300980
2003,mch,248.9535743628070
2011,mch,366.3804786407420
2001,mch,264.0558939493190
2008,dat,137.2046096917780
2009,dat,142.5775917941050
2005,dat,95.8159349603733
2006,dat,108.0580763882840
2012,dat,220.4862132357590
2014,dat,260.0649249151160
2013,dat,240.0608006541420
1999,dat,69.0116744893987
2002,dat,80.4642789131745
2017,dat,366.8045420160380
2016,dat,323.9415100299800
2015,dat,289.6122520067000
1998,dat,50.1365859620724
2004,dat,88.8295965442252
2000,dat,78.5600281292110
1997,dat,45.8122381235566
2007,dat,117.5018006428330
2010,dat,161.6909860181650
2003,dat,81.8221289401476
2011,dat,187.6746947163260
2001,dat,80.5589863700128
2008,amd,182.2695351164150
2009,amd,167.2638811861810
2005,amd,164.5377675997540
2006,amd,173.4291895773670
2012,amd,196.5054112602130
2014,amd,223.6653152338790
2013,amd,206.2794014666970
1999,amd,124.1601121738020
2002,amd,137.6368072821700
2017,amd,249.2239587813790
2016,amd,243.9501867531620
2015,amd,237.0714283937660
1998,amd,114.8540966461730
2004,amd,151.7954001929950
2000,amd,139.8564585923180
1997,amd,108.1569639828590
2007,amd,177.4530599367400
2010,amd,169.7262158727830
2003,amd,140.4824901849720
2011,amd,181.6412533109970
2001,amd,134.5988304938260
2008,oil,368.5018818569180
2009,oil,219.5255097320430
2005,oil,240.8554304441200
2006,oil,247.5534855059820
2012,oil,347.3330316773170
2014,oil,460.4137198047390
2013,oil,410.1018549077380
1999,oil,81.9543849033567
2002,oil,112.6439376721430
2017,oil,295.7140442969400
2016,oil,222.5542040776220
2015,oil,260.1286702579020
1998,oil,69.1335543164157
2004,oil,184.2688281034470
2000,oil,137.8512843542830
1997,oil,93.9191710509844
2007,oil,264.8619912200310
2010,oil,294.0565321201490
2003,oil,160.4709632358600
2011,oil,358.3663970627310
2001,oil,136.8850480040690
2008,hos,567.7346928924630
2009,hos,608.9806301461520
2005,hos,468.3996469496550
2006,hos,500.5411668604070
2012,hos,709.4941470884770
2014,hos,759.3913958264260
2013,hos,733.7353984902940
1999,hos,302.0225177367280
2002,hos,381.2480279773850
2017,hos,896.4673456287440
2016,hos,857.8250491405670
2015,hos,811.4089098052860
1998,hos,288.6516659583130
2004,hos,434.3500009611190
2000,hos,318.9478681843560
1997,hos,270.2233904789540
2007,hos,528.4462263656990
2010,hos,635.4352059152530
2003,hos,407.8684931962720
2011,hos,670.2208196813370
2001,hos,344.7252928849670
2008,rnt,280.5658586187040
2009,rnt,243.5528396902600
2005,rnt,243.4507455276270
2006,rnt,254.6616082116300
2012,rnt,288.9173500527530
2014,rnt,326.9473200441420
2013,rnt,307.2660168730440
1999,rnt,182.8374741234760
2002,rnt,195.9579709937120
2017,rnt,318.7720485807010
2016,rnt,316.3088932889290
2015,rnt,320.9772945123870
1998,rnt,165.4405786317930
2004,rnt,224.6207415966470
2000,rnt,204.2320629772460
1997,rnt,145.3584956808000
2007,rnt,261.6040605994760
2010,rnt,260.5213620155310
2003,rnt,212.8431229780560
2011,rnt,275.7687028357430
2001,rnt,203.9442439437970
2008,pla,198.1134354544220
2009,pla,167.7153473183870
2005,pla,197.2894016097110
2006,pla,208.8360455119120
2012,pla,215.5582453311370
2014,pla,230.0131442715260
2013,pla,223.2429867149610
1999,pla,171.4317080130200
2002,pla,172.5540443982670
2017,pla,228.6967899705600
2016,pla,231.4732822681840
2015,pla,232.2963137596080
1998,pla,162.7486879638210
2004,pla,182.0183180821180
2000,pla,178.0383427626990
1997,pla,158.1506974739160
2007,pla,205.3665106670120
2010,pla,185.9081410075810
2003,pla,175.3401373164790
2011,pla,199.9284261642070
2001,pla,169.6818716065570
2008,fof,43.9001847682322
2009,fof,40.9085808360516
2005,fof,46.2086171326272
2006,fof,47.2606800784173
2012,fof,46.1601966559292
2014,fof,54.8819665665247
2013,fof,48.4411924244479
1999,fof,44.9278043515585
2002,fof,39.1243007974679
2017,fof,55.4276976014295
2016,fof,52.3150680237748
2015,fof,52.8440884374827
1998,fof,41.5630330806102
2004,fof,44.9744195122421
2000,fof,38.8496356758638
1997,fof,38.0839610707273
2007,fof,43.9652027965245
2010,fof,44.9866625548266
2003,fof,40.9725712361071
2011,fof,48.2981252553409
2001,fof,38.6069497765320
2008,fin,119.4519768710160
2009,fin,99.5807372860763
2005,fin,87.9306414641128
2006,fin,97.6345491494709
2012,fin,116.9651858853040
2014,fin,144.6230902861640
2013,fin,138.3529266065400
1999,fin,74.4686959372746
2002,fin,71.2407280910903
2017,fin,154.9081284331940
2016,fin,155.2712537170530
2015,fin,163.2197957693770
1998,fin,65.2436155816625
2004,fin,80.3700416389826
2000,fin,89.9066574863834
1997,fin,56.0139288264008
2007,fin,114.3381940185880
2010,fin,108.7418287960090
2003,fin,70.0706605104882
2011,fin,113.9374744038380
2001,fin,80.7078006737846
2008,tsv,1045.5665192316500
2009,tsv,997.1630543363510
2005,tsv,855.1785511553920
2006,tsv,917.3543461006700
2012,tsv,1119.5938830637000
2014,tsv,1219.0904794535700
2013,tsv,1148.0310667519300
1999,tsv,607.4838596582690
2002,tsv,708.3493790941550
2017,tsv,1419.2333401078700
2016,tsv,1342.1160238087800
2015,tsv,1280.7614661216600
1998,tsv,563.5811712232260
2004,tsv,791.2174362163800
2000,tsv,671.5731087366670
1997,tsv,518.1905234828220
2007,tsv,993.4419243123030
2010,tsv,1023.2703247926500
2003,tsv,732.4652389100970
2011,tsv,1077.8220814828700
2001,tsv,694.6641052897880
2008,nrs,179.9172349999210
2009,nrs,185.0852402311980
2005,nrs,153.6624170392880
2006,nrs,161.9132709036420
2012,nrs,206.6168812581460
2014,nrs,218.5785143558570
2013,nrs,211.4314261159300
1999,nrs,105.0687643950900
2002,nrs,127.6857168354470
2017,nrs,245.1287004093180
2016,nrs,237.8855396147680
2015,nrs,228.4073636206200
1998,nrs,101.2506382323560
2004,nrs,143.7093892306170
2000,nrs,111.7071921804340
1997,nrs,94.4706169881448
2007,nrs,171.1842774022510
2010,nrs,193.9533635855080
2003,nrs,136.5282307625630
2011,nrs,200.0012778901440
2001,nrs,120.4890828849780
2008,sec,478.2141733646920
2009,sec,431.7353544222130
2005,sec,377.6198302763600
2006,sec,441.9563595129760
2012,sec,473.0504544885980
2014,sec,552.7833946498200
2013,sec,512.0362989332500
1999,sec,290.7981487664600
2002,sec,283.2550352897940
2017,sec,610.2939856425160
2016,sec,568.6869155637320
2015,sec,562.6009574252920
1998,sec,241.5813606980860
2004,sec,340.8783744818380
2000,sec,358.0879282249000
1997,sec,204.0731637951660
2007,sec,502.5361315337450
2010,sec,451.0907804890450
2003,sec,304.8960550770270
2011,sec,455.9382827792520
2001,sec,309.6177957538920
2008,art,126.7102931244680
2009,art,128.4272707082410
2005,art,102.3052448539490
2006,art,112.0357768122670
2012,art,139.4327394168240
2014,art,153.4451589480740
2013,art,144.0710772266490
1999,art,66.4060557136435
2002,art,87.8023951722189
2017,art,182.7735573158880
2016,art,170.8021132623710
2015,art,163.3356357989390
1998,art,62.1714553105315
2004,art,97.2657285508450
2000,art,72.9689291124652
1997,art,57.2819517704847
2007,art,121.7276372690450
2010,art,129.1126083605780
2003,art,94.0353750634333
2011,art,131.5030086545720
2001,art,79.9850329597310
2008,mov,128.4513566349370
2009,mov,120.5726445467960
2005,mov,131.2132215851010
2006,mov,133.4924917802160
2012,mov,128.6008137407040
2014,mov,133.5197253728760
2013,mov,132.0200816517920
1999,mov,103.1541503158100
2002,mov,120.8089459012020
2017,mov,148.7186829928890
2016,mov,146.0558843341420
2015,mov,139.6633130627150
1998,mov,95.5026208968557
2004,mov,127.2853810261060
2000,mov,113.6678188122220
1997,mov,88.3785421284360
2007,mov,134.3918689551680
2010,mov,127.0733228938030
2003,mov,128.7143624415950
2011,mov,125.4576541283540
2001,mov,120.3077038294110
2008,fpd,76.4133308617491
2009,fpd,59.3590636195434
2005,fpd,83.7510679191035
2006,fpd,85.8189627556508
2012,fpd,65.2493061387092
2014,fpd,68.4309660102202
2013,fpd,66.7856480205294
1999,fpd,70.3357600035456
2002,fpd,75.1558395826276
2017,fpd,75.0972391658755
2016,fpd,73.6144225034669
2015,fpd,73.2061111859185
1998,fpd,67.9832096488854
2004,fpd,77.8862589348989
2000,fpd,75.4141932169480
1997,fpd,63.1796073562466
2007,fpd,85.0274322651916
2010,fpd,56.8578155560181
2003,fpd,74.8430237905797
2011,fpd,56.7485549052411
2001,fpd,72.3249517989130
2008,slg,1855.1965963779500
2009,slg,1888.2152161424400
2005,slg,1572.8101486608100
2006,slg,1662.5474386175500
2012,slg,1945.7496828688500
2014,slg,2074.9221024568100
2013,slg,2017.4338235182900
1999,slg,1128.9288530635700
2002,slg,1373.2714748216500
2017,slg,2292.6215644652000
2016,slg,2207.0912762852500
2015,slg,2142.2573829726400
1998,slg,1051.3632060739400
2004,slg,1489.8125326685000
2000,slg,1214.3312651297400
1997,slg,992.0738971285560
2007,slg,1767.3703050293000
2010,slg,1915.8312850080900
2003,slg,1419.4418928064500
2011,slg,1927.6134709470600
2001,slg,1305.7452282009900
2008,pri,98.7255110013580
2009,pri,83.8484737076329
2005,pri,98.6791645530624
2006,pri,100.4470837621210
2012,pri,82.8029098653001
2014,pri,82.1257279395455
2013,pri,83.0550571921429
1999,pri,103.5505498591220
2002,pri,99.3770822871392
2017,pri,81.4043004072125
2016,pri,84.1398005645560
2015,pri,81.8912329129223
1998,pri,100.8332564226440
2004,pri,95.9999876495046
2000,pri,106.8156703392550
1997,pri,98.1236708864383
2007,pri,103.1099736632310
2010,pri,83.5196633016907
2003,pri,95.1376144180667
2011,pri,83.9036267412888
2001,pri,103.8097225261400
2008,grd,44.8405308739287
2009,grd,44.3295878493515
2005,grd,36.8857883505488
2006,grd,42.1858787320752
2012,grd,50.2457724910764
2014,grd,61.0047929660913
2013,grd,54.7871996582539
1999,grd,26.2076690622120
2002,grd,27.2958277911020
2017,grd,76.0884305614141
2016,grd,71.3440550498121
2015,grd,64.8871506094206
1998,grd,26.3604561855959
2004,grd,33.2192610869663
2000,grd,25.8945314356594
1997,grd,24.1541394587346
2007,grd,44.7265340282920
2010,grd,44.3982560087562
2003,grd,27.9122540462419
2011,grd,48.5525592444790
2001,grd,26.7105398406036
2008,pip,29.9935296307324
2009,pip,26.3028953256059
2005,pip,21.8153827969071
2006,pip,23.2159550661266
2012,pip,35.2087033323626
2014,pip,40.4674949329132
2013,pip,37.5542078944900
1999,pip,22.5834069182173
2002,pip,21.1165790015764
2017,pip,45.1004682135467
2016,pip,42.9453137850721
2015,pip,42.2893937959893
1998,pip,22.8980589153655
2004,pip,21.9680240614014
2000,pip,22.2371332530545
1997,pip,22.9732369786831
2007,pip,24.6476380377731
2010,pip,29.9124102190076
2003,pip,21.3949831361056
2011,pip,33.4757210951113
2001,pip,21.8053908257148
2008,sle,256.6325380802030
2009,sle,274.2958685520760
2005,sle,210.6403295202510
2006,sle,227.2486474247960
2012,sle,316.5666424209920
2014,sle,338.2386256167720
2013,sle,327.6436119783920
1999,sle,152.3572402121980
2002,sle,173.5631877726660
2017,sle,365.6045099051030
2016,sle,356.9256939553860
2015,sle,347.1896335656620
1998,sle,145.8479174537740
2004,sle,197.0152055642280
2000,sle,157.3033499702500
1997,sle,143.0824296389200
2007,sle,239.2151914947020
2010,sle,291.0275994598210
2003,sle,184.3191420319620
2011,sle,305.1864418833730
2001,sle,163.1927411495280
2008,osv,540.9904807446610
2009,osv,510.5211772546630
2005,osv,488.8758529771900
2006,osv,514.1189507769160
2012,osv,563.6182080203330
2014,osv,605.9267457842070
2013,osv,571.1520072208460
1999,osv,395.2291939209840
2002,osv,451.0564185128910
2017,osv,675.9503767661710
2016,osv,656.6919108281650
2015,osv,626.5578174305680
1998,osv,377.0600226373740
2004,osv,479.6718958280190
2000,osv,418.3358457846820
1997,osv,345.8057517818710
2007,osv,524.7126912919220
2010,osv,525.2685047696690
2003,osv,461.1199740386320
2011,osv,537.7693794470270
2001,osv,434.9226526159930
2008,trn,66.9544571697971
2009,trn,54.4754452763375
2005,trn,50.8832677347792
2006,trn,57.0804088041483
2012,trn,77.8614015132736
2014,trn,87.2123451728219
2013,trn,81.2738443941829
1999,trn,37.8801473159798
2002,trn,40.0147019146809
2017,trn,77.8068642053898
2016,trn,73.8898450605541
2015,trn,80.5381055518624
1998,trn,37.3968756485767
2004,trn,45.0560345494162
2000,trn,38.6311055886453
1997,trn,37.9638833599946
2007,trn,59.2912839250245
2010,trn,66.0151689175277
2003,trn,40.8638894604664
