yr,i,fd,value
2000,leg,def_structures,-9.99E-09
1997,leg,def_structures,-9.97E-09
2007,leg,def_structures,-9.97E-09
2010,leg,def_structures,-9.97E-09
2003,leg,def_structures,-9.99E-09
2011,leg,def_structures,-9.97E-09
2001,leg,def_structures,-9.99E-09
2008,fen,def_structures,-9.97E-09
2009,fen,def_structures,-9.97E-09
2005,fen,def_structures,-9.97E-09
2006,fen,def_structures,-9.97E-09
2012,fen,def_structures,-9.99E-09
2014,fen,def_structures,-9.99E-09
2013,fen,def_structures,-9.99E-09
1999,fen,def_structures,-9.97E-09
2002,fen,def_structures,-9.99E-09
2017,fen,def_structures,-9.99E-09
2016,fen,def_structures,-9.97E-09
2015,fen,def_structures,-9.97E-09
1998,fen,def_structures,-9.97E-09
2004,fen,def_structures,-9.97E-09
2000,fen,def_structures,-9.99E-09
1997,fen,def_structures,-9.97E-09
2007,fen,def_structures,-9.97E-09
2010,fen,def_structures,-9.97E-09
2003,fen,def_structures,-9.99E-09
2011,fen,def_structures,-9.97E-09
2001,fen,def_structures,-9.99E-09
2008,uti,def_structures,-9.97E-09
2009,uti,def_structures,-9.97E-09
2005,uti,def_structures,-9.97E-09
2006,uti,def_structures,-9.97E-09
2012,uti,def_structures,-9.99E-09
2014,uti,def_structures,-9.99E-09
2013,uti,def_structures,-9.99E-09
1999,uti,def_structures,-9.97E-09
2002,uti,def_structures,-9.99E-09
2017,uti,def_structures,-9.99E-09
2016,uti,def_structures,-9.97E-09
2015,uti,def_structures,-9.97E-09
1998,uti,def_structures,-9.97E-09
2004,uti,def_structures,-9.97E-09
2000,uti,def_structures,-9.99E-09
1997,uti,def_structures,-9.97E-09
2007,uti,def_structures,-9.97E-09
2010,uti,def_structures,-9.97E-09
2003,uti,def_structures,-9.99E-09
2011,uti,def_structures,-9.97E-09
2001,uti,def_structures,-9.99E-09
2008,nmp,def_structures,-9.97E-09
2009,nmp,def_structures,-9.97E-09
2005,nmp,def_structures,-9.97E-09
2006,nmp,def_structures,-9.97E-09
2012,nmp,def_structures,-9.99E-09
2014,nmp,def_structures,-9.99E-09
2013,nmp,def_structures,-9.99E-09
1999,nmp,def_structures,-9.97E-09
2002,nmp,def_structures,-9.99E-09
2017,nmp,def_structures,-9.99E-09
2016,nmp,def_structures,-9.97E-09
2015,nmp,def_structures,-9.97E-09
1998,nmp,def_structures,-9.97E-09
2004,nmp,def_structures,-9.97E-09
2000,nmp,def_structures,-9.99E-09
1997,nmp,def_structures,-9.97E-09
2007,nmp,def_structures,-9.97E-09
2010,nmp,def_structures,-9.97E-09
2003,nmp,def_structures,-9.99E-09
2011,nmp,def_structures,-9.97E-09
2001,nmp,def_structures,-9.99E-09
2008,brd,def_structures,-9.97E-09
2009,brd,def_structures,-9.97E-09
2005,brd,def_structures,-9.97E-09
2006,brd,def_structures,-9.97E-09
2012,brd,def_structures,-9.99E-09
2014,brd,def_structures,-9.99E-09
2013,brd,def_structures,-9.99E-09
1999,brd,def_structures,-9.97E-09
2002,brd,def_structures,-9.99E-09
2017,brd,def_structures,-9.99E-09
2016,brd,def_structures,-9.97E-09
2015,brd,def_structures,-9.97E-09
1998,brd,def_structures,-9.97E-09
2004,brd,def_structures,-9.97E-09
2000,brd,def_structures,-9.99E-09
1997,brd,def_structures,-9.97E-09
2007,brd,def_structures,-9.97E-09
2010,brd,def_structures,-9.97E-09
2003,brd,def_structures,-9.99E-09
2011,brd,def_structures,-9.97E-09
2001,brd,def_structures,-9.99E-09
2008,bnk,def_structures,-9.97E-09
2009,bnk,def_structures,-9.97E-09
2005,bnk,def_structures,-9.97E-09
2006,bnk,def_structures,-9.97E-09
2012,bnk,def_structures,-9.99E-09
2014,bnk,def_structures,-9.99E-09
2013,bnk,def_structures,-9.99E-09
1999,bnk,def_structures,-9.97E-09
2002,bnk,def_structures,-9.99E-09
2017,bnk,def_structures,-9.99E-09
2016,bnk,def_structures,-9.97E-09
2015,bnk,def_structures,-9.97E-09
1998,bnk,def_structures,-9.97E-09
2004,bnk,def_structures,-9.97E-09
2000,bnk,def_structures,-9.99E-09
1997,bnk,def_structures,-9.97E-09
2007,bnk,def_structures,-9.97E-09
2010,bnk,def_structures,-9.97E-09
2003,bnk,def_structures,-9.99E-09
2011,bnk,def_structures,-9.97E-09
2001,bnk,def_structures,-9.99E-09
2008,ore,def_structures,-9.97E-09
2009,ore,def_structures,-9.97E-09
2005,ore,def_structures,-9.97E-09
2006,ore,def_structures,-9.97E-09
2012,ore,def_structures,-9.99E-09
2014,ore,def_structures,-9.99E-09
2013,ore,def_structures,-9.99E-09
1999,ore,def_structures,-9.97E-09
2002,ore,def_structures,-9.99E-09
2017,ore,def_structures,-9.99E-09
2016,ore,def_structures,-9.97E-09
2015,ore,def_structures,-9.97E-09
1998,ore,def_structures,-9.97E-09
2004,ore,def_structures,-9.97E-09
2000,ore,def_structures,-9.99E-09
1997,ore,def_structures,-9.97E-09
2007,ore,def_structures,-9.97E-09
2010,ore,def_structures,-9.97E-09
2003,ore,def_structures,-9.99E-09
2011,ore,def_structures,-9.97E-09
2001,ore,def_structures,-9.99E-09
2008,edu,def_structures,-9.97E-09
2009,edu,def_structures,-9.97E-09
2005,edu,def_structures,-9.97E-09
2006,edu,def_structures,-9.97E-09
2012,edu,def_structures,-9.99E-09
2014,edu,def_structures,-9.99E-09
2013,edu,def_structures,-9.99E-09
1999,edu,def_structures,-9.97E-09
2002,edu,def_structures,-9.99E-09
2017,edu,def_structures,-9.99E-09
2016,edu,def_structures,-9.97E-09
2015,edu,def_structures,-9.97E-09
1998,edu,def_structures,-9.97E-09
2004,edu,def_structures,-9.97E-09
2000,edu,def_structures,-9.99E-09
1997,edu,def_structures,-9.97E-09
2007,edu,def_structures,-9.97E-09
2010,edu,def_structures,-9.97E-09
2003,edu,def_structures,-9.99E-09
2011,edu,def_structures,-9.97E-09
2001,edu,def_structures,-9.99E-09
2008,ote,def_structures,-9.97E-09
2009,ote,def_structures,-9.97E-09
2005,ote,def_structures,-9.97E-09
2006,ote,def_structures,-9.97E-09
2012,ote,def_structures,-9.99E-09
2014,ote,def_structures,-9.99E-09
2013,ote,def_structures,-9.99E-09
1999,ote,def_structures,-9.97E-09
2002,ote,def_structures,-9.99E-09
2017,ote,def_structures,-9.99E-09
2016,ote,def_structures,-9.97E-09
2015,ote,def_structures,-9.97E-09
1998,ote,def_structures,-9.97E-09
2004,ote,def_structures,-9.97E-09
2000,ote,def_structures,-9.99E-09
1997,ote,def_structures,-9.97E-09
2007,ote,def_structures,-9.97E-09
2010,ote,def_structures,-9.97E-09
2003,ote,def_structures,-9.99E-09
2011,ote,def_structures,-9.97E-09
2001,ote,def_structures,-9.99E-09
2008,man,def_structures,-9.97E-09
2009,man,def_structures,-9.97E-09
2005,man,def_structures,-9.97E-09
2006,man,def_structures,-9.97E-09
2012,man,def_structures,-9.99E-09
2014,man,def_structures,-9.99E-09
2013,man,def_structures,-9.99E-09
1999,man,def_structures,-9.97E-09
2002,man,def_structures,-9.99E-09
2017,man,def_structures,-9.99E-09
2016,man,def_structures,-9.97E-09
2015,man,def_structures,-9.97E-09
1998,man,def_structures,-9.97E-09
2004,man,def_structures,-9.97E-09
2000,man,def_structures,-9.99E-09
1997,man,def_structures,-9.97E-09
2007,man,def_structures,-9.97E-09
2010,man,def_structures,-9.97E-09
2003,man,def_structures,-9.99E-09
2011,man,def_structures,-9.97E-09
2001,man,def_structures,-9.99E-09
2008,mch,def_structures,-9.97E-09
2009,mch,def_structures,-9.97E-09
2005,mch,def_structures,-9.97E-09
2006,mch,def_structures,-9.97E-09
2012,mch,def_structures,-9.99E-09
2014,mch,def_structures,-9.99E-09
2013,mch,def_structures,-9.99E-09
1999,mch,def_structures,-9.97E-09
2002,mch,def_structures,-9.99E-09
2017,mch,def_structures,-9.99E-09
2016,mch,def_structures,-9.97E-09
2015,mch,def_structures,-9.97E-09
1998,mch,def_structures,-9.97E-09
2004,mch,def_structures,-9.97E-09
2000,mch,def_structures,-9.99E-09
1997,mch,def_structures,-9.97E-09
2007,mch,def_structures,-9.97E-09
2010,mch,def_structures,-9.97E-09
2003,mch,def_structures,-9.99E-09
2011,mch,def_structures,-9.97E-09
2001,mch,def_structures,-9.99E-09
2008,dat,def_structures,-9.97E-09
2009,dat,def_structures,-9.97E-09
2005,dat,def_structures,-9.97E-09
2006,dat,def_structures,-9.97E-09
2012,dat,def_structures,-9.99E-09
2014,dat,def_structures,-9.99E-09
2013,dat,def_structures,-9.99E-09
1999,dat,def_structures,-9.97E-09
2002,dat,def_structures,-9.99E-09
2017,dat,def_structures,-9.99E-09
2016,dat,def_structures,-9.97E-09
2015,dat,def_structures,-9.97E-09
1998,dat,def_structures,-9.97E-09
2004,dat,def_structures,-9.97E-09
2000,dat,def_structures,-9.99E-09
1997,dat,def_structures,-9.97E-09
2007,dat,def_structures,-9.97E-09
2010,dat,def_structures,-9.97E-09
2003,dat,def_structures,-9.99E-09
2011,dat,def_structures,-9.97E-09
2001,dat,def_structures,-9.99E-09
2008,amd,def_structures,-9.97E-09
2009,amd,def_structures,-9.97E-09
2005,amd,def_structures,-9.97E-09
2006,amd,def_structures,-9.97E-09
2012,amd,def_structures,-9.99E-09
2014,amd,def_structures,-9.99E-09
2013,amd,def_structures,-9.99E-09
1999,amd,def_structures,-9.97E-09
2002,amd,def_structures,-9.99E-09
2017,amd,def_structures,-9.99E-09
2016,amd,def_structures,-9.97E-09
2015,amd,def_structures,-9.97E-09
1998,amd,def_structures,-9.97E-09
2004,amd,def_structures,-9.97E-09
2000,amd,def_structures,-9.99E-09
1997,amd,def_structures,-9.97E-09
2007,amd,def_structures,-9.97E-09
2010,amd,def_structures,-9.97E-09
2003,amd,def_structures,-9.99E-09
2011,amd,def_structures,-9.97E-09
2001,amd,def_structures,-9.99E-09
2008,oil,def_structures,-9.97E-09
2009,oil,def_structures,-9.97E-09
2005,oil,def_structures,-9.97E-09
2006,oil,def_structures,-9.97E-09
2012,oil,def_structures,-9.99E-09
2014,oil,def_structures,-9.99E-09
2013,oil,def_structures,-9.99E-09
1999,oil,def_structures,-9.97E-09
2002,oil,def_structures,-9.99E-09
2017,oil,def_structures,-9.99E-09
2016,oil,def_structures,-9.97E-09
2015,oil,def_structures,-9.97E-09
1998,oil,def_structures,-9.97E-09
2004,oil,def_structures,-9.97E-09
2000,oil,def_structures,-9.99E-09
1997,oil,def_structures,-9.97E-09
2007,oil,def_structures,-9.97E-09
2010,oil,def_structures,-9.97E-09
2003,oil,def_structures,-9.99E-09
2011,oil,def_structures,-9.97E-09
2001,oil,def_structures,-9.99E-09
2008,hos,def_structures,-9.97E-09
2009,hos,def_structures,-9.97E-09
2005,hos,def_structures,-9.97E-09
2006,hos,def_structures,-9.97E-09
2012,hos,def_structures,-9.99E-09
2014,hos,def_structures,-9.99E-09
2013,hos,def_structures,-9.99E-09
1999,hos,def_structures,-9.97E-09
2002,hos,def_structures,-9.99E-09
2017,hos,def_structures,-9.99E-09
2016,hos,def_structures,-9.97E-09
2015,hos,def_structures,-9.97E-09
1998,hos,def_structures,-9.97E-09
2004,hos,def_structures,-9.97E-09
2000,hos,def_structures,-9.99E-09
1997,hos,def_structures,-9.97E-09
2007,hos,def_structures,-9.97E-09
2010,hos,def_structures,-9.97E-09
2003,hos,def_structures,-9.99E-09
2011,hos,def_structures,-9.97E-09
2001,hos,def_structures,-9.99E-09
2008,rnt,def_structures,-9.97E-09
2009,rnt,def_structures,-9.97E-09
2005,rnt,def_structures,-9.97E-09
2006,rnt,def_structures,-9.97E-09
2012,rnt,def_structures,-9.99E-09
2014,rnt,def_structures,-9.99E-09
2013,rnt,def_structures,-9.99E-09
1999,rnt,def_structures,-9.97E-09
2002,rnt,def_structures,-9.99E-09
2017,rnt,def_structures,-9.99E-09
2016,rnt,def_structures,-9.97E-09
2015,rnt,def_structures,-9.97E-09
1998,rnt,def_structures,-9.97E-09
2004,rnt,def_structures,-9.97E-09
2000,rnt,def_structures,-9.99E-09
1997,rnt,def_structures,-9.97E-09
2007,rnt,def_structures,-9.97E-09
2010,rnt,def_structures,-9.97E-09
2003,rnt,def_structures,-9.99E-09
2011,rnt,def_structures,-9.97E-09
2001,rnt,def_structures,-9.99E-09
2008,pla,def_structures,-9.97E-09
2009,pla,def_structures,-9.97E-09
2005,pla,def_structures,-9.97E-09
2006,pla,def_structures,-9.97E-09
2012,pla,def_structures,-9.99E-09
2014,pla,def_structures,-9.99E-09
2013,pla,def_structures,-9.99E-09
1999,pla,def_structures,-9.97E-09
2002,pla,def_structures,-9.99E-09
2017,pla,def_structures,-9.99E-09
2016,pla,def_structures,-9.97E-09
2015,pla,def_structures,-9.97E-09
1998,pla,def_structures,-9.97E-09
2004,pla,def_structures,-9.97E-09
2000,pla,def_structures,-9.99E-09
1997,pla,def_structures,-9.97E-09
2007,pla,def_structures,-9.97E-09
2010,pla,def_structures,-9.97E-09
2003,pla,def_structures,-9.99E-09
2011,pla,def_structures,-9.97E-09
2001,pla,def_structures,-9.99E-09
2008,fof,def_structures,-9.97E-09
2009,fof,def_structures,-9.97E-09
2005,fof,def_structures,-9.97E-09
2006,fof,def_structures,-9.97E-09
2012,fof,def_structures,-9.99E-09
2014,fof,def_structures,-9.99E-09
2013,fof,def_structures,-9.99E-09
1999,fof,def_structures,-9.97E-09
2002,fof,def_structures,-9.99E-09
2017,fof,def_structures,-9.99E-09
2016,fof,def_structures,-9.97E-09
2015,fof,def_structures,-9.97E-09
1998,fof,def_structures,-9.97E-09
2004,fof,def_structures,-9.97E-09
2000,fof,def_structures,-9.99E-09
1997,fof,def_structures,-9.97E-09
2007,fof,def_structures,-9.97E-09
2010,fof,def_structures,-9.97E-09
2003,fof,def_structures,-9.99E-09
2011,fof,def_structures,-9.97E-09
2001,fof,def_structures,-9.99E-09
2008,fin,def_structures,-9.97E-09
2009,fin,def_structures,-9.97E-09
2005,fin,def_structures,-9.97E-09
2006,fin,def_structures,-9.97E-09
2012,fin,def_structures,-9.99E-09
2014,fin,def_structures,-9.99E-09
2013,fin,def_structures,-9.99E-09
1999,fin,def_structures,-9.97E-09
2002,fin,def_structures,-9.99E-09
2017,fin,def_structures,-9.99E-09
2016,fin,def_structures,-9.97E-09
2015,fin,def_structures,-9.97E-09
1998,fin,def_structures,-9.97E-09
2004,fin,def_structures,-9.97E-09
2000,fin,def_structures,-9.99E-09
1997,fin,def_structures,-9.97E-09
2007,fin,def_structures,-9.97E-09
2010,fin,def_structures,-9.97E-09
2003,fin,def_structures,-9.99E-09
2011,fin,def_structures,-9.97E-09
2001,fin,def_structures,-9.99E-09
2008,tsv,def_structures,-9.97E-09
2009,tsv,def_structures,-9.97E-09
2005,tsv,def_structures,-9.97E-09
2006,tsv,def_structures,-9.97E-09
2012,tsv,def_structures,-9.99E-09
2014,tsv,def_structures,-9.99E-09
2013,tsv,def_structures,-9.99E-09
1999,tsv,def_structures,-9.97E-09
2002,tsv,def_structures,-9.99E-09
2017,tsv,def_structures,-9.99E-09
2016,tsv,def_structures,-9.97E-09
2015,tsv,def_structures,-9.97E-09
1998,tsv,def_structures,-9.97E-09
2004,tsv,def_structures,-9.97E-09
2000,tsv,def_structures,-9.99E-09
1997,tsv,def_structures,-9.97E-09
2007,tsv,def_structures,-9.97E-09
2010,tsv,def_structures,-9.97E-09
2003,tsv,def_structures,-9.99E-09
2011,tsv,def_structures,-9.97E-09
2001,tsv,def_structures,-9.99E-09
2008,nrs,def_structures,-9.97E-09
2009,nrs,def_structures,-9.97E-09
2005,nrs,def_structures,-9.97E-09
2006,nrs,def_structures,-9.97E-09
2012,nrs,def_structures,-9.99E-09
2014,nrs,def_structures,-9.99E-09
2013,nrs,def_structures,-9.99E-09
1999,nrs,def_structures,-9.97E-09
2002,nrs,def_structures,-9.99E-09
2017,nrs,def_structures,-9.99E-09
2016,nrs,def_structures,-9.97E-09
2015,nrs,def_structures,-9.97E-09
1998,nrs,def_structures,-9.97E-09
2004,nrs,def_structures,-9.97E-09
2000,nrs,def_structures,-9.99E-09
1997,nrs,def_structures,-9.97E-09
2007,nrs,def_structures,-9.97E-09
2010,nrs,def_structures,-9.97E-09
2003,nrs,def_structures,-9.99E-09
2011,nrs,def_structures,-9.97E-09
2001,nrs,def_structures,-9.99E-09
2008,sec,def_structures,-9.97E-09
2009,sec,def_structures,-9.97E-09
2005,sec,def_structures,-9.97E-09
2006,sec,def_structures,-9.97E-09
2012,sec,def_structures,-9.99E-09
2014,sec,def_structures,-9.99E-09
2013,sec,def_structures,-9.99E-09
1999,sec,def_structures,-9.97E-09
2002,sec,def_structures,-9.99E-09
2017,sec,def_structures,-9.99E-09
2016,sec,def_structures,-9.97E-09
2015,sec,def_structures,-9.97E-09
1998,sec,def_structures,-9.97E-09
2004,sec,def_structures,-9.97E-09
2000,sec,def_structures,-9.99E-09
1997,sec,def_structures,-9.97E-09
2007,sec,def_structures,-9.97E-09
2010,sec,def_structures,-9.97E-09
2003,sec,def_structures,-9.99E-09
2011,sec,def_structures,-9.97E-09
2001,sec,def_structures,-9.99E-09
2008,art,def_structures,-9.97E-09
2009,art,def_structures,-9.97E-09
2005,art,def_structures,-9.97E-09
2006,art,def_structures,-9.97E-09
2012,art,def_structures,-9.99E-09
2014,art,def_structures,-9.99E-09
2013,art,def_structures,-9.99E-09
1999,art,def_structures,-9.97E-09
2002,art,def_structures,-9.99E-09
2017,art,def_structures,-9.99E-09
2016,art,def_structures,-9.97E-09
2015,art,def_structures,-9.97E-09
1998,art,def_structures,-9.97E-09
2004,art,def_structures,-9.97E-09
2000,art,def_structures,-9.99E-09
1997,art,def_structures,-9.97E-09
2007,art,def_structures,-9.97E-09
2010,art,def_structures,-9.97E-09
2003,art,def_structures,-9.99E-09
2011,art,def_structures,-9.97E-09
2001,art,def_structures,-9.99E-09
2008,mov,def_structures,-9.97E-09
2009,mov,def_structures,-9.97E-09
2005,mov,def_structures,-9.97E-09
2006,mov,def_structures,-9.97E-09
2012,mov,def_structures,-9.99E-09
2014,mov,def_structures,-9.99E-09
2013,mov,def_structures,-9.99E-09
1999,mov,def_structures,-9.97E-09
2002,mov,def_structures,-9.99E-09
2017,mov,def_structures,-9.99E-09
2016,mov,def_structures,-9.97E-09
2015,mov,def_structures,-9.97E-09
1998,mov,def_structures,-9.97E-09
2004,mov,def_structures,-9.97E-09
2000,mov,def_structures,-9.99E-09
1997,mov,def_structures,-9.97E-09
2007,mov,def_structures,-9.97E-09
2010,mov,def_structures,-9.97E-09
2003,mov,def_structures,-9.99E-09
2011,mov,def_structures,-9.97E-09
2001,mov,def_structures,-9.99E-09
2008,fpd,def_structures,-9.97E-09
2009,fpd,def_structures,-9.97E-09
2005,fpd,def_structures,-9.97E-09
2006,fpd,def_structures,-9.97E-09
2012,fpd,def_structures,-9.99E-09
2014,fpd,def_structures,-9.99E-09
2013,fpd,def_structures,-9.99E-09
1999,fpd,def_structures,-9.97E-09
2002,fpd,def_structures,-9.99E-09
2017,fpd,def_structures,-9.99E-09
2016,fpd,def_structures,-9.97E-09
2015,fpd,def_structures,-9.97E-09
1998,fpd,def_structures,-9.97E-09
2004,fpd,def_structures,-9.97E-09
2000,fpd,def_structures,-9.99E-09
1997,fpd,def_structures,-9.97E-09
2007,fpd,def_structures,-9.97E-09
2010,fpd,def_structures,-9.97E-09
2003,fpd,def_structures,-9.99E-09
2011,fpd,def_structures,-9.97E-09
2001,fpd,def_structures,-9.99E-09
2008,slg,def_structures,-9.97E-09
2009,slg,def_structures,-9.97E-09
2005,slg,def_structures,-9.97E-09
2006,slg,def_structures,-9.97E-09
2012,slg,def_structures,-9.99E-09
2014,slg,def_structures,-9.99E-09
2013,slg,def_structures,-9.99E-09
1999,slg,def_structures,-9.97E-09
2002,slg,def_structures,-9.99E-09
2017,slg,def_structures,-9.99E-09
2016,slg,def_structures,-9.97E-09
2015,slg,def_structures,-9.97E-09
1998,slg,def_structures,-9.97E-09
2004,slg,def_structures,-9.97E-09
2000,slg,def_structures,-9.99E-09
1997,slg,def_structures,-9.97E-09
2007,slg,def_structures,-9.97E-09
2010,slg,def_structures,-9.97E-09
2003,slg,def_structures,-9.99E-09
2011,slg,def_structures,-9.97E-09
2001,slg,def_structures,-9.99E-09
2008,pri,def_structures,-9.97E-09
2009,pri,def_structures,-9.97E-09
2005,pri,def_structures,-9.97E-09
2006,pri,def_structures,-9.97E-09
2012,pri,def_structures,-9.99E-09
2014,pri,def_structures,-9.99E-09
2013,pri,def_structures,-9.99E-09
1999,pri,def_structures,-9.97E-09
2002,pri,def_structures,-9.99E-09
2017,pri,def_structures,-9.99E-09
2016,pri,def_structures,-9.97E-09
2015,pri,def_structures,-9.97E-09
1998,pri,def_structures,-9.97E-09
2004,pri,def_structures,-9.97E-09
2000,pri,def_structures,-9.99E-09
1997,pri,def_structures,-9.97E-09
2007,pri,def_structures,-9.97E-09
2010,pri,def_structures,-9.97E-09
2003,pri,def_structures,-9.99E-09
2011,pri,def_structures,-9.97E-09
2001,pri,def_structures,-9.99E-09
2008,grd,def_structures,-9.97E-09
2009,grd,def_structures,-9.97E-09
2005,grd,def_structures,-9.97E-09
2006,grd,def_structures,-9.97E-09
2012,grd,def_structures,-9.99E-09
2014,grd,def_structures,-9.99E-09
2013,grd,def_structures,-9.99E-09
1999,grd,def_structures,-9.97E-09
2002,grd,def_structures,-9.99E-09
2017,grd,def_structures,-9.99E-09
2016,grd,def_structures,-9.97E-09
2015,grd,def_structures,-9.97E-09
1998,grd,def_structures,-9.97E-09
2004,grd,def_structures,-9.97E-09
2000,grd,def_structures,-9.99E-09
1997,grd,def_structures,-9.97E-09
2007,grd,def_structures,-9.97E-09
2010,grd,def_structures,-9.97E-09
2003,grd,def_structures,-9.99E-09
2011,grd,def_structures,-9.97E-09
2001,grd,def_structures,-9.99E-09
2008,pip,def_structures,-9.97E-09
2009,pip,def_structures,-9.97E-09
2005,pip,def_structures,-9.97E-09
2006,pip,def_structures,-9.97E-09
2012,pip,def_structures,-9.99E-09
2014,pip,def_structures,-9.99E-09
2013,pip,def_structures,-9.99E-09
1999,pip,def_structures,-9.97E-09
2002,pip,def_structures,-9.99E-09
2017,pip,def_structures,-9.99E-09
2016,pip,def_structures,-9.97E-09
2015,pip,def_structures,-9.97E-09
1998,pip,def_structures,-9.97E-09
2004,pip,def_structures,-9.97E-09
2000,pip,def_structures,-9.99E-09
1997,pip,def_structures,-9.97E-09
2007,pip,def_structures,-9.97E-09
2010,pip,def_structures,-9.97E-09
2003,pip,def_structures,-9.99E-09
2011,pip,def_structures,-9.97E-09
2001,pip,def_structures,-9.99E-09
2008,sle,def_structures,-9.97E-09
2009,sle,def_structures,-9.97E-09
2005,sle,def_structures,-9.97E-09
2006,sle,def_structures,-9.97E-09
2012,sle,def_structures,-9.99E-09
2014,sle,def_structures,-9.99E-09
2013,sle,def_structures,-9.99E-09
1999,sle,def_structures,-9.97E-09
2002,sle,def_structures,-9.99E-09
2017,sle,def_structures,-9.99E-09
2016,sle,def_structures,-9.97E-09
2015,sle,def_structures,-9.97E-09
1998,sle,def_structures,-9.97E-09
2004,sle,def_structures,-9.97E-09
2000,sle,def_structures,-9.99E-09
1997,sle,def_structures,-9.97E-09
2007,sle,def_structures,-9.97E-09
2010,sle,def_structures,-9.97E-09
2003,sle,def_structures,-9.99E-09
2011,sle,def_structures,-9.97E-09
2001,sle,def_structures,-9.99E-09
2008,osv,def_structures,-9.97E-09
2009,osv,def_structures,-9.97E-09
2005,osv,def_structures,-9.97E-09
2006,osv,def_structures,-9.97E-09
2012,osv,def_structures,-9.99E-09
2014,osv,def_structures,-9.99E-09
2013,osv,def_structures,-9.99E-09
1999,osv,def_structures,-9.97E-09
2002,osv,def_structures,-9.99E-09
2017,osv,def_structures,-9.99E-09
2016,osv,def_structures,-9.97E-09
2015,osv,def_structures,-9.97E-09
1998,osv,def_structures,-9.97E-09
2004,osv,def_structures,-9.97E-09
2000,osv,def_structures,-9.99E-09
1997,osv,def_structures,-9.97E-09
2007,osv,def_structures,-9.97E-09
2010,osv,def_structures,-9.97E-09
2003,osv,def_structures,-9.99E-09
2011,osv,def_structures,-9.97E-09
2001,osv,def_structures,-9.99E-09
2008,trn,def_structures,-9.97E-09
2009,trn,def_structures,-9.97E-09
2005,trn,def_structures,-9.97E-09
2006,trn,def_structures,-9.97E-09
2012,trn,def_structures,-9.99E-09
2014,trn,def_structures,-9.99E-09
2013,trn,def_structures,-9.99E-09
1999,trn,def_structures,-9.97E-09
2002,trn,def_structures,-9.99E-09
2017,trn,def_structures,-9.99E-09
2016,trn,def_structures,-9.97E-09
2015,trn,def_structures,-9.97E-09
1998,trn,def_structures,-9.97E-09
2004,trn,def_structures,-9.97E-09
2000,trn,def_structures,-9.99E-09
1997,trn,def_structures,-9.97E-09
2007,trn,def_structures,-9.97E-09
2010,trn,def_structures,-9.97E-09
2003,trn,def_structures,-9.99E-09
2011,trn,def_structures,-9.97E-09
2001,trn,def_structures,-9.99E-09
2008,smn,def_structures,-9.97E-09
2009,smn,def_structures,-9.97E-09
2005,smn,def_structures,-9.97E-09
2006,smn,def_structures,-9.97E-09
2012,smn,def_structures,-9.99E-09
2014,smn,def_structures,-9.99E-09
2013,smn,def_structures,-9.99E-09
1999,smn,def_structures,-9.97E-09
2002,smn,def_structures,-9.99E-09
2017,smn,def_structures,-9.99E-09
2016,smn,def_structures,-9.97E-09
2015,smn,def_structures,-9.97E-09
1998,smn,def_structures,-9.97E-09
2004,smn,def_structures,-9.97E-09
2000,smn,def_structures,-9.99E-09
1997,smn,def_structures,-9.97E-09
2007,smn,def_structures,-9.97E-09
2010,smn,def_structures,-9.97E-09
2003,smn,def_structures,-9.99E-09
2011,smn,def_structures,-9.97E-09
2001,smn,def_structures,-9.99E-09
2008,fmt,def_structures,-9.97E-09
2009,fmt,def_structures,-9.97E-09
2005,fmt,def_structures,-9.97E-09
2006,fmt,def_structures,-9.97E-09
2012,fmt,def_structures,-9.99E-09
2014,fmt,def_structures,-9.99E-09
2013,fmt,def_structures,-9.99E-09
1999,fmt,def_structures,-9.97E-09
2002,fmt,def_structures,-9.99E-09
2017,fmt,def_structures,-9.99E-09
2016,fmt,def_structures,-9.97E-09
2015,fmt,def_structures,-9.97E-09
1998,fmt,def_structures,-9.97E-09
2004,fmt,def_structures,-9.97E-09
2000,fmt,def_structures,-9.99E-09
1997,fmt,def_structures,-9.97E-09
2007,fmt,def_structures,-9.97E-09
2010,fmt,def_structures,-9.97E-09
2003,fmt,def_structures,-9.99E-09
2011,fmt,def_structures,-9.97E-09
2001,fmt,def_structures,-9.99E-09
2008,pet,def_structures,-9.97E-09
2009,pet,def_structures,-9.97E-09
2005,pet,def_structures,-9.97E-09
2006,pet,def_structures,-9.97E-09
2012,pet,def_structures,-9.99E-09
2014,pet,def_structures,-9.99E-09
2013,pet,def_structures,-9.99E-09
1999,pet,def_structures,-9.97E-09
2002,pet,def_structures,-9.99E-09
2017,pet,def_structures,-9.99E-09
2016,pet,def_structures,-9.97E-09
2015,pet,def_structures,-9.97E-09
1998,pet,def_structures,-9.97E-09
2004,pet,def_structures,-9.97E-09
2000,pet,def_structures,-9.99E-09
1997,pet,def_structures,-9.97E-09
2007,pet,def_structures,-9.97E-09
2010,pet,def_structures,-9.97E-09
2003,pet,def_structures,-9.99E-09
2011,pet,def_structures,-9.97E-09
2001,pet,def_structures,-9.99E-09
2008,mvt,def_structures,0.00E+00
2009,mvt,def_structures,0.00E+00
2005,mvt,def_structures,0.00E+00
2006,mvt,def_structures,0.00E+00
2012,mvt,def_structures,0.00E+00
2014,mvt,def_structures,0.00E+00
2013,mvt,def_structures,0.00E+00
1999,mvt,def_structures,0.00E+00
2002,mvt,def_structures,0.00E+00
