yr,m,i,Value
2011,trn,air,8.14E-13
2011,trn,mmf,15.12231213
2011,trn,otr,8.15E-13
2011,trn,min,34.16159394
2011,trd,ppd,38.69080993
2011,trd,res,8.11E-13
2011,trd,com,8.11E-13
2011,trd,amb,8.10E-13
2011,trd,fbp,357.6672355
2011,trd,rec,8.13E-13
2011,trd,con,8.11E-13
2011,trd,agr,73.16607396
2011,trd,eec,72.87539642
2011,trd,fnd,8.11E-13
2011,trd,pub,69.51128183
2011,trd,hou,8.10E-13
2011,trd,ins,8.11E-13
2011,trd,tex,51.58701071
2011,trd,leg,8.07E-13
2011,trd,fen,8.06E-13
2011,trd,uti,8.09E-13
2011,trd,nmp,29.40354195
2011,trd,brd,8.08E-13
2011,trd,bnk,8.09E-13
2011,trd,ore,8.09E-13
2011,trd,edu,8.10E-13
2011,trd,ote,19.48250913
2011,trd,man,8.08E-13
2011,trd,mch,134.658951
2011,trd,dat,8.08E-13
2011,trd,amd,8.12E-13
2011,trd,oil,11.13951289
2011,trd,hos,8.10E-13
2011,trd,rnt,8.05E-13
2011,trd,pla,74.16616819
2011,trd,fof,9.80596482
2011,trd,fin,8.13E-13
2011,trd,tsv,8.09E-13
2011,trd,nrs,8.12E-13
2011,trd,sec,8.08E-13
2011,trd,art,8.08E-13
2011,trd,mov,8.646942995
2011,trd,fpd,62.12924337
2011,trd,slg,8.10E-13
2011,trd,pri,12.37690998
2011,trd,grd,8.13E-13
2011,trd,pip,7.88E-13
2011,trd,sle,8.10E-13
2011,trd,osv,8.10E-13
2011,trd,trn,8.08E-13
2011,trd,smn,8.12E-13
2011,trd,fmt,79.2573564
2011,trd,pet,125.2321871
2011,trd,cep,182.0627419
2011,trd,wst,8.10E-13
2011,trd,mot,132.078146
2011,trd,adm,8.09E-13
2011,trd,soc,8.12E-13
2011,trd,alt,191.8738414
2011,trd,pmt,34.00435579
2011,trd,trk,8.05E-13
2011,trd,fdd,8.10E-13
2011,trd,wtt,7.99E-13
2011,trd,wpd,22.23233627
2011,trd,wht,8.10E-13
2011,trd,wrh,8.08E-13
2011,trd,ott,8.07E-13
2011,trd,che,330.5337366
2011,trd,air,8.08E-13
2011,trd,mmf,166.5802388
2011,trd,otr,8.08E-13
2011,trd,min,5.13119287
2010,trn,ppd,10.76069149
2010,trn,res,4.24E-13
2010,trn,com,4.24E-13
2010,trn,amb,4.23E-13
2010,trn,fbp,23.46108572
2010,trn,rec,4.25E-13
2010,trn,con,4.24E-13
2010,trn,agr,41.56109302
2010,trn,eec,5.106511763
2010,trn,fnd,4.24E-13
2010,trn,pub,3.72696984
2010,trn,hou,4.23E-13
2010,trn,ins,4.24E-13
2010,trn,tex,3.414873297
2010,trn,leg,4.22E-13
2010,trn,fen,4.22E-13
2010,trn,uti,4.22E-13
2010,trn,nmp,14.2361754
2010,trn,brd,4.22E-13
2010,trn,bnk,4.23E-13
2010,trn,ore,4.23E-13
2010,trn,edu,4.23E-13
2010,trn,ote,1.988386662
2010,trn,man,4.22E-13
2010,trn,mch,12.21148563
2010,trn,dat,4.23E-13
2010,trn,amd,4.24E-13
2010,trn,oil,36.73550267
2010,trn,hos,4.23E-13
2010,trn,rnt,4.21E-13
2010,trn,pla,4.072581402
2010,trn,fof,3.035964786
2010,trn,fin,4.25E-13
2010,trn,tsv,4.23E-13
2010,trn,nrs,4.25E-13
2010,trn,sec,4.23E-13
2010,trn,art,4.23E-13
2010,trn,mov,0.147597936
2010,trn,fpd,11.31823352
2010,trn,slg,4.23E-13
2010,trn,pri,2.977792401
2010,trn,grd,4.26E-13
2010,trn,pip,4.05E-13
2010,trn,sle,4.24E-13
2010,trn,osv,4.23E-13
2010,trn,trn,4.22E-13
2010,trn,smn,4.25E-13
2010,trn,fmt,9.52232916
2010,trn,pet,20.87877281
2010,trn,cep,8.49519342
2010,trn,wst,4.24E-13
2010,trn,mot,8.821161346
2010,trn,adm,4.23E-13
2010,trn,soc,4.25E-13
2010,trn,alt,6.766972958
2010,trn,pmt,11.57369966
2010,trn,trk,4.20E-13
2010,trn,fdd,4.24E-13
2010,trn,wtt,4.16E-13
2010,trn,wpd,5.058414634
2010,trn,wht,4.23E-13
2010,trn,wrh,4.22E-13
2010,trn,ott,4.22E-13
2010,trn,che,27.67079872
2010,trn,air,4.23E-13
2010,trn,mmf,13.83911407
2010,trn,otr,4.23E-13
2010,trn,min,29.64543226
2010,trd,ppd,36.71427055
2010,trd,res,4.19E-13
2010,trd,com,4.19E-13
2010,trd,amb,4.18E-13
2010,trd,fbp,343.8144247
2010,trd,rec,4.20E-13
2010,trd,con,4.19E-13
2010,trd,agr,67.61055666
2010,trd,eec,67.67278898
2010,trd,fnd,4.19E-13
2010,trd,pub,62.21069262
2010,trd,hou,4.18E-13
2010,trd,ins,4.19E-13
2010,trd,tex,49.40791443
2010,trd,leg,4.17E-13
2010,trd,fen,4.17E-13
2010,trd,uti,4.17E-13
2010,trd,nmp,27.72536409
2010,trd,brd,4.17E-13
2010,trd,bnk,4.17E-13
2010,trd,ore,4.18E-13
2010,trd,edu,4.18E-13
2010,trd,ote,17.76618045
2010,trd,man,4.17E-13
2010,trd,mch,117.1247823
2010,trd,dat,4.18E-13
2010,trd,amd,4.19E-13
2010,trd,oil,8.518514615
2010,trd,hos,4.18E-13
2010,trd,rnt,4.16E-13
2010,trd,pla,68.87284055
2010,trd,fof,7.828452113
2010,trd,fin,4.20E-13
2010,trd,tsv,4.17E-13
2010,trd,nrs,4.20E-13
2010,trd,sec,4.18E-13
2010,trd,art,4.18E-13
2010,trd,mov,8.216068663
2010,trd,fpd,54.98260392
2010,trd,slg,4.18E-13
2010,trd,pri,11.28763879
2010,trd,grd,4.21E-13
2010,trd,pip,4.00E-13
2010,trd,sle,4.19E-13
2010,trd,osv,4.18E-13
2010,trd,trn,4.17E-13
2010,trd,smn,4.20E-13
2010,trd,fmt,70.72566225
2010,trd,pet,108.003048
2010,trd,cep,167.6404887
2010,trd,wst,4.19E-13
2010,trd,mot,123.4785714
2010,trd,adm,4.18E-13
2010,trd,soc,4.20E-13
2010,trd,alt,185.6335644
2010,trd,pmt,27.16761116
2010,trd,trk,4.15E-13
2010,trd,fdd,4.19E-13
2010,trd,wtt,4.11E-13
2010,trd,wpd,21.67706954
2010,trd,wht,4.18E-13
2010,trd,wrh,4.17E-13
2010,trd,ott,4.17E-13
2010,trd,che,309.5913425
2010,trd,air,4.18E-13
2010,trd,mmf,154.013803
2010,trd,otr,4.18E-13
2010,trd,min,4.457427621
2009,trn,ppd,9.602496337
2009,trn,res,9.55E-13
2009,trn,com,9.56E-13
2009,trn,amb,9.54E-13
2009,trn,fbp,21.55531023
2009,trn,rec,9.57E-13
2009,trn,con,9.56E-13
2009,trn,agr,39.8463343
2009,trn,eec,5.295381493
2009,trn,fnd,9.55E-13
2009,trn,pub,3.901806464
2009,trn,hou,9.54E-13
2009,trn,ins,9.58E-13
2009,trn,tex,2.916794181
2009,trn,leg,9.51E-13
2009,trn,fen,9.49E-13
2009,trn,uti,9.52E-13
2009,trn,nmp,15.20836894
2009,trn,brd,9.52E-13
2009,trn,bnk,9.54E-13
2009,trn,ore,9.54E-13
2009,trn,edu,9.54E-13
2009,trn,ote,2.347895026
2009,trn,man,9.53E-13
2009,trn,mch,8.718068201
2009,trn,dat,9.52E-13
2009,trn,amd,9.56E-13
2009,trn,oil,29.66579909
2009,trn,hos,9.54E-13
2009,trn,rnt,9.48E-13
2009,trn,pla,4.130471521
2009,trn,fof,2.732631644
2009,trn,fin,9.56E-13
2009,trn,tsv,9.52E-13
2009,trn,nrs,9.57E-13
2009,trn,sec,9.53E-13
2009,trn,art,9.53E-13
2009,trn,mov,0.196817935
2009,trn,fpd,11.77311053
2009,trn,slg,9.54E-13
2009,trn,pri,2.801499588
2009,trn,grd,9.57E-13
2009,trn,pip,9.33E-13
2009,trn,sle,9.55E-13
2009,trn,osv,9.53E-13
2009,trn,trn,9.52E-13
2009,trn,smn,9.58E-13
2009,trn,fmt,7.214686919
2009,trn,pet,17.74661895
2009,trn,cep,7.090418261
2009,trn,wst,9.54E-13
2009,trn,mot,7.121766044
2009,trn,adm,9.54E-13
2009,trn,soc,9.57E-13
2009,trn,alt,5.719985978
2009,trn,pmt,7.289159278
2009,trn,trk,9.47E-13
2009,trn,fdd,9.55E-13
2009,trn,wtt,9.45E-13
2009,trn,wpd,4.51876723
2009,trn,wht,9.53E-13
2009,trn,wrh,9.52E-13
2009,trn,ott,9.51E-13
2009,trn,che,25.36884798
2009,trn,air,9.53E-13
2009,trn,mmf,14.21098073
2009,trn,otr,9.54E-13
2009,trn,min,26.42332233
2009,trd,ppd,34.00556094
2009,trd,res,9.45E-13
2009,trd,com,9.46E-13
2009,trd,amb,9.44E-13
2009,trd,fbp,320.4337616
2009,trd,rec,9.47E-13
2009,trd,con,9.47E-13
2009,trd,agr,59.26996389
2009,trd,eec,57.20450007
2009,trd,fnd,9.46E-13
2009,trd,pub,52.44545099
2009,trd,hou,9.44E-13
2009,trd,ins,9.48E-13
2009,trd,tex,46.80339933
2009,trd,leg,9.41E-13
2009,trd,fen,9.39E-13
2009,trd,uti,9.43E-13
2009,trd,nmp,25.89757509
2009,trd,brd,9.42E-13
2009,trd,bnk,9.44E-13
2009,trd,ore,9.44E-13
2009,trd,edu,9.44E-13
2009,trd,ote,11.82508262
2009,trd,man,9.43E-13
2009,trd,mch,94.26813048
2009,trd,dat,9.42E-13
2009,trd,amd,9.46E-13
2009,trd,oil,7.49278537
2009,trd,hos,9.44E-13
2009,trd,rnt,9.39E-13
2009,trd,pla,61.90613184
2009,trd,fof,5.581143942
2009,trd,fin,9.46E-13
2009,trd,tsv,9.42E-13
2009,trd,nrs,9.47E-13
2009,trd,sec,9.44E-13
2009,trd,art,9.43E-13
2009,trd,mov,7.345659303
2009,trd,fpd,44.39336159
2009,trd,slg,9.44E-13
2009,trd,pri,10.87213417
2009,trd,grd,9.47E-13
2009,trd,pip,9.23E-13
2009,trd,sle,9.45E-13
2009,trd,osv,9.44E-13
2009,trd,trn,9.42E-13
2009,trd,smn,9.48E-13
2009,trd,fmt,64.10035383
2009,trd,pet,98.25845144
2009,trd,cep,139.3555414
2009,trd,wst,9.44E-13
2009,trd,mot,79.42585015
2009,trd,adm,9.44E-13
2009,trd,soc,9.48E-13
2009,trd,alt,176.3078171
2009,trd,pmt,20.05043065
2009,trd,trk,9.37E-13
2009,trd,fdd,9.45E-13
2009,trd,wtt,9.36E-13
2009,trd,wpd,20.26109867
2009,trd,wht,9.43E-13
2009,trd,wrh,9.42E-13
2009,trd,ott,9.41E-13
2009,trd,che,287.2093215
2009,trd,air,9.43E-13
2009,trd,mmf,134.7550337
2009,trd,otr,9.44E-13
2009,trd,min,3.920701777
2008,trn,ppd,12.27257776
2008,trn,res,2.24E-12
2008,trn,com,2.24E-12
2008,trn,amb,2.24E-12
2008,trn,fbp,24.44516992
2008,trn,rec,2.25E-12
2008,trn,con,2.24E-12
2008,trn,agr,40.67978185
2008,trn,eec,7.362993897
2008,trn,fnd,2.24E-12
2008,trn,pub,5.047054911
2008,trn,hou,2.24E-12
2008,trn,ins,2.24E-12
2008,trn,tex,3.972214857
2008,trn,leg,2.23E-12
2008,trn,fen,2.23E-12
2008,trn,uti,2.23E-12
2008,trn,nmp,18.66289675
2008,trn,brd,2.23E-12
2008,trn,bnk,2.23E-12
2008,trn,ore,2.23E-12
2008,trn,edu,2.24E-12
2008,trn,ote,4.009750578
2008,trn,man,2.23E-12
2008,trn,mch,10.84145855
2008,trn,dat,2.23E-12
2008,trn,amd,2.24E-12
2008,trn,oil,35.8263491
2008,trn,hos,2.24E-12
2008,trn,rnt,2.22E-12
2008,trn,pla,5.098731322
2008,trn,fof,3.018664973
2008,trn,fin,2.24E-12
2008,trn,tsv,2.24E-12
2008,trn,nrs,2.24E-12
2008,trn,sec,2.23E-12
2008,trn,art,2.23E-12
2008,trn,mov,0.280794673
2008,trn,fpd,15.70605379
2008,trn,slg,2.24E-12
2008,trn,pri,3.623117339
2008,trn,grd,2.24E-12
2008,trn,pip,2.20E-12
2008,trn,sle,2.24E-12
2008,trn,osv,2.24E-12
2008,trn,trn,2.23E-12
2008,trn,smn,2.25E-12
2008,trn,fmt,9.092858235
2008,trn,pet,19.44850615
2008,trn,cep,9.974723923
2008,trn,wst,2.23E-12
2008,trn,mot,12.43365272
2008,trn,adm,2.23E-12
2008,trn,soc,2.24E-12
2008,trn,alt,7.328655808
2008,trn,pmt,12.62227603
2008,trn,trk,2.22E-12
2008,trn,fdd,2.24E-12
2008,trn,wtt,2.21E-12
2008,trn,wpd,6.889034526
2008,trn,wht,2.23E-12
2008,trn,wrh,2.23E-12
2008,trn,ott,2.23E-12
2008,trn,che,29.9255075
2008,trn,air,2.23E-12
2008,trn,mmf,18.24041681
2008,trn,otr,2.23E-12
2008,trn,min,31.60297298
2008,trd,ppd,34.90378111
2008,trd,res,2.22E-12
2008,trd,com,2.22E-12
2008,trd,amb,2.22E-12
2008,trd,fbp,326.4456881
2008,trd,rec,2.23E-12
2008,trd,con,2.22E-12
2008,trd,agr,63.40347841
2008,trd,eec,65.25213983
2008,trd,fnd,2.22E-12
2008,trd,pub,54.19397813
2008,trd,hou,2.22E-12
2008,trd,ins,2.22E-12
2008,trd,tex,52.31909512
2008,trd,leg,2.21E-12
2008,trd,fen,2.21E-12
2008,trd,uti,2.21E-12
2008,trd,nmp,31.80484449
2008,trd,brd,2.21E-12
2008,trd,bnk,2.21E-12
2008,trd,ore,2.21E-12
2008,trd,edu,2.22E-12
2008,trd,ote,16.47732452
2008,trd,man,2.21E-12
2008,trd,mch,111.6812864
2008,trd,dat,2.21E-12
2008,trd,amd,2.22E-12
2008,trd,oil,10.36517147
2008,trd,hos,2.22E-12
2008,trd,rnt,2.20E-12
2008,trd,pla,68.14560139
2008,trd,fof,6.984535154
2008,trd,fin,2.23E-12
2008,trd,tsv,2.22E-12
2008,trd,nrs,2.22E-12
2008,trd,sec,2.21E-12
2008,trd,art,2.21E-12
2008,trd,mov,8.3757335
2008,trd,fpd,56.17973908
2008,trd,slg,2.22E-12
2008,trd,pri,11.32094548
2008,trd,grd,2.22E-12
2008,trd,pip,2.18E-12
2008,trd,sle,2.22E-12
2008,trd,osv,2.22E-12
2008,trd,trn,2.21E-12
2008,trd,smn,2.23E-12
2008,trd,fmt,76.46876764
2008,trd,pet,127.2762878
2008,trd,cep,151.5624572
2008,trd,wst,2.21E-12
2008,trd,mot,107.7429924
2008,trd,adm,2.21E-12
2008,trd,soc,2.22E-12
2008,trd,alt,178.9101326
2008,trd,pmt,34.07983561
2008,trd,trk,2.20E-12
2008,trd,fdd,2.22E-12
2008,trd,wtt,2.19E-12
2008,trd,wpd,24.03166686
2008,trd,wht,2.21E-12
2008,trd,wrh,2.21E-12
2008,trd,ott,2.21E-12
2008,trd,che,285.8680429
2008,trd,air,2.21E-12
2008,trd,mmf,150.3781382
2008,trd,otr,2.21E-12
2008,trd,min,5.137432626
2007,trn,ppd,11.2181191
2007,trn,res,1.38E-12
2007,trn,com,1.38E-12
2007,trn,amb,1.38E-12
2007,trn,fbp,22.84352088
2007,trn,rec,1.38E-12
2007,trn,con,1.38E-12
2007,trn,agr,36.05060685
2007,trn,eec,6.701872321
2007,trn,fnd,1.38E-12
2007,trn,pub,4.743602885
2007,trn,hou,1.38E-12
2007,trn,ins,1.38E-12
2007,trn,tex,3.803615355
2007,trn,leg,1.37E-12
2007,trn,fen,1.37E-12
2007,trn,uti,1.37E-12
2007,trn,nmp,21.14449668
2007,trn,brd,1.37E-12
2007,trn,bnk,1.37E-12
2007,trn,ore,1.37E-12
2007,trn,edu,1.38E-12
2007,trn,ote,3.559591731
2007,trn,man,1.37E-12
2007,trn,mch,10.60765899
2007,trn,dat,1.37E-12
2007,trn,amd,1.38E-12
2007,trn,oil,28.06107649
2007,trn,hos,1.38E-12
2007,trn,rnt,1.37E-12
2007,trn,pla,5.326804428
2007,trn,fof,2.924371954
2007,trn,fin,1.38E-12
2007,trn,tsv,1.37E-12
2007,trn,nrs,1.38E-12
2007,trn,sec,1.37E-12
2007,trn,art,1.37E-12
2007,trn,mov,0.284801044
2007,trn,fpd,15.21924326
2007,trn,slg,1.38E-12
2007,trn,pri,3.370330571
2007,trn,grd,1.38E-12
2007,trn,pip,1.35E-12
2007,trn,sle,1.38E-12
2007,trn,osv,1.38E-12
2007,trn,trn,1.37E-12
2007,trn,smn,1.38E-12
2007,trn,fmt,8.549357228
2007,trn,pet,18.25963581
2007,trn,cep,10.14375955
2007,trn,wst,1.37E-12
2007,trn,mot,13.88066149
2007,trn,adm,1.37E-12
2007,trn,soc,1.38E-12
2007,trn,alt,6.659212752
2007,trn,pmt,11.38240281
2007,trn,trk,1.36E-12
2007,trn,fdd,1.38E-12
2007,trn,wtt,1.36E-12
2007,trn,wpd,7.645388207
2007,trn,wht,1.37E-12
2007,trn,wrh,1.37E-12
2007,trn,ott,1.37E-12
2007,trn,che,28.45728271
2007,trn,air,1.37E-12
2007,trn,mmf,17.35258531
2007,trn,otr,1.37E-12
2007,trn,min,27.28780537
2007,trd,ppd,34.77478132
2007,trd,res,1.36E-12
2007,trd,com,1.36E-12
2007,trd,amb,1.36E-12
2007,trd,fbp,316.6925807
2007,trd,rec,1.37E-12
2007,trd,con,1.36E-12
2007,trd,agr,62.3339027
2007,trd,eec,67.57741852
2007,trd,fnd,1.36E-12
2007,trd,pub,49.37639928
2007,trd,hou,1.36E-12
2007,trd,ins,1.36E-12
2007,trd,tex,55.50761151
2007,trd,leg,1.35E-12
2007,trd,fen,1.35E-12
2007,trd,uti,1.36E-12
2007,trd,nmp,37.02338927
2007,trd,brd,1.36E-12
2007,trd,bnk,1.36E-12
2007,trd,ore,1.36E-12
2007,trd,edu,1.36E-12
2007,trd,ote,18.36835417
2007,trd,man,1.36E-12
2007,trd,mch,105.7428382
2007,trd,dat,1.36E-12
2007,trd,amd,1.36E-12
2007,trd,oil,8.121491689
2007,trd,hos,1.36E-12
2007,trd,rnt,1.35E-12
2007,trd,pla,66.76912762
2007,trd,fof,7.170528843
2007,trd,fin,1.36E-12
2007,trd,tsv,1.36E-12
2007,trd,nrs,1.36E-12
2007,trd,sec,1.36E-12
2007,trd,art,1.36E-12
2007,trd,mov,8.850251332
2007,trd,fpd,60.93763401
2007,trd,slg,1.36E-12
2007,trd,pri,10.33405418
2007,trd,grd,1.37E-12
2007,trd,pip,1.34E-12
2007,trd,sle,1.36E-12
2007,trd,osv,1.36E-12
2007,trd,trn,1.36E-12
2007,trd,smn,1.37E-12
2007,trd,fmt,75.23944389
2007,trd,pet,111.5612574
2007,trd,cep,152.7294997
2007,trd,wst,1.36E-12
2007,trd,mot,121.8823831
2007,trd,adm,1.36E-12
2007,trd,soc,1.37E-12
2007,trd,alt,182.6300954
2007,trd,pmt,31.9223768
2007,trd,trk,1.35E-12
2007,trd,fdd,1.36E-12
2007,trd,wtt,1.34E-12
2007,trd,wpd,27.76977162
2007,trd,wht,1.36E-12
2007,trd,wrh,1.36E-12
2007,trd,ott,1.36E-12
2007,trd,che,273.2821834
2007,trd,air,1.36E-12
2007,trd,mmf,149.8936159
2007,trd,otr,1.36E-12
2007,trd,min,5.407353988
2006,trn,ppd,10.12394274
2006,trn,res,6.86E-11
2006,trn,com,6.85E-11
2006,trn,amb,6.85E-11
2006,trn,fbp,20.36420817
2006,trn,rec,6.87E-11
2006,trn,con,6.85E-11
2006,trn,agr,35.05441714
2006,trn,eec,7.086903585
2006,trn,fnd,6.86E-11
2006,trn,pub,4.389827285
2006,trn,hou,6.84E-11
2006,trn,ins,6.86E-11
2006,trn,tex,3.654857278
2006,trn,leg,6.82E-11
2006,trn,fen,6.83E-11
2006,trn,uti,6.84E-11
2006,trn,nmp,19.69158399
2006,trn,brd,6.83E-11
2006,trn,bnk,6.84E-11
2006,trn,ore,6.83E-11
2006,trn,edu,6.85E-11
2006,trn,ote,3.143587957
2006,trn,man,6.82E-11
2006,trn,mch,10.03249128
2006,trn,dat,6.84E-11
2006,trn,amd,6.87E-11
2006,trn,oil,26.17461474
2006,trn,hos,6.85E-11
2006,trn,rnt,6.80E-11
2006,trn,pla,5.07890222
2006,trn,fof,3.500372035
2006,trn,fin,6.86E-11
2006,trn,tsv,6.83E-11
2006,trn,nrs,6.87E-11
2006,trn,sec,6.84E-11
2006,trn,art,6.83E-11
2006,trn,mov,0.325120173
2006,trn,fpd,16.25434506
2006,trn,slg,6.85E-11
2006,trn,pri,3.068002927
2006,trn,grd,6.89E-11
2006,trn,pip,6.51E-11
2006,trn,sle,6.86E-11
2006,trn,osv,6.85E-11
2006,trn,trn,6.84E-11
2006,trn,smn,6.89E-11
2006,trn,fmt,7.944467942
2006,trn,pet,15.9936357
2006,trn,cep,10.70837003
2006,trn,wst,6.85E-11
2006,trn,mot,14.56965853
2006,trn,adm,6.82E-11
2006,trn,soc,6.87E-11
2006,trn,alt,6.204975132
2006,trn,pmt,10.64406992
2006,trn,trk,6.78E-11
2006,trn,fdd,6.86E-11
2006,trn,wtt,6.72E-11
2006,trn,wpd,8.05840952
2006,trn,wht,6.84E-11
2006,trn,wrh,6.84E-11
2006,trn,ott,6.85E-11
2006,trn,che,24.92142863
2006,trn,air,6.86E-11
2006,trn,mmf,17.87538488
2006,trn,otr,6.84E-11
2006,trn,min,25.35951835
2006,trd,ppd,32.24198442
2006,trd,res,6.76E-11
2006,trd,com,6.75E-11
2006,trd,amb,6.75E-11
2006,trd,fbp,298.5951695
2006,trd,rec,6.77E-11
2006,trd,con,6.75E-11
2006,trd,agr,57.01727457
2006,trd,eec,65.35520961
2006,trd,fnd,6.75E-11
2006,trd,pub,46.53499326
2006,trd,hou,6.74E-11
2006,trd,ins,6.75E-11
2006,trd,tex,55.26632948
2006,trd,leg,6.72E-11
2006,trd,fen,6.73E-11
2006,trd,uti,6.73E-11
2006,trd,nmp,36.34086637
2006,trd,brd,6.72E-11
2006,trd,bnk,6.73E-11
2006,trd,ore,6.73E-11
2006,trd,edu,6.74E-11
2006,trd,ote,16.36447224
2006,trd,man,6.71E-11
2006,trd,mch,102.5481093
2006,trd,dat,6.74E-11
2006,trd,amd,6.77E-11
2006,trd,oil,7.060019955
2006,trd,hos,6.75E-11
2006,trd,rnt,6.70E-11
2006,trd,pla,64.79617144
2006,trd,fof,7.398535264
2006,trd,fin,6.76E-11
2006,trd,tsv,6.73E-11
2006,trd,nrs,6.76E-11
2006,trd,sec,6.73E-11
2006,trd,art,6.73E-11
2006,trd,mov,8.373354033
2006,trd,fpd,56.59016273
2006,trd,slg,6.75E-11
2006,trd,pri,10.96898869
2006,trd,grd,6.79E-11
2006,trd,pip,6.40E-11
2006,trd,sle,6.76E-11
2006,trd,osv,6.74E-11
2006,trd,trn,6.73E-11
2006,trd,smn,6.79E-11
2006,trd,fmt,71.2527997
2006,trd,pet,105.8523469
2006,trd,cep,140.830859
2006,trd,wst,6.75E-11
2006,trd,mot,122.1834248
2006,trd,adm,6.72E-11
2006,trd,soc,6.76E-11
2006,trd,alt,172.5352548
2006,trd,pmt,32.91160433
2006,trd,trk,6.68E-11
2006,trd,fdd,6.76E-11
2006,trd,wtt,6.62E-11
2006,trd,wpd,30.14308197
2006,trd,wht,6.74E-11
2006,trd,wrh,6.74E-11
2006,trd,ott,6.75E-11
2006,trd,che,261.3517184
2006,trd,air,6.76E-11
2006,trd,mmf,141.6426552
2006,trd,otr,6.74E-11
2006,trd,min,6.219458015
2005,trn,ppd,9.42383141
2005,trn,res,2.86E-11
2005,trn,com,2.85E-11
2005,trn,amb,2.85E-11
2005,trn,fbp,16.28506673
2005,trn,rec,2.86E-11
2005,trn,con,2.85E-11
2005,trn,agr,32.82712929
2005,trn,eec,6.590329746
2005,trn,fnd,2.86E-11
2005,trn,pub,4.179462321
2005,trn,hou,2.85E-11
2005,trn,ins,2.86E-11
2005,trn,tex,3.73373036
2005,trn,leg,2.84E-11
2005,trn,fen,2.85E-11
2005,trn,uti,2.85E-11
2005,trn,nmp,17.33888798
2005,trn,brd,2.85E-11
2005,trn,bnk,2.85E-11
2005,trn,ore,2.85E-11
2005,trn,edu,2.85E-11
2005,trn,ote,2.725269563
2005,trn,man,2.84E-11
2005,trn,mch,9.023489928
2005,trn,dat,2.85E-11
2005,trn,amd,2.86E-11
2005,trn,oil,24.35269141
2005,trn,hos,2.85E-11
2005,trn,rnt,2.83E-11
2005,trn,pla,4.769387739
2005,trn,fof,3.384000216
2005,trn,fin,2.86E-11
2005,trn,tsv,2.85E-11
2005,trn,nrs,2.86E-11
2005,trn,sec,2.85E-11
2005,trn,art,2.85E-11
2005,trn,mov,0.337617577
2005,trn,fpd,16.13599895
2005,trn,slg,2.86E-11
2005,trn,pri,2.962177994
2005,trn,grd,2.87E-11
2005,trn,pip,2.70E-11
2005,trn,sle,2.86E-11
2005,trn,osv,2.85E-11
2005,trn,trn,2.85E-11
2005,trn,smn,2.87E-11
2005,trn,fmt,7.025619151
2005,trn,pet,14.50561026
2005,trn,cep,9.802882891
2005,trn,wst,2.86E-11
2005,trn,mot,13.59405904
2005,trn,adm,2.85E-11
2005,trn,soc,2.86E-11
2005,trn,alt,6.017357338
2005,trn,pmt,8.485671708
2005,trn,trk,2.83E-11
2005,trn,fdd,2.86E-11
2005,trn,wtt,2.79E-11
2005,trn,wpd,8.140731069
2005,trn,wht,2.85E-11
2005,trn,wrh,2.85E-11
2005,trn,ott,2.85E-11
2005,trn,che,22.83436823
2005,trn,air,2.86E-11
2005,trn,mmf,17.37108273
2005,trn,otr,2.85E-11
2005,trn,min,21.96914774
2005,trd,ppd,31.13335728
2005,trd,res,2.81E-11
2005,trd,com,2.81E-11
2005,trd,amb,2.81E-11
2005,trd,fbp,283.7703444
2005,trd,rec,2.82E-11
2005,trd,con,2.81E-11
2005,trd,agr,52.77183672
2005,trd,eec,58.67196429
2005,trd,fnd,2.81E-11
2005,trd,pub,45.52844847
2005,trd,hou,2.81E-11
2005,trd,ins,2.81E-11
2005,trd,tex,54.50333009
2005,trd,leg,2.80E-11
2005,trd,fen,2.81E-11
2005,trd,uti,2.81E-11
2005,trd,nmp,33.46995213
2005,trd,brd,2.80E-11
2005,trd,bnk,2.81E-11
2005,trd,ore,2.81E-11
2005,trd,edu,2.81E-11
2005,trd,ote,15.99246412
2005,trd,man,2.80E-11
2005,trd,mch,97.91093765
2005,trd,dat,2.81E-11
2005,trd,amd,2.82E-11
2005,trd,oil,5.786889304
2005,trd,hos,2.81E-11
2005,trd,rnt,2.79E-11
2005,trd,pla,59.37143112
2005,trd,fof,7.399699964
2005,trd,fin,2.82E-11
2005,trd,tsv,2.80E-11
2005,trd,nrs,2.82E-11
2005,trd,sec,2.81E-11
2005,trd,art,2.80E-11
2005,trd,mov,8.886554405
2005,trd,fpd,53.30626901
2005,trd,slg,2.81E-11
2005,trd,pri,9.919618052
2005,trd,grd,2.83E-11
2005,trd,pip,2.66E-11
2005,trd,sle,2.82E-11
2005,trd,osv,2.81E-11
2005,trd,trn,2.81E-11
2005,trd,smn,2.83E-11
2005,trd,fmt,64.68593859
2005,trd,pet,97.60388044
2005,trd,cep,127.7399437
2005,trd,wst,2.82E-11
2005,trd,mot,114.5078497
2005,trd,adm,2.80E-11
2005,trd,soc,2.82E-11
2005,trd,alt,166.4485048
2005,trd,pmt,29.30130772
2005,trd,trk,2.78E-11
2005,trd,fdd,2.81E-11
2005,trd,wtt,2.75E-11
2005,trd,wpd,30.47653061
2005,trd,wht,2.81E-11
2005,trd,wrh,2.81E-11
2005,trd,ott,2.81E-11
2005,trd,che,242.290863
2005,trd,air,2.82E-11
2005,trd,mmf,130.5471703
2005,trd,otr,2.81E-11
2005,trd,min,6.035759901
