yr,i,m,Value
2002,soc,trn,1.61259E-11
2002,soc,trd,1.62591E-11
2002,alt,trn,1.6113E-11
2002,alt,trd,1.62459E-11
2002,pmt,trn,1.61334E-11
2002,pmt,trd,1.62667E-11
2002,trk,trn,151.8001529
2002,trk,trd,1.63995E-11
2002,fdd,trn,1.62103E-11
2002,fdd,trd,1.63445E-11
2002,gmt,trn,1.61711E-11
2002,gmt,trd,108.593305
2002,wtt,trn,7.776110667
2002,wtt,trd,1.63856E-11
2002,wpd,trn,1.61852E-11
2002,wpd,trd,1.63191E-11
2002,wht,trn,1.61803E-11
2002,wht,trd,682.1621286
2002,wrh,trn,1.62376E-11
2002,wrh,trd,1.6372E-11
2002,ott,trn,1.61859E-11
2002,ott,trd,461.9443187
2002,che,trn,1.62031E-11
2002,che,trd,1.63371E-11
2002,air,trn,1.624331119
2002,air,trd,1.63559E-11
2002,mmf,trn,1.61584E-11
2002,mmf,trd,1.62919E-11
2002,otr,trn,1.656989027
2002,otr,trd,1.63486E-11
2002,min,trn,1.61822E-11
2002,min,trd,1.6316E-11
2003,ppd,trn,1.88898E-11
2003,ppd,trd,1.90352E-11
2003,res,trn,1.88797E-11
2003,res,trd,1.9025E-11
2003,com,trn,1.88417E-11
2003,com,trd,1.89865E-11
2003,amb,trn,1.8899E-11
2003,amb,trd,1.90446E-11
2003,fbp,trn,1.89064E-11
2003,fbp,trd,1.9052E-11
2003,rec,trn,1.88286E-11
2003,rec,trd,1.89734E-11
2003,con,trn,1.89181E-11
2003,con,trd,1.90638E-11
2003,agr,trn,1.89101E-11
2003,agr,trd,1.90558E-11
2003,eec,trn,1.88509E-11
2003,eec,trd,1.89959E-11
2003,fnd,trn,1.88909E-11
2003,fnd,trd,1.90363E-11
2003,pub,trn,1.88835E-11
2003,pub,trd,1.90288E-11
2003,hou,trn,1.88976E-11
2003,hou,trd,1.90431E-11
2003,fbt,trn,1.88545E-11
2003,fbt,trd,131.109093
2003,ins,trn,1.89162E-11
2003,ins,trd,1.90617E-11
2003,tex,trn,1.88668E-11
2003,tex,trd,1.90119E-11
2003,leg,trn,1.89547E-11
2003,leg,trd,1.91008E-11
2003,fen,trn,1.90118E-11
2003,fen,trd,1.91584E-11
2003,uti,trn,1.89381E-11
2003,uti,trd,1.90841E-11
2003,nmp,trn,1.88658E-11
2003,nmp,trd,1.9011E-11
2003,brd,trn,1.89437E-11
2003,brd,trd,1.90897E-11
2003,bnk,trn,1.89045E-11
2003,bnk,trd,1.90499E-11
2003,ore,trn,1.89449E-11
2003,ore,trd,1.90908E-11
2003,edu,trn,1.89079E-11
2003,edu,trd,1.90537E-11
2003,ote,trn,1.88538E-11
2003,ote,trd,1.89987E-11
2003,man,trn,1.89395E-11
2003,man,trd,1.90853E-11
2003,mch,trn,1.88766E-11
2003,mch,trd,1.90218E-11
2003,dat,trn,1.89596E-11
2003,dat,trd,1.91057E-11
2003,amd,trn,1.88311E-11
2003,amd,trd,1.89757E-11
2003,oil,trn,1.87795E-11
2003,oil,trd,1.89235E-11
2003,hos,trn,1.89216E-11
2003,hos,trd,1.90674E-11
2003,rnt,trn,1.89322E-11
2003,rnt,trd,1.9078E-11
2003,pla,trn,1.88993E-11
2003,pla,trd,1.90448E-11
2003,fof,trn,1.87478E-11
2003,fof,trd,1.88916E-11
2003,fin,trn,1.88796E-11
2003,fin,trd,1.9025E-11
2003,tsv,trn,1.89289E-11
2003,tsv,trd,1.90752E-11
2003,nrs,trn,1.88368E-11
2003,nrs,trd,1.89816E-11
2003,sec,trn,1.89325E-11
2003,sec,trd,1.90784E-11
2003,art,trn,1.89212E-11
2003,art,trd,1.90669E-11
2003,mov,trn,1.883E-11
2003,mov,trd,1.89747E-11
2003,fpd,trn,1.87864E-11
2003,fpd,trd,1.89306E-11
2003,slg,trn,1.89045E-11
2003,slg,trd,1.90501E-11
2003,pri,trn,1.88807E-11
2003,pri,trd,1.9026E-11
2003,grd,trn,1.87992E-11
2003,grd,trd,1.89435E-11
2003,pip,trn,20.80143479
2003,pip,trd,1.89972E-11
2003,sle,trn,1.88949E-11
2003,sle,trd,1.90402E-11
2003,osv,trn,1.89183E-11
2003,osv,trd,1.9064E-11
2003,trn,trn,33.72213655
2003,trn,trd,1.90704E-11
2003,smn,trn,1.87397E-11
2003,smn,trd,1.88834E-11
2003,fmt,trn,1.89001E-11
2003,fmt,trd,1.90456E-11
2003,pet,trn,1.88883E-11
2003,pet,trd,1.90337E-11
2003,mvt,trn,1.88555E-11
2003,mvt,trd,109.2034898
2003,cep,trn,1.88724E-11
2003,cep,trd,1.90175E-11
2003,wst,trn,1.8878E-11
2003,wst,trd,1.90232E-11
2003,mot,trn,1.88936E-11
2003,mot,trd,1.9039E-11
2003,adm,trn,1.89064E-11
2003,adm,trd,1.90518E-11
2003,soc,trn,1.88085E-11
2003,soc,trd,1.8953E-11
2003,alt,trn,1.87741E-11
2003,alt,trd,1.8918E-11
2003,pmt,trn,1.88176E-11
2003,pmt,trd,1.89621E-11
2003,trk,trn,158.4053105
2003,trk,trd,1.90953E-11
2003,fdd,trn,1.88968E-11
2003,fdd,trd,1.90423E-11
2003,gmt,trn,1.8847E-11
2003,gmt,trd,123.2758706
2003,wtt,trn,10.2945137
2003,wtt,trd,1.90453E-11
2003,wpd,trn,1.88581E-11
2003,wpd,trd,1.90031E-11
2003,wht,trn,1.88581E-11
2003,wht,trd,710.7748731
2003,wrh,trn,1.89147E-11
2003,wrh,trd,1.90603E-11
2003,ott,trn,1.88636E-11
2003,ott,trd,494.8016247
2003,che,trn,1.88837E-11
2003,che,trd,1.90289E-11
2003,air,trn,1.718607262
2003,air,trd,1.90397E-11
2003,mmf,trn,1.88291E-11
2003,mmf,trd,1.89738E-11
2003,otr,trn,1.605588562
2003,otr,trd,1.90333E-11
2003,min,trn,1.88601E-11
2003,min,trd,1.90052E-11
2004,ppd,trn,2.41108E-11
2004,ppd,trd,2.43946E-11
2004,res,trn,2.41392E-11
2004,res,trd,2.44234E-11
2004,com,trn,2.40664E-11
2004,com,trd,2.4349E-11
2004,amb,trn,2.41793E-11
2004,amb,trd,2.44641E-11
2004,fbp,trn,2.41762E-11
2004,fbp,trd,2.44608E-11
2004,rec,trn,2.41124E-11
2004,rec,trd,2.4396E-11
2004,con,trn,2.42092E-11
2004,con,trd,2.44942E-11
2004,agr,trn,2.41975E-11
2004,agr,trd,2.44828E-11
2004,eec,trn,2.40677E-11
2004,eec,trd,2.43506E-11
2004,fnd,trn,2.41498E-11
2004,fnd,trd,2.44342E-11
2004,pub,trn,2.41308E-11
2004,pub,trd,2.44149E-11
2004,hou,trn,2.42152E-11
2004,hou,trd,2.44998E-11
2004,fbt,trn,2.4085E-11
2004,fbt,trd,138.1995796
2004,ins,trn,2.41566E-11
2004,ins,trd,2.44408E-11
2004,tex,trn,2.41121E-11
2004,tex,trd,2.43954E-11
2004,leg,trn,2.4194E-11
2004,leg,trd,2.4479E-11
2004,fen,trn,2.42084E-11
2004,fen,trd,2.44942E-11
2004,uti,trn,2.42014E-11
2004,uti,trd,2.44865E-11
2004,nmp,trn,2.41349E-11
2004,nmp,trd,2.44188E-11
2004,brd,trn,2.42066E-11
2004,brd,trd,2.44917E-11
2004,bnk,trn,2.41372E-11
2004,bnk,trd,2.44207E-11
2004,ore,trn,2.42043E-11
2004,ore,trd,2.4489E-11
2004,edu,trn,2.41929E-11
2004,edu,trd,2.44778E-11
2004,ote,trn,2.40697E-11
2004,ote,trd,2.43524E-11
2004,man,trn,2.41742E-11
2004,man,trd,2.44586E-11
2004,mch,trn,2.41361E-11
2004,mch,trd,2.44201E-11
2004,dat,trn,2.41529E-11
2004,dat,trd,2.44381E-11
2004,amd,trn,2.40431E-11
2004,amd,trd,2.43255E-11
2004,oil,trn,2.39252E-11
2004,oil,trd,2.42058E-11
2004,hos,trn,2.42005E-11
2004,hos,trd,2.44857E-11
2004,rnt,trn,2.41968E-11
2004,rnt,trd,2.44817E-11
2004,pla,trn,2.41578E-11
2004,pla,trd,2.4442E-11
2004,fof,trn,2.39626E-11
2004,fof,trd,2.42429E-11
2004,fin,trn,2.41214E-11
2004,fin,trd,2.44051E-11
2004,tsv,trn,2.42206E-11
2004,tsv,trd,2.45066E-11
2004,nrs,trn,2.40939E-11
2004,nrs,trd,2.43769E-11
2004,sec,trn,2.41786E-11
2004,sec,trd,2.44633E-11
2004,art,trn,2.41616E-11
2004,art,trd,2.44459E-11
2004,mov,trn,2.40821E-11
2004,mov,trd,2.43647E-11
2004,fpd,trn,2.40279E-11
2004,fpd,trd,2.43097E-11
2004,slg,trn,2.41508E-11
2004,slg,trd,2.44348E-11
2004,pri,trn,2.40868E-11
2004,pri,trd,2.43702E-11
2004,grd,trn,2.39525E-11
2004,grd,trd,2.42334E-11
2004,pip,trn,21.3636306
2004,pip,trd,2.44849E-11
2004,sle,trn,2.41276E-11
2004,sle,trd,2.44116E-11
2004,osv,trn,2.41951E-11
2004,osv,trd,2.44802E-11
2004,trn,trn,37.25933622
2004,trn,trd,2.45118E-11
2004,smn,trn,2.39138E-11
2004,smn,trd,2.41932E-11
2004,fmt,trn,2.41639E-11
2004,fmt,trd,2.44483E-11
2004,pet,trn,2.40913E-11
2004,pet,trd,2.43744E-11
2004,mvt,trn,2.40773E-11
2004,mvt,trd,113.8593789
2004,cep,trn,2.4092E-11
2004,cep,trd,2.43751E-11
2004,wst,trn,2.4068E-11
2004,wst,trd,2.4351E-11
2004,mot,trn,2.41351E-11
2004,mot,trd,2.44193E-11
2004,adm,trn,2.41557E-11
2004,adm,trd,2.44394E-11
2004,soc,trn,2.40844E-11
2004,soc,trd,2.43668E-11
2004,alt,trn,2.39513E-11
2004,alt,trd,2.42315E-11
2004,pmt,trn,2.4056E-11
2004,pmt,trd,2.43387E-11
2004,trk,trn,176.8524001
2004,trk,trd,2.45416E-11
2004,fdd,trn,2.41582E-11
2004,fdd,trd,2.44428E-11
2004,gmt,trn,2.40652E-11
2004,gmt,trd,136.4540819
2004,wtt,trn,13.65944426
2004,wtt,trd,2.45695E-11
2004,wpd,trn,2.41363E-11
2004,wpd,trd,2.44201E-11
2004,wht,trn,2.4083E-11
2004,wht,trd,784.8835756
2004,wrh,trn,2.41279E-11
2004,wrh,trd,2.44121E-11
2004,ott,trn,2.40923E-11
2004,ott,trd,539.0581595
2004,che,trn,2.41364E-11
2004,che,trd,2.44202E-11
2004,air,trn,2.200359421
2004,air,trd,2.43689E-11
2004,mmf,trn,2.40811E-11
2004,mmf,trd,2.43639E-11
2004,otr,trn,1.714834038
2004,otr,trd,2.43978E-11
2004,min,trn,2.41501E-11
2004,min,trd,2.44338E-11
2005,ppd,trn,2.78738E-11
2005,ppd,trd,2.83043E-11
2005,res,trn,2.78886E-11
2005,res,trd,2.83195E-11
2005,com,trn,2.78523E-11
2005,com,trd,2.82814E-11
2005,amb,trn,2.79683E-11
2005,amb,trd,2.84003E-11
2005,fbp,trn,2.79691E-11
2005,fbp,trd,2.84009E-11
2005,rec,trn,2.78714E-11
2005,rec,trd,2.83018E-11
2005,con,trn,2.80282E-11
2005,con,trd,2.84605E-11
2005,agr,trn,2.79324E-11
2005,agr,trd,2.83647E-11
2005,eec,trn,2.78197E-11
2005,eec,trd,2.82486E-11
2005,fnd,trn,2.79516E-11
2005,fnd,trd,2.83836E-11
2005,pub,trn,2.7916E-11
2005,pub,trd,2.83473E-11
2005,hou,trn,2.80701E-11
2005,hou,trd,2.85019E-11
2005,fbt,trn,2.78723E-11
2005,fbt,trd,142.9082585
2005,ins,trn,2.79794E-11
2005,ins,trd,2.84111E-11
2005,tex,trn,2.78773E-11
2005,tex,trd,2.83065E-11
2005,leg,trn,2.80203E-11
2005,leg,trd,2.84529E-11
2005,fen,trn,2.79792E-11
2005,fen,trd,2.84126E-11
2005,uti,trn,2.80035E-11
2005,uti,trd,2.8436E-11
2005,nmp,trn,2.78924E-11
2005,nmp,trd,2.83228E-11
2005,brd,trn,2.80329E-11
2005,brd,trd,2.84654E-11
2005,bnk,trn,2.79648E-11
2005,bnk,trd,2.83953E-11
2005,ore,trn,2.80324E-11
2005,ore,trd,2.8464E-11
2005,edu,trn,2.80066E-11
2005,edu,trd,2.84391E-11
2005,ote,trn,2.78779E-11
2005,ote,trd,2.83077E-11
2005,man,trn,2.80121E-11
2005,man,trd,2.84436E-11
2005,mch,trn,2.79157E-11
2005,mch,trd,2.8347E-11
2005,dat,trn,2.78708E-11
2005,dat,trd,2.83026E-11
2005,amd,trn,2.78102E-11
2005,amd,trd,2.82394E-11
2005,oil,trn,2.76295E-11
2005,oil,trd,2.80549E-11
2005,hos,trn,2.79959E-11
2005,hos,trd,2.84288E-11
2005,rnt,trn,2.802E-11
2005,rnt,trd,2.84525E-11
2005,pla,trn,2.79498E-11
2005,pla,trd,2.8381E-11
2005,fof,trn,2.77097E-11
2005,fof,trd,2.81349E-11
2005,fin,trn,2.78864E-11
2005,fin,trd,2.83166E-11
2005,tsv,trn,2.80181E-11
2005,tsv,trd,2.84513E-11
2005,nrs,trn,2.78828E-11
2005,nrs,trd,2.83129E-11
2005,sec,trn,2.80094E-11
2005,sec,trd,2.84418E-11
2005,art,trn,2.7958E-11
2005,art,trd,2.83893E-11
2005,mov,trn,2.78583E-11
2005,mov,trd,2.82872E-11
2005,fpd,trn,2.77792E-11
2005,fpd,trd,2.82067E-11
2005,slg,trn,2.79778E-11
2005,slg,trd,2.8409E-11
2005,pri,trn,2.78396E-11
2005,pri,trd,2.82693E-11
2005,grd,trn,2.75926E-11
2005,grd,trd,2.80171E-11
2005,pip,trn,21.34843746
2005,pip,trd,2.86286E-11
2005,sle,trn,2.79174E-11
2005,sle,trd,2.83486E-11
2005,osv,trn,2.79754E-11
2005,osv,trd,2.84076E-11
2005,trn,trn,42.70145287
2005,trn,trd,2.85046E-11
2005,smn,trn,2.76905E-11
2005,smn,trd,2.81161E-11
2005,fmt,trn,2.79773E-11
2005,fmt,trd,2.8409E-11
2005,pet,trn,2.78377E-11
2005,pet,trd,2.82662E-11
2005,mvt,trn,2.78465E-11
2005,mvt,trd,107.7981932
2005,cep,trn,2.78752E-11
2005,cep,trd,2.83047E-11
2005,wst,trn,2.77712E-11
2005,wst,trd,2.81997E-11
2005,mot,trn,2.7908E-11
2005,mot,trd,2.83392E-11
2005,adm,trn,2.80045E-11
2005,adm,trd,2.84354E-11
2005,soc,trn,2.78789E-11
2005,soc,trd,2.83078E-11
2005,alt,trn,2.77109E-11
2005,alt,trd,2.81361E-11
2005,pmt,trn,2.78128E-11
2005,pmt,trd,2.8242E-11
2005,trk,trn,199.0073823
2005,trk,trd,2.85652E-11
2005,fdd,trn,2.79488E-11
2005,fdd,trd,2.83809E-11
2005,gmt,trn,2.78347E-11
2005,gmt,trd,142.535395
2005,wtt,trn,16.06941113
2005,wtt,trd,2.87635E-11
2005,wpd,trn,2.7912E-11
2005,wpd,trd,2.83425E-11
2005,wht,trn,2.78555E-11
2005,wht,trd,863.9430163
2005,wrh,trn,2.7868E-11
2005,wrh,trd,2.82992E-11
2005,ott,trn,2.78773E-11
2005,ott,trd,570.8759827
2005,che,trn,2.79271E-11
2005,che,trd,2.83577E-11
2005,air,trn,2.788952848
2005,air,trd,2.82713E-11
2005,mmf,trn,2.78539E-11
2005,mmf,trd,2.82832E-11
2005,otr,trn,1.899964813
2005,otr,trd,2.83427E-11
2005,min,trn,2.79542E-11
2005,min,trd,2.83849E-11
2006,ppd,trn,6.68519E-11
2006,ppd,trd,6.78945E-11
2006,res,trn,6.67611E-11
2006,res,trd,6.78024E-11
2006,com,trn,6.6776E-11
2006,com,trd,6.78147E-11
2006,amb,trn,6.69855E-11
2006,amb,trd,6.80301E-11
2006,fbp,trn,6.70385E-11
2006,fbp,trd,6.8084E-11
2006,rec,trn,6.67384E-11
2006,rec,trd,6.77786E-11
2006,con,trn,6.71054E-11
2006,con,trd,6.81503E-11
2006,agr,trn,6.68965E-11
2006,agr,trd,6.7942E-11
2006,eec,trn,6.67388E-11
2006,eec,trd,6.77779E-11
2006,fnd,trn,6.69972E-11
2006,fnd,trd,6.80427E-11
2006,pub,trn,6.69017E-11
2006,pub,trd,6.79453E-11
2006,hou,trn,6.72587E-11
2006,hou,trd,6.83034E-11
2006,fbt,trn,6.68207E-11
2006,fbt,trd,150.2532869
2006,ins,trn,6.70558E-11
2006,ins,trd,6.80997E-11
2006,tex,trn,6.67347E-11
2006,tex,trd,6.77713E-11
2006,leg,trn,6.71853E-11
2006,leg,trd,6.82326E-11
2006,fen,trn,6.71075E-11
2006,fen,trd,6.81565E-11
2006,uti,trn,6.7109E-11
2006,uti,trd,6.81555E-11
2006,nmp,trn,6.68109E-11
2006,nmp,trd,6.7852E-11
2006,brd,trn,6.72253E-11
2006,brd,trd,6.82723E-11
2006,bnk,trn,6.7068E-11
2006,bnk,trd,6.81104E-11
2006,ore,trn,6.71845E-11
2006,ore,trd,6.82287E-11
2006,edu,trn,6.71309E-11
2006,edu,trd,6.81777E-11
2006,ote,trn,6.69129E-11
2006,ote,trd,6.7955E-11
2006,man,trn,6.7177E-11
2006,man,trd,6.82216E-11
2006,mch,trn,6.69078E-11
2006,mch,trd,6.79514E-11
2006,dat,trn,6.67969E-11
2006,dat,trd,6.78409E-11
2006,amd,trn,6.66759E-11
2006,amd,trd,6.77145E-11
2006,oil,trn,6.6221E-11
2006,oil,trd,6.72497E-11
2006,hos,trn,6.70761E-11
2006,hos,trd,6.81234E-11
2006,rnt,trn,6.71095E-11
2006,rnt,trd,6.81547E-11
2006,pla,trn,6.69964E-11
2006,pla,trd,6.804E-11
2006,fof,trn,6.64353E-11
2006,fof,trd,6.7466E-11
2006,fin,trn,6.67782E-11
2006,fin,trd,6.78178E-11
2006,tsv,trn,6.71218E-11
2006,tsv,trd,6.81689E-11
2006,nrs,trn,6.68251E-11
2006,nrs,trd,6.7866E-11
2006,sec,trn,6.71157E-11
2006,sec,trd,6.81615E-11
2006,art,trn,6.70098E-11
2006,art,trd,6.80536E-11
2006,mov,trn,6.68072E-11
2006,mov,trd,6.78457E-11
2006,fpd,trn,6.6552E-11
2006,fpd,trd,6.7586E-11
2006,slg,trn,6.71255E-11
2006,slg,trd,6.81695E-11
2006,pri,trn,6.67337E-11
2006,pri,trd,6.77734E-11
2006,grd,trn,6.61685E-11
2006,grd,trd,6.71966E-11
2006,pip,trn,22.59056605
2006,pip,trd,6.86793E-11
2006,sle,trn,6.69247E-11
2006,sle,trd,6.79683E-11
2006,osv,trn,6.69891E-11
2006,osv,trd,6.8034E-11
2006,trn,trn,48.48360309
2006,trn,trd,6.83571E-11
2006,smn,trn,6.64095E-11
2006,smn,trd,6.7442E-11
2006,fmt,trn,6.70827E-11
2006,fmt,trd,6.81275E-11
2006,pet,trn,6.67614E-11
2006,pet,trd,6.77989E-11
2006,mvt,trn,6.67681E-11
2006,mvt,trd,111.257765
2006,cep,trn,6.68342E-11
2006,cep,trd,6.78739E-11
2006,wst,trn,6.6613E-11
2006,wst,trd,6.76503E-11
2006,mot,trn,6.6849E-11
2006,mot,trd,6.78915E-11
2006,adm,trn,6.71525E-11
2006,adm,trd,6.81955E-11
2006,soc,trn,6.68187E-11
2006,soc,trd,6.78568E-11
2006,alt,trn,6.65029E-11
2006,alt,trd,6.75327E-11
2006,pmt,trn,6.66285E-11
2006,pmt,trd,6.76665E-11
2006,trk,trn,214.6623944
2006,trk,trd,6.85302E-11
2006,fdd,trn,6.69674E-11
2006,fdd,trd,6.80128E-11
2006,gmt,trn,6.67183E-11
2006,gmt,trd,144.7753792
2006,wtt,trn,19.45098266
2006,wtt,trd,6.89042E-11
2006,wpd,trn,6.68779E-11
2006,wpd,trd,6.7919E-11
2006,wht,trn,6.67776E-11
2006,wht,trd,937.2869796
2006,wrh,trn,6.68002E-11
2006,wrh,trd,6.78431E-11
2006,ott,trn,6.68388E-11
2006,ott,trd,606.8014333
2006,che,trn,6.69549E-11
2006,che,trd,6.79971E-11
2006,air,trn,3.094951571
2006,air,trd,6.78014E-11
2006,mmf,trn,6.67496E-11
2006,mmf,trd,6.77884E-11
2006,otr,trn,1.940597398
2006,otr,trd,6.79642E-11
2006,min,trn,6.70365E-11
2006,min,trd,6.80801E-11
2007,ppd,trn,1.35196E-12
2007,ppd,trd,1.3672E-12
2007,res,trn,1.34908E-12
2007,res,trd,1.36428E-12
2007,com,trn,1.3496E-12
2007,com,trd,1.36478E-12
2007,amb,trn,1.35358E-12
2007,amb,trd,1.36886E-12
2007,fbp,trn,1.3536E-12
2007,fbp,trd,1.36887E-12
2007,rec,trn,1.34814E-12
2007,rec,trd,1.36332E-12
2007,con,trn,1.3532E-12
2007,con,trd,1.36845E-12
2007,agr,trn,1.35328E-12
2007,agr,trd,1.36856E-12
2007,eec,trn,1.34947E-12
2007,eec,trd,1.36467E-12
2007,fnd,trn,1.35397E-12
2007,fnd,trd,1.36925E-12
2007,pub,trn,1.35337E-12
2007,pub,trd,1.36864E-12
2007,hou,trn,1.35584E-12
2007,hou,trd,1.37111E-12
2007,fbt,trn,1.35102E-12
2007,fbt,trd,151.5985503
2007,ins,trn,1.35545E-12
2007,ins,trd,1.37072E-12
2007,tex,trn,1.34658E-12
2007,tex,trd,1.36171E-12
2007,leg,trn,1.35864E-12
2007,leg,trd,1.37398E-12
2007,fen,trn,1.35958E-12
2007,fen,trd,1.37495E-12
2007,uti,trn,1.35603E-12
2007,uti,trd,1.37133E-12
2007,nmp,trn,1.34986E-12
2007,nmp,trd,1.36507E-12
2007,brd,trn,1.35825E-12
2007,brd,trd,1.37357E-12
2007,bnk,trn,1.35486E-12
2007,bnk,trd,1.37012E-12
2007,ore,trn,1.35616E-12
2007,ore,trd,1.37143E-12
2007,edu,trn,1.35574E-12
2007,edu,trd,1.37104E-12
2007,ote,trn,1.35253E-12
2007,ote,trd,1.36776E-12
2007,man,trn,1.35667E-12
2007,man,trd,1.37196E-12
2007,mch,trn,1.35325E-12
2007,mch,trd,1.36851E-12
2007,dat,trn,1.3517E-12
2007,dat,trd,1.36695E-12
2007,amd,trn,1.34855E-12
2007,amd,trd,1.36373E-12
2007,oil,trn,1.3409E-12
2007,oil,trd,1.35594E-12
2007,hos,trn,1.3549E-12
2007,hos,trd,1.3702E-12
2007,rnt,trn,1.35512E-12
2007,rnt,trd,1.3704E-12
2007,pla,trn,1.35364E-12
2007,pla,trd,1.36891E-12
2007,fof,trn,1.34316E-12
2007,fof,trd,1.35824E-12
2007,fin,trn,1.3503E-12
2007,fin,trd,1.36551E-12
2007,tsv,trn,1.35453E-12
2007,tsv,trd,1.36983E-12
2007,nrs,trn,1.3507E-12
2007,nrs,trd,1.36592E-12
2007,sec,trn,1.35579E-12
2007,sec,trd,1.37109E-12
2007,art,trn,1.35412E-12
2007,art,trd,1.36938E-12
2007,mov,trn,1.35038E-12
2007,mov,trd,1.36558E-12
2007,fpd,trn,1.34549E-12
2007,fpd,trd,1.3606E-12
2007,slg,trn,1.35605E-12
2007,slg,trd,1.37133E-12
2007,pri,trn,1.35035E-12
2007,pri,trd,1.36556E-12
2007,grd,trn,1.34149E-12
2007,grd,trd,1.35654E-12
2007,pip,trn,23.98045563
2007,pip,trd,1.37438E-12
2007,sle,trn,1.35432E-12
2007,sle,trd,1.3696E-12
2007,osv,trn,1.35332E-12
2007,osv,trd,1.36859E-12
2007,trn,trn,50.86972468
2007,trn,trd,1.37266E-12
2007,smn,trn,1.34326E-12
2007,smn,trd,1.35835E-12
2007,fmt,trn,1.35512E-12
2007,fmt,trd,1.37041E-12
2007,pet,trn,1.34998E-12
2007,pet,trd,1.36517E-12
2007,mvt,trn,1.35069E-12
2007,mvt,trd,114.18169
2007,cep,trn,1.35096E-12
2007,cep,trd,1.36616E-12
2007,wst,trn,1.34788E-12
2007,wst,trd,1.36306E-12
2007,mot,trn,1.35123E-12
2007,mot,trd,1.36647E-12
2007,adm,trn,1.35599E-12
2007,adm,trd,1.37125E-12
2007,soc,trn,1.34929E-12
2007,soc,trd,1.36447E-12
2007,alt,trn,1.34377E-12
2007,alt,trd,1.35883E-12
2007,pmt,trn,1.34773E-12
2007,pmt,trd,1.36291E-12
2007,trk,trn,222.6458077
2007,trk,trd,1.37704E-12
2007,fdd,trn,1.35416E-12
2007,fdd,trd,1.36944E-12
2007,gmt,trn,1.35021E-12
2007,gmt,trd,153.6429466
2007,wtt,trn,22.25526074
2007,wtt,trd,1.37923E-12
2007,wpd,trn,1.34945E-12
2007,wpd,trd,1.36464E-12
2007,wht,trn,1.34987E-12
2007,wht,trd,1002.48379
2007,wrh,trn,1.35368E-12
2007,wrh,trd,1.36894E-12
2007,ott,trn,1.35181E-12
2007,ott,trd,619.9913676
2007,che,trn,1.35251E-12
2007,che,trd,1.36775E-12
2007,air,trn,3.546307065
2007,air,trd,1.36936E-12
2007,mmf,trn,1.34883E-12
2007,mmf,trd,1.36401E-12
2007,otr,trn,2.180247961
2007,otr,trd,1.36853E-12
2007,min,trn,1.35486E-12
2007,min,trd,1.37013E-12
2008,ppd,trn,2.20453E-12
2008,ppd,trd,2.224E-12
2008,res,trn,2.20139E-12
2008,res,trd,2.2208E-12
2008,com,trn,2.20416E-12
2008,com,trd,2.22362E-12
2008,amb,trn,2.20605E-12
2008,amb,trd,2.22553E-12
2008,fbp,trn,2.20896E-12
2008,fbp,trd,2.22849E-12
2008,rec,trn,2.19766E-12
2008,rec,trd,2.21703E-12
2008,con,trn,2.20655E-12
2008,con,trd,2.22604E-12
2008,agr,trn,2.20847E-12
2008,agr,trd,2.22798E-12
2008,eec,trn,2.20151E-12
2008,eec,trd,2.22094E-12
2008,fnd,trn,2.2129E-12
2008,fnd,trd,2.23248E-12
2008,pub,trn,2.2095E-12
2008,pub,trd,2.22904E-12
2008,hou,trn,2.2126E-12
2008,hou,trd,2.23216E-12
2008,fbt,trn,2.20616E-12
2008,fbt,trd,157.6158636
2008,ins,trn,2.21051E-12
2008,ins,trd,2.23005E-12
2008,tex,trn,2.20021E-12
2008,tex,trd,2.21962E-12
2008,leg,trn,2.22026E-12
2008,leg,trd,2.23993E-12
2008,fen,trn,2.21895E-12
2008,fen,trd,2.2386E-12
2008,uti,trn,2.21305E-12
2008,uti,trd,2.23264E-12
2008,nmp,trn,2.19904E-12
2008,nmp,trd,2.21841E-12
2008,brd,trn,2.21625E-12
2008,brd,trd,2.23586E-12
2008,bnk,trn,2.21016E-12
2008,bnk,trd,2.22969E-12
2008,ore,trn,2.21074E-12
2008,ore,trd,2.23027E-12
2008,edu,trn,2.21277E-12
2008,edu,trd,2.23236E-12
2008,ote,trn,2.20729E-12
2008,ote,trd,2.22679E-12
2008,man,trn,2.21461E-12
2008,man,trd,2.2342E-12
2008,mch,trn,2.20964E-12
2008,mch,trd,2.22918E-12
2008,dat,trn,2.20461E-12
2008,dat,trd,2.22407E-12
2008,amd,trn,2.20336E-12
2008,amd,trd,2.2228E-12
2008,oil,trn,2.18356E-12
2008,oil,trd,2.20277E-12
2008,hos,trn,2.21225E-12
2008,hos,trd,2.23183E-12
2008,rnt,trn,2.21082E-12
2008,rnt,trd,2.23037E-12
2008,pla,trn,2.20765E-12
2008,pla,trd,2.22717E-12
2008,fof,trn,2.19493E-12
2008,fof,trd,2.21427E-12
2008,fin,trn,2.19784E-12
2008,fin,trd,2.21721E-12
2008,tsv,trn,2.20381E-12
2008,tsv,trd,2.22328E-12
2008,nrs,trn,2.20591E-12
2008,nrs,trd,2.22539E-12
2008,sec,trn,2.2123E-12
2008,sec,trd,2.23186E-12
2008,art,trn,2.2112E-12
2008,art,trd,2.23074E-12
2008,mov,trn,2.20754E-12
2008,mov,trd,2.22703E-12
2008,fpd,trn,2.19768E-12
2008,fpd,trd,2.21706E-12
2008,slg,trn,2.21395E-12
