yr,i,m,Value
2008,slg,trd,2.23352E-12
2008,pri,trn,2.20556E-12
2008,pri,trd,2.22504E-12
2008,grd,trn,2.19684E-12
2008,grd,trd,2.21619E-12
2008,pip,trn,30.12274421
2008,pip,trd,2.2353E-12
2008,sle,trn,2.21205E-12
2008,sle,trd,2.23162E-12
2008,osv,trn,2.20795E-12
2008,osv,trd,2.22747E-12
2008,trn,trn,57.07255716
2008,trn,trd,2.23392E-12
2008,smn,trn,2.19592E-12
2008,smn,trd,2.21528E-12
2008,fmt,trn,2.21039E-12
2008,fmt,trd,2.22994E-12
2008,pet,trn,2.20024E-12
2008,pet,trd,2.21968E-12
2008,mvt,trn,2.20569E-12
2008,mvt,trd,90.08009965
2008,cep,trn,2.20595E-12
2008,cep,trd,2.22545E-12
2008,wst,trn,2.20349E-12
2008,wst,trd,2.22293E-12
2008,mot,trn,2.20318E-12
2008,mot,trd,2.22264E-12
2008,adm,trn,2.21267E-12
2008,adm,trd,2.23224E-12
2008,soc,trn,2.20452E-12
2008,soc,trd,2.22398E-12
2008,alt,trn,2.19579E-12
2008,alt,trd,2.21515E-12
2008,pmt,trn,2.19924E-12
2008,pmt,trd,2.21865E-12
2008,trk,trn,229.1877284
2008,trk,trd,2.24139E-12
2008,fdd,trn,2.21184E-12
2008,fdd,trd,2.23139E-12
2008,gmt,trn,2.20486E-12
2008,gmt,trd,157.9182933
2008,wtt,trn,25.91541166
2008,wtt,trd,2.25118E-12
2008,wpd,trn,2.19735E-12
2008,wpd,trd,2.21671E-12
2008,wht,trn,2.20469E-12
2008,wht,trd,1063.06792
2008,wrh,trn,2.21004E-12
2008,wrh,trd,2.22958E-12
2008,ott,trn,2.20695E-12
2008,ott,trd,590.6269195
2008,che,trn,2.20697E-12
2008,che,trd,2.22649E-12
2008,air,trn,3.819276837
2008,air,trd,2.23142E-12
2008,mmf,trn,2.20296E-12
2008,mmf,trd,2.22241E-12
2008,otr,trn,2.288496655
2008,otr,trd,2.22999E-12
2008,min,trn,2.21016E-12
2008,min,trd,2.22969E-12
2009,ppd,trn,9.41004E-13
2009,ppd,trd,9.50875E-13
2009,res,trn,9.40628E-13
2009,res,trd,9.50494E-13
2009,com,trn,9.38426E-13
2009,com,trd,9.48242E-13
2009,amb,trn,9.43581E-13
2009,amb,trd,9.53487E-13
2009,fbp,trn,9.42253E-13
2009,fbp,trd,9.52135E-13
2009,rec,trn,9.40065E-13
2009,rec,trd,9.49921E-13
2009,con,trn,9.41252E-13
2009,con,trd,9.51117E-13
2009,agr,trn,9.44366E-13
2009,agr,trd,9.54297E-13
2009,eec,trn,9.3861E-13
2009,eec,trd,9.4844E-13
2009,fnd,trn,9.42147E-13
2009,fnd,trd,9.52035E-13
2009,pub,trn,9.42013E-13
2009,pub,trd,9.51893E-13
2009,hou,trn,9.45109E-13
2009,hou,trd,9.55012E-13
2009,fbt,trn,9.39313E-13
2009,fbt,trd,155.8277247
2009,ins,trn,9.40805E-13
2009,ins,trd,9.50659E-13
2009,tex,trn,9.35136E-13
2009,tex,trd,9.44907E-13
2009,leg,trn,9.44385E-13
2009,leg,trd,9.54299E-13
2009,fen,trn,9.45027E-13
2009,fen,trd,9.54961E-13
2009,uti,trn,9.44244E-13
2009,uti,trd,9.54157E-13
2009,nmp,trn,9.38899E-13
2009,nmp,trd,9.48728E-13
2009,brd,trn,9.44562E-13
2009,brd,trd,9.54472E-13
2009,bnk,trn,9.42226E-13
2009,bnk,trd,9.52096E-13
2009,ore,trn,9.43497E-13
2009,ore,trd,9.53386E-13
2009,edu,trn,9.44061E-13
2009,edu,trd,9.53971E-13
2009,ote,trn,9.40079E-13
2009,ote,trd,9.4992E-13
2009,man,trn,9.42804E-13
2009,man,trd,9.52685E-13
2009,mch,trn,9.41864E-13
2009,mch,trd,9.51744E-13
2009,dat,trn,9.4123E-13
2009,dat,trd,9.51106E-13
2009,amd,trn,9.38953E-13
2009,amd,trd,9.48789E-13
2009,oil,trn,9.3414E-13
2009,oil,trd,9.43907E-13
2009,hos,trn,9.44388E-13
2009,hos,trd,9.5431E-13
2009,rnt,trn,9.43457E-13
2009,rnt,trd,9.53357E-13
2009,pla,trn,9.41833E-13
2009,pla,trd,9.51712E-13
2009,fof,trn,9.34587E-13
2009,fof,trd,9.4435E-13
2009,fin,trn,9.39865E-13
2009,fin,trd,9.49706E-13
2009,tsv,trn,9.44473E-13
2009,tsv,trd,9.54416E-13
2009,nrs,trn,9.39317E-13
2009,nrs,trd,9.49157E-13
2009,sec,trn,9.42834E-13
2009,sec,trd,9.52724E-13
2009,art,trn,9.42194E-13
2009,art,trd,9.52072E-13
2009,mov,trn,9.40132E-13
2009,mov,trd,9.49975E-13
2009,fpd,trn,9.36083E-13
2009,fpd,trd,9.45855E-13
2009,slg,trn,9.43855E-13
2009,slg,trd,9.5374E-13
2009,pri,trn,9.38655E-13
2009,pri,trd,9.48489E-13
2009,grd,trn,9.35302E-13
2009,grd,trd,9.4508E-13
2009,pip,trn,26.92144882
2009,pip,trd,9.52099E-13
2009,sle,trn,9.4148E-13
2009,sle,trd,9.51354E-13
2009,osv,trn,9.42794E-13
2009,osv,trd,9.52691E-13
2009,trn,trn,44.81643693
2009,trn,trd,9.54587E-13
2009,smn,trn,9.36909E-13
2009,smn,trd,9.46708E-13
2009,fmt,trn,9.41904E-13
2009,fmt,trd,9.51785E-13
2009,pet,trn,9.40037E-13
2009,pet,trd,9.49887E-13
2009,mvt,trn,9.3938E-13
2009,mvt,trd,64.15466178
2009,cep,trn,9.39307E-13
2009,cep,trd,9.49142E-13
2009,wst,trn,9.38672E-13
2009,wst,trd,9.48501E-13
2009,mot,trn,9.40023E-13
2009,mot,trd,9.49885E-13
2009,adm,trn,9.4197E-13
2009,adm,trd,9.51832E-13
2009,soc,trn,9.39131E-13
2009,soc,trd,9.48954E-13
2009,alt,trn,9.34036E-13
2009,alt,trd,9.4377E-13
2009,pmt,trn,9.37308E-13
2009,pmt,trd,9.47129E-13
2009,trk,trn,187.7773023
2009,trk,trd,9.55832E-13
2009,fdd,trn,9.43003E-13
2009,fdd,trd,9.52906E-13
2009,gmt,trn,9.3875E-13
2009,gmt,trd,165.0937826
2009,wtt,trn,19.41949465
2009,wtt,trd,9.54366E-13
2009,wpd,trn,9.37528E-13
2009,wpd,trd,9.47334E-13
2009,wht,trn,9.38982E-13
2009,wht,trd,913.3937406
2009,wrh,trn,9.40888E-13
2009,wrh,trd,9.50751E-13
2009,ott,trn,9.40003E-13
2009,ott,trd,564.9193317
2009,che,trn,9.41288E-13
2009,che,trd,9.51152E-13
2009,air,trn,2.687176088
2009,air,trd,9.51787E-13
2009,mmf,trn,9.39536E-13
2009,mmf,trd,9.49374E-13
2009,otr,trn,1.775480423
2009,otr,trd,9.50637E-13
2009,min,trn,9.44235E-13
2009,min,trd,9.54137E-13
2010,ppd,trn,4.15468E-13
2010,ppd,trd,4.20606E-13
2010,res,trn,4.15162E-13
2010,res,trd,4.20295E-13
2010,com,trn,4.15118E-13
2010,com,trd,4.20236E-13
2010,amb,trn,4.16687E-13
2010,amb,trd,4.21841E-13
2010,fbp,trn,4.16472E-13
2010,fbp,trd,4.2162E-13
2010,rec,trn,4.15021E-13
2010,rec,trd,4.2015E-13
2010,con,trn,4.15767E-13
2010,con,trd,4.20902E-13
2010,agr,trn,4.16974E-13
2010,agr,trd,4.22146E-13
2010,eec,trn,4.14485E-13
2010,eec,trd,4.19603E-13
2010,fnd,trn,4.1616E-13
2010,fnd,trd,4.21311E-13
2010,pub,trn,4.16503E-13
2010,pub,trd,4.21653E-13
2010,hou,trn,4.18154E-13
2010,hou,trd,4.23311E-13
2010,fbt,trn,4.15232E-13
2010,fbt,trd,160.7475196
2010,ins,trn,4.16437E-13
2010,ins,trd,4.21581E-13
2010,tex,trn,4.13539E-13
2010,tex,trd,4.18635E-13
2010,leg,trn,4.17529E-13
2010,leg,trd,4.22695E-13
2010,fen,trn,4.17334E-13
2010,fen,trd,4.22506E-13
2010,uti,trn,4.17315E-13
2010,uti,trd,4.22474E-13
2010,nmp,trn,4.14388E-13
2010,nmp,trd,4.19498E-13
2010,brd,trn,4.17551E-13
2010,brd,trd,4.22712E-13
2010,bnk,trn,4.16627E-13
2010,bnk,trd,4.21767E-13
2010,ore,trn,4.17137E-13
2010,ore,trd,4.22283E-13
2010,edu,trn,4.17267E-13
2010,edu,trd,4.2243E-13
2010,ote,trn,4.16124E-13
2010,ote,trd,4.21263E-13
2010,man,trn,4.16948E-13
2010,man,trd,4.22094E-13
2010,mch,trn,4.16279E-13
2010,mch,trd,4.21429E-13
2010,dat,trn,4.15366E-13
2010,dat,trd,4.20502E-13
2010,amd,trn,4.14708E-13
2010,amd,trd,4.1983E-13
2010,oil,trn,4.11992E-13
2010,oil,trd,4.17071E-13
2010,hos,trn,4.17269E-13
2010,hos,trd,4.22437E-13
2010,rnt,trn,4.16965E-13
2010,rnt,trd,4.22121E-13
2010,pla,trn,4.16177E-13
2010,pla,trd,4.21323E-13
2010,fof,trn,4.13098E-13
2010,fof,trd,4.18183E-13
2010,fin,trn,4.14655E-13
2010,fin,trd,4.19768E-13
2010,tsv,trn,4.17065E-13
2010,tsv,trd,4.2223E-13
2010,nrs,trn,4.15222E-13
2010,nrs,trd,4.20352E-13
2010,sec,trn,4.16758E-13
2010,sec,trd,4.2191E-13
2010,art,trn,4.16394E-13
2010,art,trd,4.21541E-13
2010,mov,trn,4.1578E-13
2010,mov,trd,4.20912E-13
2010,fpd,trn,4.14043E-13
2010,fpd,trd,4.19136E-13
2010,slg,trn,4.17393E-13
2010,slg,trd,4.22543E-13
2010,pri,trn,4.14606E-13
2010,pri,trd,4.19729E-13
2010,grd,trn,4.11424E-13
2010,grd,trd,4.16489E-13
2010,pip,trn,31.23179082
2010,pip,trd,4.22392E-13
2010,sle,trn,4.16078E-13
2010,sle,trd,4.21225E-13
2010,osv,trn,4.1626E-13
2010,osv,trd,4.21411E-13
2010,trn,trn,54.66548441
2010,trn,trd,4.2293E-13
2010,smn,trn,4.1395E-13
2010,smn,trd,4.19057E-13
2010,fmt,trn,4.16196E-13
2010,fmt,trd,4.21342E-13
2010,pet,trn,4.15136E-13
2010,pet,trd,4.20259E-13
2010,mvt,trn,4.15027E-13
2010,mvt,trd,105.7321543
2010,cep,trn,4.15216E-13
2010,cep,trd,4.2034E-13
2010,wst,trn,4.14283E-13
2010,wst,trd,4.19403E-13
2010,mot,trn,4.1555E-13
2010,mot,trd,4.2069E-13
2010,adm,trn,4.16738E-13
2010,adm,trd,4.21876E-13
2010,soc,trn,4.15217E-13
2010,soc,trd,4.20336E-13
2010,alt,trn,4.13602E-13
2010,alt,trd,4.18678E-13
2010,pmt,trn,4.14188E-13
2010,pmt,trd,4.19305E-13
2010,trk,trn,206.1950842
2010,trk,trd,4.23885E-13
2010,fdd,trn,4.16794E-13
2010,fdd,trd,4.21956E-13
2010,gmt,trn,4.14791E-13
2010,gmt,trd,169.7068382
2010,wtt,trn,19.37021928
2010,wtt,trd,4.25886E-13
2010,wpd,trn,4.13882E-13
2010,wpd,trd,4.18982E-13
2010,wht,trn,4.1507E-13
2010,wht,trd,1102.77116
2010,wrh,trn,4.15769E-13
2010,wrh,trd,4.20906E-13
2010,ott,trn,4.15471E-13
2010,ott,trd,583.1840098
2010,che,trn,4.16036E-13
2010,che,trd,4.21173E-13
2010,air,trn,3.3077053
2010,air,trd,4.21364E-13
2010,mmf,trn,4.15268E-13
2010,mmf,trd,4.20394E-13
2010,otr,trn,2.256550531
2010,otr,trd,4.21191E-13
2010,min,trn,4.17586E-13
2010,min,trd,4.22745E-13
2011,ppd,trn,8.06156E-13
2011,ppd,trd,8.12377E-13
2011,res,trn,8.05244E-13
2011,res,trd,8.11445E-13
2011,com,trn,8.0542E-13
2011,com,trd,8.11625E-13
2011,amb,trn,8.07904E-13
2011,amb,trd,8.14141E-13
2011,fbp,trn,8.07483E-13
2011,fbp,trd,8.13714E-13
2011,rec,trn,8.04278E-13
2011,rec,trd,8.10474E-13
2011,con,trn,8.06664E-13
2011,con,trd,8.12885E-13
2011,agr,trn,8.09039E-13
2011,agr,trd,8.15296E-13
2011,eec,trn,8.04585E-13
2011,eec,trd,8.10789E-13
2011,fnd,trn,8.08205E-13
2011,fnd,trd,8.14453E-13
2011,pub,trn,8.08148E-13
2011,pub,trd,8.14394E-13
2011,hou,trn,8.09867E-13
2011,hou,trd,8.1612E-13
2011,fbt,trn,8.06225E-13
2011,fbt,trd,166.6579884
2011,ins,trn,8.08112E-13
2011,ins,trd,8.14355E-13
2011,tex,trn,8.04147E-13
2011,tex,trd,8.10345E-13
2011,leg,trn,8.10288E-13
2011,leg,trd,8.1656E-13
2011,fen,trn,8.10545E-13
2011,fen,trd,8.16823E-13
2011,uti,trn,8.08987E-13
2011,uti,trd,8.15242E-13
2011,nmp,trn,8.04422E-13
2011,nmp,trd,8.10616E-13
2011,brd,trn,8.09706E-13
2011,brd,trd,8.15968E-13
2011,bnk,trn,8.07287E-13
2011,bnk,trd,8.13515E-13
2011,ore,trn,8.08239E-13
2011,ore,trd,8.14481E-13
2011,edu,trn,8.08909E-13
2011,edu,trd,8.15165E-13
2011,ote,trn,8.07866E-13
2011,ote,trd,8.14107E-13
2011,man,trn,8.09184E-13
2011,man,trd,8.15441E-13
2011,mch,trn,8.07602E-13
2011,mch,trd,8.13838E-13
2011,dat,trn,8.06477E-13
2011,dat,trd,8.127E-13
2011,amd,trn,8.05138E-13
2011,amd,trd,8.11343E-13
2011,oil,trn,7.99757E-13
2011,oil,trd,8.05901E-13
2011,hos,trn,8.09093E-13
2011,hos,trd,8.15349E-13
2011,rnt,trn,8.0843E-13
2011,rnt,trd,8.14671E-13
2011,pla,trn,8.07197E-13
2011,pla,trd,8.13433E-13
2011,fof,trn,8.0195E-13
2011,fof,trd,8.08123E-13
2011,fin,trn,8.04177E-13
2011,fin,trd,8.10371E-13
2011,tsv,trn,8.07353E-13
2011,tsv,trd,8.13585E-13
2011,nrs,trn,8.0613E-13
2011,nrs,trd,8.12354E-13
2011,sec,trn,8.08249E-13
2011,sec,trd,8.14491E-13
2011,art,trn,8.08394E-13
2011,art,trd,8.14641E-13
2011,mov,trn,8.07081E-13
2011,mov,trd,8.13312E-13
2011,fpd,trn,8.03483E-13
2011,fpd,trd,8.09671E-13
2011,slg,trn,8.08891E-13
2011,slg,trd,8.15137E-13
2011,pri,trn,8.05691E-13
2011,pri,trd,8.11908E-13
2011,grd,trn,8.01156E-13
2011,grd,trd,8.07309E-13
2011,pip,trn,35.67673782
2011,pip,trd,8.14372E-13
2011,sle,trn,8.08242E-13
2011,sle,trd,8.14491E-13
2011,osv,trn,8.07067E-13
2011,osv,trd,8.13296E-13
2011,trn,trn,63.37290332
2011,trn,trd,8.15164E-13
2011,smn,trn,8.04397E-13
2011,smn,trd,8.10598E-13
2011,fmt,trn,8.07417E-13
2011,fmt,trd,8.13655E-13
2011,pet,trn,8.04841E-13
2011,pet,trd,8.11052E-13
2011,mvt,trn,8.0614E-13
2011,mvt,trd,102.2980424
2011,cep,trn,8.05614E-13
2011,cep,trd,8.11832E-13
2011,wst,trn,8.04951E-13
2011,wst,trd,8.11154E-13
2011,mot,trn,8.06769E-13
2011,mot,trd,8.13E-13
2011,adm,trn,8.0823E-13
2011,adm,trd,8.14474E-13
2011,soc,trn,8.05453E-13
2011,soc,trd,8.11665E-13
2011,alt,trn,8.02569E-13
2011,alt,trd,8.08745E-13
2011,pmt,trn,8.04461E-13
2011,pmt,trd,8.10667E-13
2011,trk,trn,230.4357757
2011,trk,trd,8.17707E-13
2011,fdd,trn,8.08908E-13
2011,fdd,trd,8.1516E-13
2011,gmt,trn,8.0591E-13
2011,gmt,trd,165.603989
2011,wtt,trn,18.66818789
2011,wtt,trd,8.22734E-13
2011,wpd,trn,8.03048E-13
2011,wpd,trd,8.09228E-13
2011,wht,trn,8.05669E-13
2011,wht,trd,1253.603108
2011,wrh,trn,8.07253E-13
2011,wrh,trd,8.13487E-13
2011,ott,trn,8.06768E-13
2011,ott,trd,606.1305582
2011,che,trn,8.06397E-13
2011,che,trd,8.12619E-13
2011,air,trn,3.966847347
2011,air,trd,8.15388E-13
2011,mmf,trn,8.05934E-13
2011,mmf,trd,8.12153E-13
2011,otr,trn,2.473836373
2011,otr,trd,8.13882E-13
2011,min,trn,8.09578E-13
2011,min,trd,8.15836E-13
2012,ppd,trn,1.76438E-12
2012,ppd,trd,1.78093E-12
2012,res,trn,1.7606E-12
2012,res,trd,1.7771E-12
2012,com,trn,1.76257E-12
2012,com,trd,1.77906E-12
2012,amb,trn,1.76584E-12
2012,amb,trd,1.78241E-12
2012,fbp,trn,1.76659E-12
2012,fbp,trd,1.78316E-12
2012,rec,trn,1.75785E-12
2012,rec,trd,1.77432E-12
2012,con,trn,1.76463E-12
2012,con,trd,1.78117E-12
2012,agr,trn,1.77021E-12
2012,agr,trd,1.78687E-12
2012,eec,trn,1.76099E-12
2012,eec,trd,1.77748E-12
2012,fnd,trn,1.76853E-12
2012,fnd,trd,1.78514E-12
2012,pub,trn,1.76879E-12
2012,pub,trd,1.78538E-12
2012,hou,trn,1.77209E-12
2012,hou,trd,1.7887E-12
2012,fbt,trn,1.76428E-12
2012,fbt,trd,169.8359374
2012,ins,trn,1.76883E-12
2012,ins,trd,1.7854E-12
2012,tex,trn,1.75852E-12
2012,tex,trd,1.77497E-12
2012,leg,trn,1.77606E-12
2012,leg,trd,1.79274E-12
2012,fen,trn,1.77609E-12
2012,fen,trd,1.79278E-12
2012,uti,trn,1.77139E-12
2012,uti,trd,1.78802E-12
2012,nmp,trn,1.75863E-12
2012,nmp,trd,1.77508E-12
2012,brd,trn,1.77371E-12
2012,brd,trd,1.79036E-12
2012,bnk,trn,1.76931E-12
2012,bnk,trd,1.78587E-12
2012,ore,trn,1.7713E-12
2012,ore,trd,1.78789E-12
2012,edu,trn,1.77037E-12
2012,edu,trd,1.787E-12
2012,ote,trn,1.76837E-12
2012,ote,trd,1.78496E-12
2012,man,trn,1.77325E-12
2012,man,trd,1.78988E-12
2012,mch,trn,1.76866E-12
2012,mch,trd,1.78527E-12
2012,dat,trn,1.76571E-12
2012,dat,trd,1.78225E-12
2012,amd,trn,1.76123E-12
2012,amd,trd,1.77773E-12
2012,oil,trn,1.75084E-12
2012,oil,trd,1.7672E-12
2012,hos,trn,1.76972E-12
2012,hos,trd,1.78635E-12
2012,rnt,trn,1.76972E-12
2012,rnt,trd,1.78632E-12
2012,pla,trn,1.76834E-12
2012,pla,trd,1.78493E-12
2012,fof,trn,1.75447E-12
2012,fof,trd,1.77087E-12
2012,fin,trn,1.75968E-12
2012,fin,trd,1.77615E-12
2012,tsv,trn,1.76761E-12
2012,tsv,trd,1.7842E-12
2012,nrs,trn,1.76302E-12
2012,nrs,trd,1.77954E-12
2012,sec,trn,1.76862E-12
2012,sec,trd,1.78521E-12
2012,art,trn,1.77016E-12
2012,art,trd,1.78677E-12
2012,mov,trn,1.76529E-12
2012,mov,trd,1.78183E-12
2012,fpd,trn,1.75648E-12
2012,fpd,trd,1.77289E-12
2012,slg,trn,1.7708E-12
2012,slg,trd,1.7874E-12
2012,pri,trn,1.76277E-12
2012,pri,trd,1.77928E-12
2012,grd,trn,1.74947E-12
2012,grd,trd,1.76579E-12
2012,pip,trn,37.81098355
2012,pip,trd,1.78477E-12
2012,sle,trn,1.77015E-12
2012,sle,trd,1.78676E-12
2012,osv,trn,1.76574E-12
2012,osv,trd,1.78231E-12
2012,trn,trn,66.5832187
2012,trn,trd,1.78861E-12
2012,smn,trn,1.7591E-12
2012,smn,trd,1.77559E-12
2012,fmt,trn,1.77046E-12
2012,fmt,trd,1.78707E-12
2012,pet,trn,1.76473E-12
2012,pet,trd,1.78126E-12
2012,mvt,trn,1.76438E-12
2012,mvt,trd,120.9859957
2012,cep,trn,1.76517E-12
2012,cep,trd,1.7817E-12
2012,wst,trn,1.76013E-12
2012,wst,trd,1.77661E-12
2012,mot,trn,1.76432E-12
2012,mot,trd,1.78087E-12
2012,adm,trn,1.7707E-12
2012,adm,trd,1.78729E-12
2012,soc,trn,1.7615E-12
2012,soc,trd,1.77799E-12
2012,alt,trn,1.75537E-12
2012,alt,trd,1.77174E-12
2012,pmt,trn,1.76033E-12
2012,pmt,trd,1.77682E-12
2012,trk,trn,251.1437325
2012,trk,trd,1.79442E-12
2012,fdd,trn,1.7691E-12
2012,fdd,trd,1.78571E-12
2012,gmt,trn,1.76371E-12
2012,gmt,trd,162.864095
2012,wtt,trn,19.01379924
2012,wtt,trd,1.80504E-12
2012,wpd,trn,1.75677E-12
2012,wpd,trd,1.77319E-12
2012,wht,trn,1.76396E-12
2012,wht,trd,1369.184714
2012,wrh,trn,1.76548E-12
2012,wrh,trd,1.78202E-12
2012,ott,trn,1.76611E-12
2012,ott,trd,640.8966263
2012,che,trn,1.76682E-12
2012,che,trd,1.78338E-12
2012,air,trn,4.009188174
2012,air,trd,1.78821E-12
2012,mmf,trn,1.76277E-12
2012,mmf,trd,1.77928E-12
2012,otr,trn,2.608319085
2012,otr,trd,1.78377E-12
2012,min,trn,1.77129E-12
2012,min,trd,1.78791E-12
2013,ppd,trn,6.70083E-12
2013,ppd,trd,6.75933E-12
2013,res,trn,6.68531E-12
2013,res,trd,6.74359E-12
2013,com,trn,6.68437E-12
2013,com,trd,6.74258E-12
2013,amb,trn,6.70849E-12
2013,amb,trd,6.7671E-12
2013,fbp,trn,6.70663E-12
2013,fbp,trd,6.7652E-12
2013,rec,trn,6.6777E-12
2013,rec,trd,6.73598E-12
2013,con,trn,6.69638E-12
2013,con,trd,6.75478E-12
2013,agr,trn,6.72453E-12
2013,agr,trd,6.7834E-12
2013,eec,trn,6.6878E-12
2013,eec,trd,6.74611E-12
2013,fnd,trn,6.71065E-12
2013,fnd,trd,6.76929E-12
2013,pub,trn,6.71027E-12
2013,pub,trd,6.76887E-12
2013,hou,trn,6.7183E-12
2013,hou,trd,6.77698E-12
2013,fbt,trn,6.69235E-12
2013,fbt,trd,171.3623901
2013,ins,trn,6.70704E-12
2013,ins,trd,6.76555E-12
2013,tex,trn,6.67106E-12
2013,tex,trd,6.72913E-12
2013,leg,trn,6.7391E-12
2013,leg,trd,6.79804E-12
2013,fen,trn,6.73949E-12
2013,fen,trd,6.79844E-12
2013,uti,trn,6.72036E-12
2013,uti,trd,6.77909E-12
2013,nmp,trn,6.68461E-12
2013,nmp,trd,6.74288E-12
2013,brd,trn,6.72916E-12
2013,brd,trd,6.78798E-12
2013,bnk,trn,6.7131E-12
2013,bnk,trd,6.77167E-12
2013,ore,trn,6.7181E-12
2013,ore,trd,6.77674E-12
2013,edu,trn,6.71598E-12
2013,edu,trd,6.77469E-12
2013,ote,trn,6.70591E-12
2013,ote,trd,6.76446E-12
2013,man,trn,6.72475E-12
2013,man,trd,6.78346E-12
2013,mch,trn,6.71181E-12
2013,mch,trd,6.77045E-12
2013,dat,trn,6.70374E-12
2013,dat,trd,6.76221E-12
2013,amd,trn,6.68839E-12
2013,amd,trd,6.74673E-12
2013,oil,trn,6.65383E-12
2013,oil,trd,6.71171E-12
2013,hos,trn,6.71821E-12
2013,hos,trd,6.77698E-12
2013,rnt,trn,6.71752E-12
2013,rnt,trd,6.77618E-12
2013,pla,trn,6.71234E-12
2013,pla,trd,6.77096E-12
2013,fof,trn,6.66003E-12
2013,fof,trd,6.71802E-12
2013,fin,trn,6.68168E-12
2013,fin,trd,6.73994E-12
2013,tsv,trn,6.7173E-12
2013,tsv,trd,6.77608E-12
2013,nrs,trn,6.68736E-12
2013,nrs,trd,6.74571E-12
2013,sec,trn,6.71495E-12
2013,sec,trd,6.77361E-12
2013,art,trn,6.71596E-12
2013,art,trd,6.77462E-12
2013,mov,trn,6.69382E-12
2013,mov,trd,6.7522E-12
2013,fpd,trn,6.66018E-12
2013,fpd,trd,6.71814E-12
2013,slg,trn,6.7163E-12
2013,slg,trd,6.77493E-12
2013,pri,trn,6.68965E-12
2013,pri,trd,6.74798E-12
2013,grd,trn,6.65399E-12
2013,grd,trd,6.71185E-12
2013,pip,trn,40.55296504
2013,pip,trd,6.76319E-12
2013,sle,trn,6.71449E-12
2013,sle,trd,6.77314E-12
2013,osv,trn,6.70364E-12
2013,osv,trd,6.76218E-12
2013,trn,trn,69.70605741
2013,trn,trd,6.78027E-12
2013,smn,trn,6.68135E-12
2013,smn,trd,6.73966E-12
2013,fmt,trn,6.71772E-12
2013,fmt,trd,6.7764E-12
2013,pet,trn,6.70126E-12
2013,pet,trd,6.75974E-12
2013,mvt,trn,6.69232E-12
2013,mvt,trd,128.1871208
2013,cep,trn,6.69739E-12
2013,cep,trd,6.75578E-12
2013,wst,trn,6.67775E-12
2013,wst,trd,6.73592E-12
2013,mot,trn,6.69936E-12
2013,mot,trd,6.75784E-12
2013,adm,trn,6.71389E-12
2013,adm,trd,6.77246E-12
2013,soc,trn,6.68001E-12
2013,soc,trd,6.73825E-12
2013,alt,trn,6.65532E-12
2013,alt,trd,6.71317E-12
2013,pmt,trn,6.68157E-12
2013,pmt,trd,6.73983E-12
2013,trk,trn,259.8520687
2013,trk,trd,6.79692E-12
2013,fdd,trn,6.71089E-12
2013,fdd,trd,6.76954E-12
2013,gmt,trn,6.69008E-12
2013,gmt,trd,166.9517541
2013,wtt,trn,16.15722783
2013,wtt,trd,6.81377E-12
2013,wpd,trn,6.67374E-12
2013,wpd,trd,6.73186E-12
2013,wht,trn,6.69362E-12
2013,wht,trd,1429.079602
2013,wrh,trn,6.69297E-12
2013,wrh,trd,6.75133E-12
2013,ott,trn,6.70051E-12
2013,ott,trd,687.0705124
2013,che,trn,6.70519E-12
2013,che,trd,6.7637E-12
2013,air,trn,3.202096119
2013,air,trd,6.7861E-12
2013,mmf,trn,6.68657E-12
2013,mmf,trd,6.74488E-12
2013,otr,trn,2.318875461
2013,otr,trd,6.76101E-12
2013,min,trn,6.72073E-12
2013,min,trd,6.77947E-12
2014,ppd,trn,9.13096E-12
2014,ppd,trd,9.20193E-12
2014,res,trn,9.11313E-12
2014,res,trd,9.18387E-12
2014,com,trn,9.10963E-12
2014,com,trd,9.18027E-12
2014,amb,trn,9.14375E-12
2014,amb,trd,9.21489E-12
2014,fbp,trn,9.13844E-12
2014,fbp,trd,9.20948E-12
2014,rec,trn,9.10098E-12
2014,rec,trd,9.17173E-12
2014,con,trn,9.12698E-12
2014,con,trd,9.19786E-12
2014,agr,trn,9.16001E-12
2014,agr,trd,9.23141E-12
2014,eec,trn,9.10827E-12
2014,eec,trd,9.17897E-12
2014,fnd,trn,9.14441E-12
2014,fnd,trd,9.21557E-12
2014,pub,trn,9.13988E-12
2014,pub,trd,9.21094E-12
2014,hou,trn,9.14907E-12
2014,hou,trd,9.22026E-12
2014,fbt,trn,9.11434E-12
2014,fbt,trd,177.3233966
2014,ins,trn,9.13848E-12
2014,ins,trd,9.20945E-12
2014,tex,trn,9.08514E-12
2014,tex,trd,9.15554E-12
2014,leg,trn,9.18142E-12
2014,leg,trd,9.25291E-12
2014,fen,trn,9.1858E-12
2014,fen,trd,9.25733E-12
2014,uti,trn,9.15739E-12
2014,uti,trd,9.22866E-12
2014,nmp,trn,9.11677E-12
2014,nmp,trd,9.18759E-12
2014,brd,trn,9.16845E-12
2014,brd,trd,9.23983E-12
2014,bnk,trn,9.14643E-12
2014,bnk,trd,9.2175E-12
2014,ore,trn,9.15167E-12
2014,ore,trd,9.22282E-12
2014,edu,trn,9.14816E-12
2014,edu,trd,9.21937E-12
2014,ote,trn,9.13421E-12
2014,ote,trd,9.20524E-12
2014,man,trn,9.16154E-12
2014,man,trd,9.23278E-12
2014,mch,trn,9.14375E-12
2014,mch,trd,9.21488E-12
