yr,j,Value
2014,rnt,0.022711913
2014,pla,0.006014959
2014,fof,0.018245856
2014,fin,0.004829218
2014,tsv,0.006683043
2014,nrs,0.013885395
2014,sec,0.007017903
2014,art,0.01399399
2014,mov,0.024198011
2014,fpd,0.00493476
2014,pri,0.008336574
2014,grd,0.01316674
2014,pip,0.066810448
2014,osv,0.014728331
2014,trn,0.012797483
2014,smn,0.013981082
2014,fmt,0.007616059
2014,pet,0.004121512
2014,mvt,0.01454112
2014,cep,0.021093691
2014,wst,0.019517206
2014,mot,0.004962467
2014,adm,0.004320518
2014,soc,0.005549043
2014,alt,0.014179928
2014,pmt,0.008605709
2014,trk,0.010574876
2014,gmt,0.016011481
2014,wtt,0.013980093
2014,wpd,0.005951587
2014,wht,0.006811049
2014,wrh,0.005631717
2014,ott,0.01399707
2014,che,0.01425641
2014,air,0.015967332
2014,mmf,0.008807294
2014,otr,0.009246793
2014,min,0.022049378
2015,ppd,0.008752891
2015,res,0.005634219
2015,com,0.004722916
2015,amb,0.007742899
2015,fbp,0.006822553
2015,rec,0.025585636
2015,con,0.005415342
2015,agr,0.022723791
2015,eec,0.008396033
2015,pub,0.013698844
2015,hou,0.11722288
2015,fbt,0.014710491
2015,ins,0.005956175
2015,tex,0.010645649
2015,leg,0.003585384
2015,uti,0.061089625
2015,nmp,0.011029041
2015,brd,0.004425753
2015,bnk,0.019615296
2015,ore,0.022798352
2015,edu,0.022631924
2015,ote,0.007230515
2015,man,0.0126524
2015,mch,0.00864223
2015,dat,0.009911275
2015,amd,0.022109883
2015,oil,0.089284007
2015,hos,0.013130168
2015,rnt,0.025038544
2015,pla,0.006125784
2015,fof,0.019711303
2015,fin,0.004315905
2015,tsv,0.006645584
2015,nrs,0.013849191
2015,sec,0.00710478
2015,art,0.013959896
2015,mov,0.024044443
2015,fpd,0.004750465
2015,pri,0.008323584
2015,grd,0.012624083
2015,pip,0.065689916
2015,osv,0.014816224
2015,trn,0.014340206
2015,smn,0.01713863
2015,fmt,0.007980531
2015,pet,0.006442334
2015,mvt,0.013550535
2015,cep,0.021911415
2015,wst,0.019941396
2015,mot,0.004781949
2015,adm,0.004307176
2015,soc,0.005607156
2015,alt,0.014426687
2015,pmt,0.010138929
2015,trk,0.011186624
2015,gmt,0.016059991
2015,wtt,0.015427066
2015,wpd,0.005971334
2015,wht,0.006968291
2015,wrh,0.005692615
2015,ott,0.01353284
2015,che,0.015808279
2015,air,0.016772611
2015,mmf,0.008768047
2015,otr,0.009459677
2015,min,0.026236956
2016,ppd,0.009223459
2016,res,0.005599022
2016,com,0.004664202
2016,amb,0.007725502
2016,fbp,0.00717187
2016,rec,0.02569201
2016,con,0.00533974
2016,agr,0.022707206
2016,eec,0.008782644
2016,pub,0.013845195
2016,hou,0.116506151
2016,fbt,0.015112134
2016,ins,0.005882973
2016,tex,0.010999101
2016,leg,0.003640915
2016,uti,0.070657026
2016,nmp,0.011075542
2016,brd,0.004279204
2016,bnk,0.019708771
2016,ore,0.022045511
2016,edu,0.022981662
2016,ote,0.008125196
2016,man,0.012987059
2016,mch,0.009634791
2016,dat,0.01068202
2016,amd,0.023738119
2016,oil,0.101305905
2016,hos,0.01307281
2016,rnt,0.026823024
2016,pla,0.006517547
2016,fof,0.021394853
2016,fin,0.004642681
2016,tsv,0.006717534
2016,nrs,0.01399389
2016,sec,0.007430459
2016,art,0.01445041
2016,mov,0.023982389
2016,fpd,0.004885158
2016,pri,0.008305845
2016,grd,0.01172001
2016,pip,0.071555987
2016,osv,0.015102605
2016,trn,0.016572842
2016,smn,0.032560053
2016,fmt,0.008671225
2016,pet,0.007942937
2016,mvt,0.013221267
2016,cep,0.023129204
2016,wst,0.019772364
2016,mot,0.004825772
2016,adm,0.004376721
2016,soc,0.005628326
2016,alt,0.014839062
2016,pmt,0.0114742
2016,trk,0.011807007
2016,gmt,0.016860243
2016,wtt,0.016868706
2016,wpd,0.005961422
2016,wht,0.007439079
2016,wrh,0.005860997
2016,ott,0.013541908
2016,che,0.017086859
2016,air,0.018112528
2016,mmf,0.009000814
2016,otr,0.00959292
2016,min,0.03097693
2017,ppd,0.009486053
2017,res,0.005559891
2017,com,0.004537518
2017,amb,0.007752963
2017,fbp,0.007287805
2017,rec,0.027020805
2017,con,0.005392489
2017,agr,0.023969632
2017,eec,0.008842836
2017,pub,0.014361962
2017,hou,0.118478946
2017,fbt,0.015306192
2017,ins,0.005626532
2017,tex,0.010949108
2017,leg,0.003532446
2017,uti,0.073401818
2017,nmp,0.011296756
2017,brd,0.004341179
2017,bnk,0.019264473
2017,ore,0.021572061
2017,edu,0.023710571
2017,ote,0.008536482
2017,man,0.012673331
2017,mch,0.009249516
2017,dat,0.011181969
2017,amd,0.025114705
2017,oil,0.078619341
2017,hos,0.013278654
2017,rnt,0.02791465
2017,pla,0.007061335
2017,fof,0.021777802
2017,fin,0.004762211
2017,tsv,0.006776611
2017,nrs,0.014416391
2017,sec,0.007317922
2017,art,0.014614316
2017,mov,0.024606339
2017,fpd,0.00501157
2017,pri,0.008835676
2017,grd,0.011278195
2017,pip,0.076294512
2017,osv,0.015491072
2017,trn,0.016729715
2017,smn,0.021996138
2017,fmt,0.008427942
2017,pet,0.006762344
2017,mvt,0.013428445
2017,cep,0.023372799
2017,wst,0.019438951
2017,mot,0.005004486
2017,adm,0.004421342
2017,soc,0.00557444
2017,alt,0.014610048
2017,pmt,0.010935558
2017,trk,0.011816533
2017,gmt,0.017585473
2017,wtt,0.01776428
2017,wpd,0.005930418
2017,wht,0.007477806
2017,wrh,0.006070386
2017,ott,0.013620209
2017,che,0.017933927
2017,air,0.018428298
2017,mmf,0.009234535
2017,otr,0.009520813
2017,min,0.02864269
