yr,i,j,Value
2001,sec,slg,16.21406198
2001,sec,pri,0.211345927
2001,sec,grd,0.49097236
2001,sec,pip,0.111463686
2001,sec,sle,2.31624865
2001,sec,osv,14.0687516
2001,sec,trn,0.486093882
2001,sec,smn,2.384855906
2001,sec,fmt,3.615253573
2001,sec,pet,0.030564563
2001,sec,mvt,0.128865064
2001,sec,cep,1.003374333
2001,sec,wst,0.063618363
2001,sec,mot,1.646442671
2001,sec,adm,1.435413738
2001,sec,soc,0.90037234
2001,sec,alt,0.034415831
2001,sec,pmt,1.655903472
2001,sec,trk,0.376101399
2001,sec,fdd,0.003028906
2001,sec,gmt,0.211000934
2001,sec,wtt,3.34475691
2001,sec,wpd,0.070022658
2001,sec,wht,1.431801477
2001,sec,wrh,0.014789406
2001,sec,ott,0.671941069
2001,sec,che,0.10161349
2001,sec,air,8.438078101
2001,sec,mmf,1.41950433
2001,sec,otr,0.484837548
2001,sec,min,3.257748204
2001,art,ppd,0.046856774
2001,art,res,1.078004682
2001,art,com,0.369199984
2001,art,amb,0.311193159
2001,art,fbp,0.111427266
2001,art,rec,0.463777751
2001,art,con,0.086080706
2001,art,agr,0.046706685
2001,art,eec,0.011058397
2001,art,fnd,0.017086745
2001,art,pub,0.194250026
2001,art,hou,0.002997659
2001,art,fbt,0.202201902
2001,art,ins,0.127017482
2001,art,tex,0.014930017
2001,art,leg,0.455671398
2001,art,fen,0.037058501
2001,art,uti,0.32222305
2001,art,nmp,0.024928307
2001,art,brd,10.58875884
2001,art,bnk,0.744688135
2001,art,ore,1.976192724
2001,art,edu,0.33247407
2001,art,ote,0.014025268
2001,art,man,1.260282807
2001,art,mch,0.058303484
2001,art,dat,0.09982623
2001,art,amd,0.085032915
2001,art,hos,0.156546842
2001,art,rnt,0.157918885
2001,art,pla,0.095781391
2001,art,fof,0.006964831
2001,art,fin,0.067322094
2001,art,tsv,2.303335376
2001,art,nrs,0.084860041
2001,art,sec,0.27771605
2001,art,art,8.69119576
2001,art,mov,3.710294629
2001,art,fpd,0.018840479
2001,art,slg,0.625542802
2001,art,pri,0.073845194
2001,art,grd,0.002994588
2001,art,sle,0.021966365
2001,art,osv,0.992334349
2001,art,trn,0.174720745
2001,art,smn,0.003032046
2001,art,fmt,0.120815624
2001,art,pet,0.011955171
2001,art,mvt,0.175940282
2001,art,cep,0.035096868
2001,art,wst,0.046485548
2001,art,mot,0.045285453
2001,art,adm,1.065539921
2001,art,soc,0.065839003
2001,art,alt,0.007948966
2001,art,pmt,0.04184392
2001,art,trk,0.017455552
2001,art,fdd,0.622158074
2001,art,gmt,0.013883945
2001,art,wpd,0.023917078
2001,art,wht,0.529277182
2001,art,wrh,0.019925406
2001,art,ott,0.135800712
2001,art,che,0.041867657
2001,art,air,0.051003405
2001,art,mmf,0.040923543
2001,art,otr,0.11490269
2001,mov,res,1.135376449
2001,mov,com,0.011945715
2001,mov,amb,0.014966128
2001,mov,rec,0.126980748
2001,mov,fnd,0.236275954
2001,mov,pub,0.03985926
2001,mov,fbt,0.145752433
2001,mov,leg,0.004998058
2001,mov,fen,0.004007665
2001,mov,brd,24.78243768
2001,mov,bnk,0.009023406
2001,mov,ore,0.03799693
2001,mov,edu,4.409726547
2001,mov,man,0.079106363
2001,mov,dat,0.002476115
2001,mov,amd,1.038741612
2001,mov,hos,0.000997554
2001,mov,rnt,0.168968556
2001,mov,tsv,0.73402853
2001,mov,nrs,0.028961746
2001,mov,sec,0.007202351
2001,mov,art,0.122098869
2001,mov,mov,15.9951951
2001,mov,slg,0.672579851
2001,mov,pip,0.060689073
2001,mov,osv,0.615027714
2001,mov,mvt,0.140201974
2001,mov,adm,0.02299761
2001,mov,soc,0.128727541
2001,mov,trk,0.000970208
2001,mov,fdd,0.725403863
2001,mov,wht,0.006953415
2001,mov,ott,0.008924172
2001,mov,air,0.004251616
2001,mov,otr,0.00302478
2001,fpd,res,0.238603455
2001,fpd,com,0.004967447
2001,fpd,amb,0.425185425
2001,fpd,rec,0.160655058
2001,fpd,con,17.38338397
2001,fpd,agr,0.014881441
2001,fpd,eec,0.002007354
2001,fpd,pub,0.002983517
2001,fpd,hou,0.040899212
2001,fpd,leg,0.0498808
2001,fpd,fen,0.846929997
2001,fpd,brd,0.136059388
2001,fpd,ore,0.013971002
2001,fpd,ote,0.204028721
2001,fpd,man,0.029980668
2001,fpd,mch,0.376338296
2001,fpd,dat,0.167962695
2001,fpd,amd,0.001997514
2001,fpd,hos,0.03882256
2001,fpd,pla,0.351608894
2001,fpd,tsv,0.066869224
2001,fpd,nrs,0.000996802
2001,fpd,art,0.148824105
2001,fpd,fpd,3.092573342
2001,fpd,slg,0.005966562
2001,fpd,sle,1.356654702
2001,fpd,osv,0.188940078
2001,fpd,mvt,0.107173733
2001,fpd,cep,1.656826935
2001,fpd,mot,0.02411232
2001,fpd,adm,0.004989548
2001,fpd,soc,0.060749723
2001,fpd,gmt,0.004950256
2001,fpd,wpd,0.729247825
2001,fpd,wht,0.14473737
2001,fpd,ott,0.379999666
2001,fpd,mmf,0.216234313
2001,pri,res,0.828984236
2001,pri,com,0.454987821
2001,pri,amb,2.415395952
2001,pri,fbp,0.24193013
2001,pri,rec,0.28021255
2001,pri,con,0.056322757
2001,pri,agr,0.055920719
2001,pri,eec,0.009091207
2001,pri,fnd,1.995616271
2001,pri,pub,12.65037223
2001,pri,fbt,0.254978769
2001,pri,ins,2.33452815
2001,pri,leg,1.184843198
2001,pri,fen,0.132845592
2001,pri,uti,0.039215199
2001,pri,brd,0.692791381
2001,pri,bnk,1.206502304
2001,pri,ore,0.052229677
2001,pri,edu,1.151153364
2001,pri,man,1.043060169
2001,pri,mch,0.029291671
2001,pri,dat,1.327736103
2001,pri,amd,0.833320885
2001,pri,oil,0.015046046
2001,pri,hos,1.399708258
2001,pri,rnt,0.428841055
2001,pri,tsv,7.134218693
2001,pri,nrs,0.17455304
2001,pri,sec,2.162912423
2001,pri,art,1.148061768
2001,pri,mov,1.415530656
2001,pri,slg,16.03461489
2001,pri,pri,5.083855957
2001,pri,grd,0.048144349
2001,pri,pip,0.004839104
2001,pri,sle,0.493621569
2001,pri,osv,2.27193524
2001,pri,trn,0.035894928
2001,pri,fmt,0.004046515
2001,pri,pet,0.004004384
2001,pri,mvt,0.162810582
2001,pri,wst,0.021865346
2001,pri,mot,0.003033546
2001,pri,adm,3.069426341
2001,pri,soc,1.54868567
2001,pri,alt,1.664406821
2001,pri,trk,0.242669806
2001,pri,fdd,0.735775023
2001,pri,gmt,0.109618841
2001,pri,wpd,0.021028769
2001,pri,wht,4.809590604
2001,pri,wrh,0.004004409
2001,pri,ott,2.974268115
2001,pri,che,1.206015275
2001,pri,air,0.029887089
2001,pri,otr,0.466874661
2001,pri,min,0.009990527
2001,grd,ppd,0.06025541
2001,grd,res,0.198526092
2001,grd,com,0.547792667
2001,grd,amb,0.538035837
2001,grd,fbp,0.149630838
2001,grd,rec,0.037080432
2001,grd,con,0.281005481
2001,grd,eec,0.019151259
2001,grd,fnd,0.00100786
2001,grd,pub,0.195766099
2001,grd,hou,0.047087322
2001,grd,fbt,0.001987742
2001,grd,ins,0.194541312
2001,grd,tex,0.009979875
2001,grd,leg,0.326629845
2001,grd,fen,0.006025417
2001,grd,uti,0.251839686
2001,grd,nmp,0.044990317
2001,grd,brd,0.190286737
2001,grd,bnk,0.821023483
2001,grd,ore,0.989215145
2001,grd,edu,0.121493756
2001,grd,ote,0.023102516
2001,grd,man,0.039143198
2001,grd,mch,0.101796391
2001,grd,dat,0.181258139
2001,grd,amd,0.033100319
2001,grd,oil,0.001001005
2001,grd,hos,0.237944372
2001,grd,rnt,0.204436406
2001,grd,pla,0.121045429
2001,grd,fof,0.000997735
2001,grd,fin,0.041305862
2001,grd,tsv,1.115631342
2001,grd,nrs,0.188189128
2001,grd,sec,0.335149948
2001,grd,art,0.497555284
2001,grd,mov,0.079194552
2001,grd,fpd,0.044741548
2001,grd,slg,4.25563076
2001,grd,pri,0.134075122
2001,grd,pip,0.000965767
2001,grd,sle,0.064071911
2001,grd,osv,0.094375925
2001,grd,trn,0.127770806
2001,grd,smn,0.011146546
2001,grd,fmt,0.220059986
2001,grd,pet,0.009989171
2001,grd,mvt,0.01694332
2001,grd,cep,0.115623319
2001,grd,wst,0.073386303
2001,grd,mot,0.09484562
2001,grd,adm,0.77471688
2001,grd,soc,0.038008107
2001,grd,alt,0.008966457
2001,grd,pmt,0.050775187
2001,grd,fdd,0.003067789
2001,grd,gmt,0.00298313
2001,grd,wpd,0.040967095
2001,grd,wht,0.181211583
2001,grd,wrh,0.000999031
2001,grd,ott,0.028823068
2001,grd,che,0.087956135
2001,grd,air,0.001065308
2001,grd,mmf,0.082064596
2001,grd,otr,0.023243137
2001,grd,min,0.003987546
2001,pip,oil,0.602368234
2001,sle,ppd,0.057153233
2001,sle,res,0.43986584
2001,sle,com,0.068801022
2001,sle,amb,0.20087577
2001,sle,fbp,0.172455779
2001,sle,rec,0.082122103
2001,sle,eec,0.020145526
2001,sle,fnd,0.095671676
2001,sle,pub,0.046911737
2001,sle,fbt,0.075479691
2001,sle,ins,0.021044223
2001,sle,tex,0.018948744
2001,sle,leg,0.194241988
2001,sle,fen,0.06924488
2001,sle,uti,3.110253281
2001,sle,nmp,0.028973905
2001,sle,brd,0.050573946
2001,sle,bnk,0.150636008
2001,sle,ore,0.219341563
2001,sle,edu,0.026088299
2001,sle,ote,0.020075452
2001,sle,man,0.072215063
2001,sle,mch,0.040288019
2001,sle,dat,0.014058639
2001,sle,amd,0.142334429
2001,sle,hos,0.115893468
2001,sle,rnt,0.283411632
2001,sle,pla,0.067978975
2001,sle,fof,0.007975546
2001,sle,tsv,0.430722183
2001,sle,nrs,0.082026352
2001,sle,sec,0.036069113
2001,sle,art,0.018044124
2001,sle,mov,0.017030231
2001,sle,fpd,0.0248393
2001,sle,slg,1.72663551
2001,sle,pri,0.023997027
2001,sle,grd,0.002000364
2001,sle,pip,0.00385987
2001,sle,sle,0.205089957
2001,sle,osv,0.283937985
2001,sle,fmt,0.070613541
2001,sle,pet,0.01497348
2001,sle,mvt,0.073702588
2001,sle,cep,0.154729259
2001,sle,wst,0.037658843
2001,sle,mot,0.066548546
2001,sle,adm,0.4186422
2001,sle,soc,0.592720382
2001,sle,alt,0.010951469
2001,sle,pmt,0.09928113
2001,sle,trk,0.040812267
2001,sle,fdd,0.169635277
2001,sle,gmt,0.037759762
2001,sle,wpd,0.016974721
2001,sle,wht,0.181086967
2001,sle,wrh,0.03194362
2001,sle,ott,0.186724231
2001,sle,che,0.190774003
2001,sle,air,0.001064624
2001,sle,mmf,0.024002478
2001,sle,otr,0.020197731
2001,osv,ppd,1.911931137
2001,osv,res,6.999318623
2001,osv,com,2.268633893
2001,osv,amb,4.462664033
2001,osv,fbp,3.388105439
2001,osv,rec,1.295470488
2001,osv,con,7.794855113
2001,osv,agr,0.45886763
2001,osv,eec,0.710887939
2001,osv,fnd,0.294968267
2001,osv,pub,1.77802493
2001,osv,hou,0.440361022
2001,osv,fbt,1.858523739
2001,osv,ins,5.835211003
2001,osv,tex,0.502462494
2001,osv,leg,1.10498781
2001,osv,fen,1.541912694
2001,osv,uti,4.767979465
2001,osv,nmp,1.225463037
2001,osv,brd,9.518741932
2001,osv,bnk,9.498782853
2001,osv,ore,7.900524807
2001,osv,edu,1.320004969
2001,osv,ote,0.618106532
2001,osv,man,5.091376923
2001,osv,mch,1.689490461
2001,osv,dat,0.634021697
2001,osv,amd,1.208415032
2001,osv,oil,0.158977692
2001,osv,hos,4.066824376
2001,osv,rnt,3.957355981
2001,osv,pla,1.909735129
2001,osv,fof,0.913872534
2001,osv,fin,0.416658969
2001,osv,tsv,6.266303839
2001,osv,nrs,0.897971891
2001,osv,sec,1.912038808
2001,osv,art,0.875833983
2001,osv,mov,0.780110317
2001,osv,fpd,0.503562133
2001,osv,slg,16.74943192
2001,osv,pri,1.2364103
2001,osv,grd,0.560886383
2001,osv,pip,0.365585875
2001,osv,sle,0.53204587
2001,osv,osv,20.19864861
2001,osv,trn,0.123766195
2001,osv,smn,0.152854974
2001,osv,fmt,2.943555146
2001,osv,pet,0.098790022
2001,osv,mvt,1.200727644
2001,osv,cep,3.414901604
2001,osv,wst,1.626679179
2001,osv,mot,1.651036186
2001,osv,adm,6.403571492
2001,osv,soc,0.476606907
2001,osv,alt,0.142318578
2001,osv,pmt,2.709508412
2001,osv,trk,9.857440982
2001,osv,fdd,1.695767431
2001,osv,gmt,1.226756601
2001,osv,wtt,0.027564359
2001,osv,wpd,0.780561127
2001,osv,wht,10.50230581
2001,osv,wrh,0.188600338
2001,osv,ott,4.681341435
2001,osv,che,3.567512459
2001,osv,air,0.725774971
2001,osv,mmf,0.715821282
2001,osv,otr,1.455747511
2001,osv,min,0.121492761
2001,trn,com,0.008287922
2001,trn,amb,0.006229542
2001,trn,fnd,0.012551325
2001,trn,fbt,0.00412813
2001,trn,ins,0.054130894
2001,trn,leg,0.020802413
2001,trn,fen,0.096945246
2001,trn,uti,0.218722085
2001,trn,brd,0.110286949
2001,trn,bnk,0.008344913
2001,trn,hos,0.003113898
2001,trn,rnt,0.002080707
2001,trn,tsv,0.113420236
2001,trn,sec,0.004277696
2001,trn,slg,0.169019317
2001,trn,pri,0.00207755
2001,trn,pip,0.001003935
2001,trn,osv,0.005210954
2001,trn,trn,0.020122984
2001,trn,mvt,0.001034946
2001,trn,adm,0.052020478
2001,trn,trk,2.898382164
2001,trn,fdd,0.02121545
2001,trn,wht,0.020677132
2001,trn,wrh,0.011408227
2001,trn,ott,0.010320877
2001,trn,otr,0.027267746
2001,smn,man,0.00100136
2001,smn,oil,2.804713085
2001,smn,tsv,0.01899889
2001,smn,smn,0.192070774
2001,smn,min,1.152575031
2001,fmt,ppd,3.318920684
2001,fmt,res,1.882199374
2001,fmt,com,0.941934626
2001,fmt,amb,0.218934688
2001,fmt,fbp,12.57786766
2001,fmt,rec,0.56488142
2001,fmt,con,70.15126144
2001,fmt,agr,1.11925776
2001,fmt,eec,9.386358236
2001,fmt,fnd,0.574047195
2001,fmt,pub,3.2353205
2001,fmt,fbt,0.091551672
2001,fmt,ins,0.004966916
2001,fmt,tex,1.152678117
2001,fmt,leg,0.02679805
2001,fmt,fen,0.424788835
2001,fmt,uti,1.895430982
2001,fmt,nmp,2.451172453
2001,fmt,brd,6.35644186
2001,fmt,bnk,0.091587184
2001,fmt,ore,0.313735037
2001,fmt,edu,0.239715144
2001,fmt,ote,9.134513246
2001,fmt,man,0.381795699
2001,fmt,mch,19.97844703
2001,fmt,dat,0.578503279
2001,fmt,amd,0.311999148
2001,fmt,oil,2.40236808
2001,fmt,hos,0.257492126
2001,fmt,rnt,0.462610913
2001,fmt,pla,5.927943281
2001,fmt,fof,0.131432575
2001,fmt,fin,0.008982443
2001,fmt,tsv,2.27386064
2001,fmt,nrs,0.015865512
2001,fmt,sec,0.042916391
2001,fmt,art,0.020868205
2001,fmt,mov,0.059583048
2001,fmt,fpd,3.474531453
2001,fmt,slg,3.203443962
2001,fmt,pri,1.816775401
2001,fmt,grd,0.12095359
2001,fmt,pip,0.321293906
2001,fmt,sle,1.521285504
2001,fmt,osv,2.2179294
2001,fmt,trn,0.241554266
2001,fmt,smn,0.223871909
2001,fmt,fmt,23.67888804
2001,fmt,pet,0.094002913
2001,fmt,mvt,0.21719579
2001,fmt,cep,18.50881949
2001,fmt,wst,0.732791881
2001,fmt,mot,30.88314497
2001,fmt,adm,1.031528672
2001,fmt,soc,0.70148727
2001,fmt,alt,0.391783457
2001,fmt,pmt,3.354324826
2001,fmt,trk,0.556610064
2001,fmt,fdd,2.988857319
2001,fmt,gmt,0.068946546
2001,fmt,wtt,1.0570785
2001,fmt,wpd,2.522962813
2001,fmt,wht,0.976393495
2001,fmt,wrh,0.122699333
2001,fmt,ott,1.202058281
2001,fmt,che,7.350424389
2001,fmt,air,0.081297494
2001,fmt,mmf,3.835632647
2001,fmt,otr,0.424491408
2001,fmt,min,0.546069563
2001,pet,ppd,0.897141071
2001,pet,res,2.224623864
2001,pet,com,0.490748961
2001,pet,amb,0.45379478
2001,pet,fbp,1.862558637
2001,pet,rec,0.72880347
2001,pet,con,31.13147537
2001,pet,agr,5.239024769
2001,pet,eec,0.846085494
2001,pet,fnd,0.261445679
2001,pet,pub,0.300148344
2001,pet,hou,0.012042557
2001,pet,fbt,0.366353676
2001,pet,ins,0.033147785
2001,pet,tex,0.169944677
2001,pet,leg,0.061220822
2001,pet,fen,1.490775549
2001,pet,uti,25.90875088
2001,pet,nmp,0.540795163
2001,pet,brd,0.565729043
2001,pet,bnk,4.143217318
2001,pet,ore,1.161549539
2001,pet,edu,0.339949733
2001,pet,ote,0.219339579
2001,pet,man,0.782169637
2001,pet,mch,1.465899776
2001,pet,dat,0.170846227
2001,pet,amd,0.56566167
2001,pet,oil,2.235764053
2001,pet,hos,0.190276289
2001,pet,rnt,0.837191787
2001,pet,pla,0.723489667
2001,pet,fof,0.774468812
2001,pet,fin,0.345128538
2001,pet,tsv,0.853444248
2001,pet,nrs,0.497336145
2001,pet,sec,1.08043271
2001,pet,art,0.109525772
2001,pet,mov,0.169701433
2001,pet,fpd,0.212136149
2001,pet,slg,44.98123365
2001,pet,pri,2.027548547
2001,pet,grd,1.183979197
2001,pet,pip,0.004836683
2001,pet,sle,8.159875934
2001,pet,osv,1.719724741
2001,pet,trn,2.290309651
2001,pet,smn,0.424274052
2001,pet,fmt,1.317511922
2001,pet,pet,5.192134386
2001,pet,mvt,0.462237612
2001,pet,cep,0.945674378
2001,pet,wst,1.512939901
2001,pet,mot,0.433583327
2001,pet,adm,5.377940092
2001,pet,soc,0.219416333
2001,pet,alt,0.090814359
2001,pet,pmt,1.798642257
2001,pet,trk,8.694754028
2001,pet,fdd,7.631849032
2001,pet,gmt,0.114545796
2001,pet,wtt,0.583467453
2001,pet,wpd,0.592524007
2001,pet,wht,1.847103055
2001,pet,wrh,0.039023817
2001,pet,ott,0.868151451
2001,pet,che,12.6600387
2001,pet,air,15.17681331
2001,pet,mmf,0.391967936
2001,pet,otr,6.09177331
2001,pet,min,2.124951353
2001,cep,ppd,0.9496015
2001,cep,res,0.213423884
2001,cep,com,3.885068677
2001,cep,amb,2.557373538
2001,cep,fbp,1.700562935
2001,cep,rec,0.099218595
2001,cep,con,4.972983903
2001,cep,agr,0.010850673
2001,cep,eec,4.041790187
2001,cep,fnd,0.983798341
2001,cep,pub,3.183996488
2001,cep,hou,0.027772367
2001,cep,fbt,0.208576337
2001,cep,ins,0.064532168
2001,cep,tex,1.091738731
2001,cep,leg,1.493867994
2001,cep,uti,0.062581534
2001,cep,nmp,0.981878473
2001,cep,brd,11.27347392
2001,cep,bnk,0.521346938
2001,cep,ore,0.084341814
2001,cep,edu,0.929476727
2001,cep,ote,10.70844384
2001,cep,man,2.309321047
2001,cep,mch,5.748885629
2001,cep,dat,1.504521777
2001,cep,amd,0.622643594
2001,cep,oil,0.022790917
2001,cep,hos,0.146487218
2001,cep,rnt,0.152791326
2001,cep,pla,1.613341361
2001,cep,fof,0.001975346
2001,cep,fin,0.288269439
2001,cep,tsv,4.952950517
2001,cep,nrs,0.100092844
2001,cep,sec,0.354371253
2001,cep,art,0.014897226
2001,cep,mov,2.292616723
2001,cep,fpd,0.860250806
2001,cep,slg,1.665058547
2001,cep,pri,1.863267335
2001,cep,grd,0.001981761
2001,cep,pip,0.006689608
2001,cep,sle,0.853367821
2001,cep,osv,2.323004435
2001,cep,trn,0.052688513
2001,cep,smn,0.026086691
2001,cep,fmt,2.690550742
2001,cep,pet,0.055379999
2001,cep,mvt,0.399604471
2001,cep,cep,144.8423661
2001,cep,wst,0.128605183
2001,cep,mot,12.92816334
2001,cep,adm,2.193827719
2001,cep,soc,0.161406742
2001,cep,alt,0.070026189
2001,cep,pmt,1.115696903
2001,cep,trk,0.099128995
2001,cep,fdd,7.499286782
2001,cep,gmt,0.117140593
2001,cep,wtt,0.001012056
2001,cep,wpd,0.576709125
2001,cep,wht,2.745119328
2001,cep,wrh,0.081092664
2001,cep,ott,0.99079823
2001,cep,che,3.071450306
2001,cep,air,0.001055326
2001,cep,mmf,2.089596892
2001,cep,otr,0.111064734
2001,cep,min,0.027632975
2001,wst,ppd,0.260822217
2001,wst,res,1.920051798
2001,wst,com,0.122920678
2001,wst,amb,0.839358234
2001,wst,fbp,0.784288061
2001,wst,rec,0.51190121
2001,wst,con,2.104774009
2001,wst,agr,0.252485385
2001,wst,eec,0.080761199
2001,wst,fnd,0.18268495
2001,wst,pub,0.179064588
2001,wst,hou,0.002006887
2001,wst,fbt,0.325493388
2001,wst,ins,0.46601582
2001,wst,tex,0.08396144
2001,wst,leg,0.094327713
2001,wst,fen,0.112648236
2001,wst,uti,0.918478176
2001,wst,nmp,0.134179413
2001,wst,brd,0.189565209
2001,wst,bnk,0.501226495
2001,wst,ore,5.514869039
2001,wst,edu,0.315769318
2001,wst,ote,0.093559046
2001,wst,man,0.308604313
2001,wst,mch,0.194821768
2001,wst,dat,0.033997905
2001,wst,amd,0.618829895
2001,wst,oil,0.407997605
2001,wst,hos,0.649856969
2001,wst,rnt,0.227838411
2001,wst,pla,0.354683075
2001,wst,fof,0.042964786
2001,wst,fin,0.333983667
2001,wst,tsv,0.771009322
2001,wst,nrs,0.40603687
2001,wst,sec,0.061967095
2001,wst,art,0.082384575
2001,wst,mov,0.032128543
2001,wst,fpd,0.130451204
2001,wst,slg,12.96181104
2001,wst,pri,0.134283384
2001,wst,grd,0.021050173
2001,wst,pip,0.020311163
2001,wst,sle,1.16310611
2001,wst,osv,1.172475166
2001,wst,trn,0.033933024
2001,wst,smn,0.033490914
2001,wst,fmt,0.423610532
2001,wst,pet,0.073034346
2001,wst,mvt,0.395295004
2001,wst,cep,0.567933505
2001,wst,wst,6.563467901
2001,wst,mot,0.288006774
2001,wst,adm,1.196500104
2001,wst,soc,0.224395895
2001,wst,alt,0.045900013
2001,wst,pmt,0.422248476
2001,wst,trk,0.242515878
2001,wst,fdd,0.308265577
2001,wst,gmt,0.171297671
2001,wst,wtt,0.007164463
2001,wst,wpd,0.088066138
2001,wst,wht,0.923427752
2001,wst,wrh,0.137065331
2001,wst,ott,0.873012156
2001,wst,che,0.783826563
2001,wst,air,0.024535891
2001,wst,mmf,0.121283373
2001,wst,otr,0.144733898
2001,wst,min,0.111824582
2001,mot,ppd,0.707678782
2001,mot,res,0.483562372
2001,mot,com,0.030567569
2001,mot,amb,0.271786935
2001,mot,fbp,2.123388144
2001,mot,rec,0.059425399
2001,mot,con,1.247735326
2001,mot,agr,0.770989743
2001,mot,eec,0.368597775
2001,mot,fnd,0.048804224
2001,mot,pub,2.689727839
2001,mot,fbt,0.876022418
2001,mot,tex,0.240641628
2001,mot,fen,1.027219963
2001,mot,uti,0.0208235
2001,mot,nmp,0.594796561
2001,mot,brd,0.629259753
2001,mot,bnk,0.036747454
2001,mot,edu,0.118087286
2001,mot,ote,4.111790137
2001,mot,man,0.280713666
2001,mot,mch,10.35182949
2001,mot,dat,0.035084241
2001,mot,amd,0.066416391
2001,mot,oil,0.384777958
2001,mot,hos,0.232183707
2001,mot,rnt,0.357530331
2001,mot,pla,0.414233829
2001,mot,fof,0.13013567
2001,mot,tsv,1.362093817
2001,mot,nrs,0.061333848
2001,mot,sec,0.010194811
2001,mot,art,0.205216733
2001,mot,mov,0.097089793
2001,mot,fpd,0.338964561
2001,mot,slg,4.250963377
2001,mot,pri,0.335206612
2001,mot,grd,0.162209823
2001,mot,sle,0.382887349
2001,mot,osv,11.74127784
2001,mot,trn,0.031554941
2001,mot,smn,0.075117857
2001,mot,fmt,1.188259446
2001,mot,pet,0.02467915
2001,mot,mvt,4.422268322
2001,mot,cep,2.794198893
2001,mot,wst,0.642851259
2001,mot,mot,144.7830738
2001,mot,adm,2.678232376
2001,mot,soc,0.835250953
2001,mot,alt,0.008860705
2001,mot,pmt,0.448835757
2001,mot,trk,3.102914428
2001,mot,fdd,2.211703505
2001,mot,gmt,0.077626354
2001,mot,wpd,0.673438702
2001,mot,wht,2.619188363
2001,mot,wrh,0.604149336
2001,mot,ott,2.719568237
2001,mot,che,0.950216399
2001,mot,mmf,0.491551471
2001,mot,otr,0.034958722
2001,mot,min,0.637378464
2001,adm,ppd,1.534857904
2001,adm,res,6.099297586
2001,adm,com,12.17523364
2001,adm,amb,14.05513559
2001,adm,fbp,3.884139841
2001,adm,rec,1.727099489
2001,adm,con,5.777508883
2001,adm,agr,0.42456426
2001,adm,eec,0.707108786
2001,adm,fnd,0.860826843
2001,adm,pub,13.67260082
2001,adm,hou,2.354391734
2001,adm,fbt,1.794025754
2001,adm,ins,5.927993851
2001,adm,tex,0.705076391
2001,adm,leg,6.532797561
2001,adm,fen,1.984192662
2001,adm,uti,13.14413804
2001,adm,nmp,1.05653105
2001,adm,brd,9.750997672
2001,adm,bnk,11.54934721
2001,adm,ore,57.72140277
2001,adm,edu,1.744420209
2001,adm,ote,1.977618613
2001,adm,man,3.582564057
2001,adm,mch,3.128947144
2001,adm,dat,3.0148963
2001,adm,amd,2.619417406
2001,adm,oil,0.378537952
2001,adm,hos,8.693523773
2001,adm,rnt,7.485173371
2001,adm,pla,2.002508216
2001,adm,fof,0.080636374
2001,adm,fin,0.140748146
2001,adm,tsv,23.47382324
2001,adm,nrs,2.953717478
2001,adm,sec,3.26023487
2001,adm,art,2.17821864
2001,adm,mov,1.868647312
2001,adm,fpd,0.519881578
2001,adm,slg,19.0225596
2001,adm,pri,3.351778186
2001,adm,grd,0.703097959
2001,adm,pip,1.053135819
2001,adm,sle,2.674342895
2001,adm,osv,7.96797602
2001,adm,trn,0.558258148
2001,adm,smn,0.194151514
2001,adm,fmt,4.981263647
2001,adm,pet,0.181417632
2001,adm,mvt,2.001033488
2001,adm,cep,7.655209856
2001,adm,wst,1.194435897
2001,adm,mot,2.409463405
2001,adm,adm,16.62874592
2001,adm,soc,2.258693772
2001,adm,alt,2.908900374
2001,adm,pmt,3.104568749
2001,adm,trk,6.551391826
2001,adm,fdd,8.648465144
2001,adm,gmt,1.563780329
2001,adm,wtt,1.683728086
2001,adm,wpd,0.701945185
2001,adm,wht,17.63057924
2001,adm,wrh,0.444575732
2001,adm,ott,9.021254579
2001,adm,che,3.283392684
2001,adm,air,9.134218684
2001,adm,mmf,1.138485636
2001,adm,otr,4.362575721
2001,adm,min,0.342198632
2001,soc,slg,1.507115405
2001,alt,res,0.250861236
2001,alt,amb,0.117099989
2001,alt,fbp,0.020964871
2001,alt,rec,0.055162896
2001,alt,agr,0.035899196
2001,alt,fnd,0.012102523
2001,alt,pub,0.023990276
2001,alt,tex,1.453217011
2001,alt,fen,0.078391685
2001,alt,brd,2.037045228
2001,alt,edu,0.088428436
2001,alt,man,0.00100457
2001,alt,amd,0.018068906
2001,alt,hos,0.152084242
2001,alt,rnt,0.166485913
2001,alt,tsv,0.024075658
2001,alt,art,0.058227576
2001,alt,mov,0.042136529
2001,alt,slg,2.586778032
2001,alt,pri,1.897555357
2001,alt,sle,0.025047793
2001,alt,osv,1.804597523
2001,alt,pet,0.001999475
2001,alt,mvt,0.009974545
2001,alt,wst,0.165746608
2001,alt,mot,3.275738617
2001,alt,adm,0.294884646
2001,alt,soc,1.518518652
2001,alt,alt,9.868899329
2001,alt,fdd,0.09517359
2001,alt,gmt,0.669736205
2001,alt,wht,0.429472506
2001,alt,ott,0.316310339
2001,alt,mmf,0.14022059
2001,pmt,ppd,0.31681263
2001,pmt,res,0.04861305
2001,pmt,com,0.003793403
2001,pmt,amb,0.125480064
2001,pmt,fbp,5.043778831
2001,pmt,rec,0.096224076
2001,pmt,con,3.51692628
2001,pmt,agr,0.132573233
2001,pmt,eec,13.55415626
