yr,j,i,Value
1997,ppd,ppd,142.5166601
1997,ppd,com,0.308527943
1997,ppd,con,0.153900829
1997,ppd,tex,0.293513363
1997,ppd,nmp,0.004853264
1997,ppd,pla,1.022184746
1997,ppd,tsv,0.579587888
1997,ppd,fpd,0.045382995
1997,ppd,pri,0.587750299
1997,ppd,fmt,0.127887019
1997,ppd,cep,0.133060356
1997,ppd,pmt,0.072392964
1997,ppd,wpd,0.163810575
1997,ppd,wht,0.54801234
1997,ppd,che,0.399079843
1997,ppd,mmf,0.235610379
1997,res,res,286.8490169
1997,res,com,0.042064045
1997,res,rec,0.691832706
1997,res,con,0.643496525
1997,res,fbt,0.229519486
1997,res,brd,0.002025059
1997,res,amd,0.338217502
1997,res,tsv,0.001001143
1997,res,ott,0.42489801
1997,com,com,102.1382765
1997,com,con,0.006004216
1997,com,pub,0.78850944
1997,com,brd,0.106143379
1997,com,edu,0.386638657
1997,com,dat,6.842485531
1997,com,rnt,0.001997761
1997,com,tsv,2.370754304
1997,com,osv,2.69203895
1997,com,adm,1.62909688
1997,com,wht,5.292953086
1997,com,ott,0.423215132
1997,amb,res,0.075112176
1997,amb,com,0.243772906
1997,amb,amb,382.7953653
1997,amb,con,0.206821311
1997,amb,rnt,0.610312371
1997,amb,tsv,0.118325741
1997,amb,nrs,0.210126825
1997,amb,ott,3.417634615
1997,fbp,ppd,0.001019133
1997,fbp,com,0.542758841
1997,fbp,fbp,507.8304242
1997,fbp,con,0.115100296
1997,fbp,tex,0.003979596
1997,fbp,pla,0.002997635
1997,fbp,tsv,1.65885952
1997,fbp,alt,0.000991711
1997,fbp,wht,5.720844689
1997,fbp,che,1.785479316
1997,rec,res,9.664722074
1997,rec,com,0.016977307
1997,rec,rec,50.53623097
1997,rec,con,0.21588576
1997,rec,ore,0.001995418
1997,rec,edu,2.395804506
1997,rec,amd,0.302328421
1997,rec,rnt,0.091782803
1997,rec,tsv,0.098826224
1997,rec,art,0.12689548
1997,rec,osv,0.41295956
1997,rec,mvt,0.254469294
1997,rec,soc,0.027867963
1997,rec,ott,0.857960351
1997,con,com,0.614639939
1997,con,con,705.9241654
1997,con,tsv,0.927555886
1997,agr,rec,0.801717112
1997,agr,agr,218.6249146
1997,agr,fof,5.204301592
1997,agr,wpd,0.044880374
1997,eec,ppd,0.070840899
1997,eec,com,0.206362699
1997,eec,con,0.085218192
1997,eec,eec,98.34337422
1997,eec,nmp,0.221429501
1997,eec,ote,0.19878962
1997,eec,mch,1.454281566
1997,eec,pla,0.139889153
1997,eec,tsv,1.56409382
1997,eec,fpd,0.023709663
1997,eec,fmt,1.41094217
1997,eec,pet,0.050500412
1997,eec,cep,2.2305205
1997,eec,mot,0.982870076
1997,eec,pmt,1.898662961
1997,eec,wht,1.207510311
1997,eec,che,0.240800189
1997,eec,mmf,0.273654723
1997,fnd,com,2.341568064
1997,fnd,fbp,0.097275544
1997,fnd,con,0.159351652
1997,fnd,agr,1.660003568
1997,fnd,fnd,146.2805445
1997,fnd,pub,0.155168043
1997,fnd,fen,0.388337258
1997,fnd,uti,0.045705528
1997,fnd,hos,1.154358335
1997,fnd,fof,0.088702931
1997,fnd,fin,0.069714066
1997,fnd,tsv,8.055253573
1997,fnd,pri,0.006921498
1997,fnd,pmt,0.00106489
1997,fnd,che,0.005905978
1997,fnd,mmf,0.05200912
1997,pub,com,1.44419597
1997,pub,con,0.007026048
1997,pub,pub,125.9862102
1997,pub,edu,1.260623106
1997,pub,dat,3.732207134
1997,pub,rnt,0.018033992
1997,pub,tsv,54.52763618
1997,pub,pri,1.560607647
1997,pub,adm,0.559375351
1997,pub,wht,0.435530162
1997,pub,ott,0.208370893
1997,hou,com,0.034069348
1997,hou,con,23.45756584
1997,hou,hou,845.2347514
1997,hou,tsv,0.006009724
1997,fbt,res,4.042207908
1997,fbt,com,0.002028038
1997,fbt,fbp,5.420839446
1997,fbt,rec,0.055752893
1997,fbt,con,0.00202965
1997,fbt,fbt,105.6871656
1997,fbt,bnk,0.028418762
1997,fbt,rnt,1.030203587
1997,fbt,tsv,0.019258185
1997,fbt,osv,0.280898715
1997,fbt,adm,0.078044086
1997,fbt,wrh,0.009061266
1997,ins,com,0.41228654
1997,ins,con,0.010015023
1997,ins,ins,338.9369836
1997,ins,leg,0.090957901
1997,ins,ore,0.289921236
1997,ins,tsv,0.358098557
1997,ins,sec,0.326997946
1997,tex,ppd,0.111197617
1997,tex,com,0.096951313
1997,tex,con,0.052557222
1997,tex,tex,80.62197943
1997,tex,pla,0.33809141
1997,tex,tsv,0.216030709
1997,tex,fpd,0.376507365
1997,tex,pri,0.046163406
1997,tex,fmt,0.146977101
1997,tex,mot,0.643252354
1997,tex,alt,0.3961015
1997,tex,pmt,0.061538858
1997,tex,wht,0.694365564
1997,tex,che,4.714734404
1997,tex,mmf,0.131481506
1997,leg,com,0.091096038
1997,leg,leg,152.4633207
1997,leg,tsv,0.082052085
1997,fen,res,1.87662901
1997,fen,com,0.362383492
1997,fen,rec,0.002993961
1997,fen,ins,2.354832629
1997,fen,tex,0.009843529
1997,fen,fen,60.3882958
1997,fen,uti,8.158467614
1997,fen,ore,0.836763678
1997,fen,edu,0.000997511
1997,fen,mov,0.096644987
1997,fen,osv,0.001989463
1997,fen,gmt,3.485885549
1997,fen,wht,0.004859575
1997,fen,wrh,0.024777497
1997,uti,com,0.433816209
1997,uti,con,0.620665895
1997,uti,uti,239.6718901
1997,uti,oil,0.376901913
1997,uti,tsv,0.15322412
1997,uti,pip,2.954193254
1997,uti,sle,0.741422077
1997,uti,ott,0.022371344
1997,nmp,ppd,0.219001088
1997,nmp,com,0.173630033
1997,nmp,con,0.269192081
1997,nmp,eec,0.086733534
1997,nmp,tex,0.048494937
1997,nmp,nmp,81.26537458
1997,nmp,ote,0.022018131
1997,nmp,mch,0.076685986
1997,nmp,pla,0.280308781
1997,nmp,tsv,0.460478718
1997,nmp,fpd,0.116794462
1997,nmp,smn,0.00302068
1997,nmp,fmt,0.034014447
1997,nmp,pet,0.101192694
1997,nmp,cep,0.09954315
1997,nmp,mot,0.026883447
1997,nmp,wpd,0.262279076
1997,nmp,wht,0.809165443
1997,nmp,che,0.157859719
1997,nmp,mmf,0.091062
1997,nmp,min,0.721638482
1997,brd,com,1.411763257
1997,brd,con,0.90083378
1997,brd,brd,327.8321766
1997,brd,edu,0.002955135
1997,brd,dat,0.022695842
1997,brd,rnt,1.961806218
1997,brd,tsv,44.04164234
1997,brd,mov,0.344367315
1997,brd,osv,2.916408998
1997,brd,wht,1.461287054
1997,brd,ott,0.118624613
1997,bnk,com,0.999707955
1997,bnk,con,0.005997101
1997,bnk,bnk,316.1772824
1997,bnk,rnt,52.08007779
1997,bnk,tsv,0.268539758
1997,bnk,sec,23.25698839
1997,bnk,ott,0.311206654
1997,ore,com,0.178034439
1997,ore,rec,0.003999506
1997,ore,con,0.711710805
1997,ore,ore,395.8455271
1997,ore,amd,0.048966302
1997,ore,tsv,0.083980959
1997,ore,osv,1.737094534
1997,edu,res,4.526060155
1997,edu,com,0.310500866
1997,edu,con,0.369704491
1997,edu,ins,0.014962224
1997,edu,ore,0.014961425
1997,edu,edu,90.59997193
1997,edu,amd,4.420981078
1997,edu,tsv,11.42880824
1997,edu,art,0.388574904
1997,edu,osv,0.009948141
1997,edu,ott,0.382824894
1997,ote,com,0.383582348
1997,ote,con,0.413960949
1997,ote,eec,0.272579537
1997,ote,tex,0.186650956
1997,ote,ote,136.1191733
1997,ote,mch,2.771709708
1997,ote,pla,0.193416886
1997,ote,tsv,12.64589898
1997,ote,fmt,0.720775107
1997,ote,cep,0.978410509
1997,ote,mot,0.265280982
1997,ote,pmt,0.002142496
1997,ote,wht,0.330569629
1997,ote,che,0.031702632
1997,man,com,0.713735173
1997,man,con,0.13405834
1997,man,man,188.8390982
1997,man,tsv,4.859152901
1997,mch,ppd,0.049695943
1997,mch,com,1.155547272
1997,mch,fbp,0.322201876
1997,mch,con,0.591801859
1997,mch,eec,1.828949253
1997,mch,nmp,0.084587537
1997,mch,ote,0.429485995
1997,mch,mch,245.5220685
1997,mch,pla,0.276418649
1997,mch,tsv,4.381414273
1997,mch,fpd,0.257424044
1997,mch,osv,0.001000407
1997,mch,fmt,3.973913506
1997,mch,pet,0.000992433
1997,mch,cep,1.136139781
1997,mch,mot,2.322653223
1997,mch,pmt,0.533614129
1997,mch,wht,4.072522749
1997,mch,che,0.748825543
1997,mch,mmf,0.56040409
1997,dat,com,2.789374301
1997,dat,con,0.074909516
1997,dat,pub,1.099215451
1997,dat,ins,0.084751244
1997,dat,brd,0.081727505
1997,dat,edu,0.067806782
1997,dat,dat,36.20593137
1997,dat,rnt,0.044863273
1997,dat,tsv,4.944939813
1997,dat,adm,0.09875628
1997,dat,wht,0.092301851
1997,dat,ott,0.227660743
1997,amd,res,19.22444588
1997,amd,com,0.074045664
1997,amd,rec,13.0228709
1997,amd,con,0.891266728
1997,amd,fbt,0.195298123
1997,amd,brd,0.110265634
1997,amd,amd,73.15066463
1997,amd,rnt,0.404834482
1997,amd,tsv,0.003000606
1997,amd,osv,0.409781575
1997,amd,mvt,0.005839264
1997,amd,gmt,0.248891771
1997,amd,ott,0.415758735
1997,oil,com,0.091477908
1997,oil,con,0.108654263
1997,oil,oil,80.68732705
1997,oil,tsv,0.384850471
1997,oil,smn,4.598753036
1997,oil,pet,6.980708135
1997,oil,wht,0.244715717
1997,oil,min,0.822684473
1997,hos,res,1.111027737
1997,hos,com,0.788761602
1997,hos,amb,3.650446708
1997,hos,con,0.500151236
1997,hos,hos,261.6362104
1997,hos,rnt,0.215534873
1997,hos,tsv,1.611970932
1997,hos,ott,0.70928703
1997,rnt,com,0.132161593
1997,rnt,con,0.0360731
1997,rnt,fbt,0.967378382
1997,rnt,ore,0.536137796
1997,rnt,rnt,141.4860724
1997,rnt,tsv,0.012009653
1997,rnt,sec,0.004076866
1997,rnt,grd,0.014978876
1997,rnt,osv,1.452567626
1997,rnt,mvt,0.085695827
1997,rnt,trk,0.071176649
1997,rnt,wht,0.100408042
1997,rnt,ott,0.459758863
1997,pla,ppd,1.637821992
1997,pla,com,0.148946782
1997,pla,con,0.093669922
1997,pla,eec,0.189941577
1997,pla,tex,0.48629945
1997,pla,nmp,0.154627056
1997,pla,ote,0.099354354
1997,pla,mch,1.391157358
1997,pla,pla,145.9762246
1997,pla,tsv,1.209184321
1997,pla,fpd,0.308679604
1997,pla,pri,0.267010655
1997,pla,fmt,0.779470972
1997,pla,cep,0.257532205
1997,pla,mot,1.159186977
1997,pla,pmt,0.301312684
1997,pla,wpd,0.352667796
1997,pla,wht,1.454332342
1997,pla,che,1.10908032
1997,pla,mmf,0.77419655
1997,fof,com,0.056386269
1997,fof,con,0.2882033
1997,fof,agr,0.046745651
1997,fof,fof,37.69262585
1997,fin,com,0.002990639
1997,fin,con,0.005986093
1997,fin,fin,55.99299464
1997,fin,tsv,0.011957456
1997,tsv,com,1.965814767
1997,tsv,con,0.547667834
1997,tsv,dat,0.024031732
1997,tsv,tsv,511.6781607
1997,tsv,sec,0.006110434
1997,tsv,pri,0.010934637
1997,tsv,osv,0.795472792
1997,tsv,adm,0.943967487
1997,tsv,gmt,0.174965598
1997,tsv,ott,2.043397482
1997,nrs,res,0.16714544
1997,nrs,com,0.050127801
1997,nrs,amb,0.465738535
1997,nrs,con,0.028094146
1997,nrs,ore,0.017027016
1997,nrs,rnt,0.133203522
1997,nrs,tsv,0.017036313
1997,nrs,nrs,93.55405149
1997,nrs,soc,0.008992584
1997,nrs,ott,0.02920014
1997,sec,com,0.20475954
1997,sec,con,0.001951728
1997,sec,ins,0.516289754
1997,sec,bnk,5.478245585
1997,sec,tsv,0.171534044
1997,sec,sec,197.7003831
1997,art,res,0.614542356
1997,art,com,0.01199183
1997,art,rec,0.523475501
1997,art,con,0.253031629
1997,art,ore,0.010981874
1997,art,edu,0.036944135
1997,art,amd,0.000998476
1997,art,rnt,2.895049779
1997,art,tsv,2.440309173
1997,art,art,49.58361335
1997,art,osv,0.116501253
1997,art,ott,0.794512415
1997,mov,com,0.053064592
1997,mov,rec,0.0070063
1997,mov,con,0.004008112
1997,mov,ore,0.027006797
1997,mov,rnt,0.0290056
1997,mov,tsv,0.138110189
1997,mov,mov,87.70279292
1997,mov,cep,0.095328802
1997,mov,wht,0.167670728
1997,mov,ott,0.154548086
1997,fpd,ppd,0.147621955
1997,fpd,com,0.045352368
1997,fpd,con,0.32377234
1997,fpd,eec,0.026029272
1997,fpd,tex,0.059632865
1997,fpd,nmp,0.087914383
1997,fpd,mch,0.112012364
1997,fpd,pla,0.169692519
1997,fpd,tsv,0.345541673
1997,fpd,fpd,59.98025009
1997,fpd,fmt,0.162747356
1997,fpd,mot,0.106986259
1997,fpd,alt,0.000990696
1997,fpd,pmt,0.005387756
1997,fpd,wpd,0.789156855
1997,fpd,wht,0.749821279
1997,fpd,che,0.032901563
1997,fpd,mmf,0.033795761
1997,slg,ppd,0.282102743
1997,slg,res,8.821815366
1997,slg,com,3.674482732
1997,slg,amb,12.71263235
1997,slg,fbp,0.878863811
1997,slg,rec,1.327534211
1997,slg,con,8.321974406
1997,slg,agr,0.274838455
1997,slg,pub,0.228472353
1997,slg,uti,0.5947569
1997,slg,edu,38.90353245
1997,slg,dat,0.997369945
1997,slg,amd,4.149987974
1997,slg,hos,77.25243311
1997,slg,fof,1.608838148
1997,slg,fin,11.4802926
1997,slg,tsv,22.28166693
1997,slg,art,1.509537162
1997,slg,slg,781.3045154
1997,slg,pri,0.677742955
1997,slg,osv,0.56051765
1997,slg,wst,7.304530868
1997,slg,adm,3.389695953
1997,slg,soc,1.673881563
1997,slg,alt,0.807637623
1997,slg,wpd,0.103411934
1997,slg,che,0.040741399
1997,slg,mmf,0.783618752
1997,slg,min,0.126471388
1997,pri,ppd,0.408695507
1997,pri,com,0.132512248
1997,pri,con,0.053248411
1997,pri,tex,0.076224717
1997,pri,pla,0.066614192
1997,pri,tsv,25.61934895
1997,pri,pri,69.63211995
1997,pri,fmt,0.012007969
1997,pri,cep,0.029870115
1997,pri,adm,0.713439843
1997,pri,alt,0.039468275
1997,pri,wht,1.110430689
1997,pri,mmf,0.229690017
1997,grd,com,0.04812796
1997,grd,con,0.002006966
1997,grd,tsv,0.02806288
1997,grd,grd,23.9387882
1997,grd,osv,0.01798352
1997,grd,wht,0.00097632
1997,grd,ott,0.002920361
1997,grd,otr,0.115273249
1997,pip,com,0.117624267
1997,pip,con,0.017658158
1997,pip,uti,2.717735994
1997,pip,tsv,0.010777609
1997,pip,pip,20.10944095
1997,sle,rec,6.892751873
1997,sle,hou,17.00795677
1997,sle,fbt,0.891000826
1997,sle,ins,0.01602948
1997,sle,uti,53.89928825
1997,sle,bnk,0.077285135
1997,sle,ore,7.389194882
1997,sle,art,0.424382418
1997,sle,grd,7.55092992
1997,sle,sle,42.33489885
1997,sle,osv,1.190016728
1997,sle,trn,0.078655815
1997,sle,wtt,0.038019149
1997,sle,otr,5.292019554
1997,osv,res,0.226068052
1997,osv,com,0.334663378
1997,osv,con,0.669865336
1997,osv,ore,0.018018348
1997,osv,edu,0.007008109
1997,osv,rnt,0.358343839
1997,osv,tsv,1.199876031
1997,osv,osv,340.7844398
1997,osv,mvt,0.433687281
1997,osv,adm,0.023035358
1997,osv,gmt,0.05062734
1997,osv,wht,0.239021344
1997,osv,ott,1.461097595
1997,trn,com,0.097504023
1997,trn,con,0.540288454
1997,trn,rnt,0.244029109
1997,trn,tsv,0.022570639
1997,trn,trn,37.05949114
1997,smn,com,0.159641047
1997,smn,con,1.039006719
1997,smn,oil,0.104744244
1997,smn,tsv,0.173449344
1997,smn,smn,20.41043568
1997,smn,fmt,0.004941723
1997,smn,wht,0.034746141
1997,smn,min,0.026328003
1997,fmt,ppd,0.099015137
1997,fmt,com,0.390041491
1997,fmt,con,2.321116423
1997,fmt,eec,0.213581372
1997,fmt,tex,0.001972338
1997,fmt,nmp,0.418329916
1997,fmt,ote,0.505625283
1997,fmt,mch,3.712517659
1997,fmt,pla,1.413396912
1997,fmt,tsv,1.883408793
1997,fmt,fpd,0.37181555
1997,fmt,pri,0.103349912
1997,fmt,osv,0.045840146
1997,fmt,fmt,218.8002687
1997,fmt,pet,0.008896955
1997,fmt,cep,0.712181369
1997,fmt,mot,2.394052204
1997,fmt,alt,0.003931743
1997,fmt,pmt,5.4175986
1997,fmt,wpd,0.435576211
1997,fmt,wht,2.266814434
1997,fmt,che,0.170158398
1997,fmt,mmf,0.500038335
1997,pet,ppd,0.034632938
1997,pet,com,0.288391986
1997,pet,con,0.071651063
1997,pet,tex,0.039776576
1997,pet,nmp,0.126944163
1997,pet,mch,0.046029612
1997,pet,pla,0.046940058
1997,pet,tsv,0.943435017
1997,pet,pet,163.1015466
1997,pet,wht,0.165953734
1997,pet,che,10.01141372
1997,pet,min,0.184496254
1997,mvt,com,0.006062928
1997,mvt,rec,0.128291214
1997,mvt,con,0.006067766
1997,mvt,ins,0.014134026
1997,mvt,bnk,2.157388169
1997,mvt,edu,0.020193165
1997,mvt,rnt,1.023593454
1997,mvt,tsv,0.038382533
1997,mvt,osv,53.40423525
1997,mvt,mvt,94.84153592
1997,mvt,trk,0.00095833
1997,mvt,wrh,0.108354756
1997,mvt,otr,0.158600936
1997,cep,ppd,0.60728133
1997,cep,com,0.52173435
1997,cep,con,0.065394863
1997,cep,eec,1.614677713
1997,cep,tex,0.3201961
1997,cep,nmp,0.391610836
1997,cep,ote,2.679550546
1997,cep,mch,1.615031099
1997,cep,pla,0.829359344
1997,cep,tsv,25.61056879
1997,cep,fpd,0.599803203
1997,cep,pri,0.283690792
1997,cep,fmt,0.306627754
1997,cep,cep,413.8319833
1997,cep,mot,0.538547255
1997,cep,pmt,0.176298044
1997,cep,wpd,0.104486348
1997,cep,wht,6.39502076
1997,cep,che,1.234118786
1997,cep,mmf,1.90751327
1997,wst,com,0.084850532
1997,wst,con,0.027960362
1997,wst,oil,0.245309137
1997,wst,rnt,0.042383214
1997,wst,tsv,0.104468581
1997,wst,wst,39.52884755
1997,wst,ott,0.11060989
1997,mot,com,0.857290444
1997,mot,con,0.453632077
1997,mot,eec,0.287517649
1997,mot,tex,0.002973257
1997,mot,nmp,0.056784918
1997,mot,ote,0.219484423
1997,mot,mch,1.482999792
1997,mot,pla,0.28567716
1997,mot,tsv,10.9542635
1997,mot,fpd,0.01585875
1997,mot,fmt,0.913653283
1997,mot,cep,3.08515635
1997,mot,mot,409.0394293
1997,mot,pmt,0.251491359
1997,mot,wht,0.925794371
1997,mot,che,0.10141008
1997,mot,mmf,0.002973593
1997,adm,com,1.002633701
1997,adm,amb,0.002992562
1997,adm,con,0.664955295
1997,adm,ins,0.034990157
1997,adm,tsv,3.910829884
1997,adm,pri,1.805603717
1997,adm,wst,0.178766064
1997,adm,adm,298.0646407
1997,adm,soc,0.010969776
1997,adm,ott,0.727589325
1997,soc,res,0.167299078
1997,soc,com,0.057198132
1997,soc,amb,0.089031946
1997,soc,con,0.138590944
1997,soc,tsv,0.021064176
1997,soc,nrs,0.080071937
1997,soc,soc,60.60477604
1997,soc,gmt,0.060455732
1997,soc,ott,0.126653518
1997,alt,com,0.038464872
1997,alt,con,0.006078246
1997,alt,tex,1.532366041
1997,alt,tsv,0.153795606
1997,alt,alt,82.31032553
1997,alt,wht,2.669666978
1997,pmt,ppd,0.065404847
1997,pmt,com,0.264953794
1997,pmt,con,0.198668994
1997,pmt,eec,0.283479125
1997,pmt,tex,0.066314942
1997,pmt,nmp,0.10049601
1997,pmt,mch,0.365075687
1997,pmt,pla,0.173259339
1997,pmt,tsv,0.406670903
1997,pmt,fpd,0.030065874
1997,pmt,fmt,1.780018614
1997,pmt,pet,1.176507391
1997,pmt,cep,0.007119516
1997,pmt,pmt,155.7696456
1997,pmt,wht,0.221426942
1997,pmt,che,0.614923196
1997,trk,com,0.104480958
1997,trk,con,0.016402074
1997,trk,tsv,0.143346409
1997,trk,wst,0.016008875
1997,trk,trk,153.7010543
1997,trk,wrh,2.284454037
1997,trk,otr,1.082403307
1997,fdd,com,1.427527547
1997,fdd,con,0.007839256
1997,fdd,edu,0.127175246
1997,fdd,mch,0.000971423
1997,fdd,dat,0.007840065
1997,fdd,hos,0.806883275
1997,fdd,tsv,9.187844439
1997,fdd,art,0.01175535
1997,fdd,mov,0.022474185
1997,fdd,fdd,291.278198
1997,fdd,mmf,0.000965306
1997,gmt,res,2.10400792
1997,gmt,com,0.021277778
1997,gmt,amb,0.200001842
1997,gmt,fbp,0.46230815
1997,gmt,con,0.924798627
1997,gmt,rnt,0.287465257
1997,gmt,tsv,0.617812352
1997,gmt,osv,3.245001448
1997,gmt,adm,0.09418838
1997,gmt,alt,0.005976329
1997,gmt,gmt,85.14368294
1997,wtt,com,0.059869443
1997,wtt,rec,0.000965361
1997,wtt,con,0.006765106
1997,wtt,rnt,0.029902928
1997,wtt,tsv,0.003860879
1997,wtt,wtt,23.41022918
1997,wtt,otr,0.318564317
1997,wpd,ppd,0.027483597
1997,wpd,com,0.056428891
1997,wpd,con,0.177489834
1997,wpd,tex,0.013911937
1997,wpd,nmp,0.106877534
1997,wpd,pla,0.138724736
1997,wpd,tsv,0.089644231
1997,wpd,fpd,0.359755764
1997,wpd,fmt,0.454007639
1997,wpd,wpd,86.29457011
1997,wpd,wht,0.671188578
1997,wpd,che,0.038876972
1997,wpd,mmf,0.015901145
1997,wht,com,5.02195185
1997,wht,fbp,5.836016755
1997,wht,con,2.156005365
1997,wht,edu,0.019209946
1997,wht,ote,0.016144971
1997,wht,mch,0.349447098
1997,wht,rnt,9.617251178
1997,wht,fof,0.3838904
1997,wht,tsv,1.330067377
1997,wht,fpd,0.016966345
1997,wht,pip,0.013664668
1997,wht,osv,33.8323875
1997,wht,fmt,0.006051975
1997,wht,cep,0.038139386
1997,wht,mot,0.119466424
1997,wht,adm,0.142611518
1997,wht,wht,561.8225939
1997,wht,wrh,0.077360079
1997,wht,mmf,1.729604685
1997,wht,otr,0.800166567
1997,wrh,com,0.032158484
1997,wrh,con,0.03620732
1997,wrh,tsv,0.086389782
1997,wrh,osv,0.006008234
1997,wrh,wst,0.000981226
1997,wrh,trk,0.512579631
1997,wrh,wrh,24.73024436
1997,wrh,ott,0.241006392
1997,wrh,otr,0.579690437
1997,ott,res,5.56695337
1997,ott,com,0.348767288
1997,ott,amb,0.271889431
1997,ott,rec,0.209802511
1997,ott,con,1.674196677
1997,ott,agr,0.167258691
1997,ott,hou,0.04956984
1997,ott,ins,0.01215534
1997,ott,brd,0.067640279
1997,ott,bnk,0.326767346
1997,ott,edu,0.095224792
1997,ott,rnt,4.047279365
1997,ott,tsv,1.027626339
1997,ott,pri,0.115862633
1997,ott,osv,9.353142827
1997,ott,adm,1.633615806
1997,ott,alt,0.266114765
1997,ott,wrh,0.009059914
1997,ott,ott,355.8302866
1997,ott,mmf,0.973020346
1997,ott,otr,1.083504942
1997,che,ppd,0.219642278
1997,che,com,1.107271293
1997,che,fbp,2.12925496
1997,che,con,0.25286155
1997,che,eec,0.074992924
1997,che,nmp,0.092796054
1997,che,mch,0.49644849
1997,che,pla,3.092604768
1997,che,tsv,13.70732743
1997,che,pri,0.009002283
1997,che,fmt,0.235797416
1997,che,pet,2.98018575
1997,che,cep,1.590451102
1997,che,mot,0.074898867
1997,che,pmt,0.101175007
1997,che,wpd,0.063772792
1997,che,wht,6.60963305
1997,che,che,381.4887873
1997,che,mmf,0.967953466
1997,che,min,0.086144099
1997,air,com,0.68857382
1997,air,amb,0.033072074
1997,air,con,0.029522945
1997,air,rnt,0.042354959
1997,air,fof,0.114941248
1997,air,tsv,0.13820481
1997,air,air,103.6686667
1997,air,otr,0.120715964
1997,mmf,ppd,0.113968843
1997,mmf,com,0.20549467
1997,mmf,con,0.551448786
1997,mmf,eec,0.03502178
1997,mmf,tex,0.227483449
1997,mmf,nmp,0.163757862
1997,mmf,ote,0.090405808
1997,mmf,mch,0.41983488
1997,mmf,pla,0.520793017
1997,mmf,tsv,5.58229026
1997,mmf,fpd,0.381491927
1997,mmf,pri,0.213206514
1997,mmf,fmt,0.482976807
1997,mmf,pet,0.032860422
1997,mmf,cep,0.208815345
1997,mmf,mot,0.01798863
1997,mmf,alt,0.572308387
1997,mmf,pmt,0.172327421
1997,mmf,wpd,0.100713805
1997,mmf,wht,1.926562149
1997,mmf,che,0.897858584
1997,mmf,mmf,97.08278277
1997,otr,res,0.092660862
1997,otr,com,0.205595907
1997,otr,amb,0.010944141
1997,otr,rec,0.001995459
1997,otr,con,0.081905264
1997,otr,fbt,0.027133511
1997,otr,edu,0.029916294
1997,otr,rnt,0.084746079
1997,otr,fof,0.003953952
1997,otr,tsv,2.633712003
1997,otr,grd,0.041807038
1997,otr,osv,0.064639697
1997,otr,adm,0.054867415
1997,otr,trk,0.061479353
1997,otr,wtt,0.038835666
1997,otr,wht,0.139917535
1997,otr,wrh,0.125836226
1997,otr,ott,0.002906479
1997,otr,air,0.11454743
1997,otr,otr,81.12195649
1997,min,com,0.17245542
1997,min,con,2.091305803
1997,min,nmp,0.192943636
1997,min,tsv,0.037299373
1997,min,smn,1.184768599
1997,min,pet,0.200387881
1997,min,wht,0.057945225
1997,min,che,1.692095506
1997,min,min,48.71525175
1998,ppd,ppd,146.0022238
1998,ppd,com,0.255995857
1998,ppd,con,0.153108987
1998,ppd,tex,0.53004395
1998,ppd,nmp,0.002911302
1998,ppd,pla,1.290018496
1998,ppd,tsv,0.557033249
1998,ppd,fpd,0.066682476
1998,ppd,pri,0.503058693
1998,ppd,fmt,0.16910297
1998,ppd,cep,0.044744362
1998,ppd,pmt,0.193222775
1998,ppd,wpd,0.148472413
1998,ppd,wht,0.609633947
1998,ppd,che,0.356901568
1998,ppd,mmf,0.328782789
1998,res,res,303.852447
1998,res,com,0.028033563
1998,res,rec,0.812016745
1998,res,con,0.68525814
1998,res,fbt,0.275497391
1998,res,brd,0.002024273
1998,res,amd,0.374188982
1998,res,tsv,0.001001083
1998,res,ott,0.495362651
1998,com,com,128.2136758
1998,com,con,0.005002533
1998,com,pub,1.027186153
1998,com,brd,0.130392897
1998,com,edu,0.472327683
1998,com,dat,8.124285377
1998,com,rnt,0.002997545
1998,com,tsv,2.966199522
1998,com,osv,2.878973303
1998,com,adm,2.069491243
1998,com,wht,5.860131313
1998,com,ott,0.391665182
1998,amb,res,0.078117331
1998,amb,com,0.17350831
1998,amb,amb,401.952417
1998,amb,con,0.213762332
1998,amb,rnt,0.752691756
1998,amb,tsv,0.115322406
1998,amb,nrs,0.21314688
1998,amb,ott,3.983634236
1998,fbp,ppd,0.007125039
1998,fbp,com,0.401431668
1998,fbp,fbp,515.6130837
1998,fbp,con,0.120102312
1998,fbp,tex,0.030845894
1998,fbp,pla,0.019983897
1998,fbp,tsv,1.648877204
1998,fbp,alt,0.214182118
1998,fbp,wht,6.217623088
1998,fbp,che,1.979310742
1998,rec,res,9.657650737
1998,rec,com,0.012005605
1998,rec,rec,51.18857489
1998,rec,con,0.249275815
1998,rec,ore,0.002000201
1998,rec,edu,2.370056322
1998,rec,amd,0.305930722
1998,rec,rnt,0.092979668
1998,rec,tsv,0.101033553
1998,rec,art,0.131032959
1998,rec,osv,0.456686145
1998,rec,mvt,0.264052764
1998,rec,soc,0.028927097
1998,rec,ott,0.938439208
1998,con,com,0.472144285
1998,con,con,776.6216071
1998,con,tsv,0.906235014
1998,agr,rec,1.002726253
1998,agr,agr,210.9031437
1998,agr,fof,5.259705996
1998,agr,wpd,0.047880584
1998,eec,ppd,0.063684055
1998,eec,com,0.165266957
1998,eec,con,0.079178443
1998,eec,eec,101.868886
1998,eec,nmp,0.045596219
1998,eec,ote,0.210713
1998,eec,mch,1.329175323
