yr,i,fd,value
2017,sle,state_equipment,-9.99E-09
2017,osv,state_equipment,-9.99E-09
2017,trn,state_equipment,-9.99E-09
2017,smn,state_equipment,-9.99E-09
2017,fmt,state_equipment,0.017025486
2017,pet,state_equipment,-9.99E-09
2017,mvt,state_equipment,0
2017,cep,state_equipment,0.540577219
2017,wst,state_equipment,-9.99E-09
2017,mot,state_equipment,37.94477561
2017,adm,state_equipment,-9.99E-09
2017,soc,state_equipment,-9.99E-09
2017,alt,state_equipment,-9.99E-09
2017,pmt,state_equipment,-9.99E-09
2017,trk,state_equipment,-9.99E-09
2017,fdd,state_equipment,-9.99E-09
2017,gmt,state_equipment,0
2017,wtt,state_equipment,-9.99E-09
2017,wpd,state_equipment,-9.99E-09
2017,wht,state_equipment,-9.99E-09
2017,wrh,state_equipment,-9.99E-09
2017,ott,state_equipment,-9.99E-09
2017,che,state_equipment,-9.99E-09
2017,air,state_equipment,-9.99E-09
2017,mmf,state_equipment,0.013108023
2017,otr,state_equipment,-9.99E-09
2017,min,state_equipment,-9.99E-09
2017,ppd,def_intelprop,-9.99E-09
2017,res,def_intelprop,-9.99E-09
2017,com,def_intelprop,8.919026209
2017,amb,def_intelprop,-9.99E-09
2017,fbp,def_intelprop,-9.99E-09
2017,rec,def_intelprop,-9.99E-09
2017,con,def_intelprop,-9.99E-09
2017,agr,def_intelprop,-9.99E-09
2017,eec,def_intelprop,-9.99E-09
2017,fnd,def_intelprop,-9.99E-09
2017,pub,def_intelprop,1.365069473
2017,hou,def_intelprop,-9.99E-09
2017,fbt,def_intelprop,0
2017,ins,def_intelprop,-9.99E-09
2017,tex,def_intelprop,-9.99E-09
2017,leg,def_intelprop,-9.99E-09
2017,fen,def_intelprop,-9.99E-09
2017,uti,def_intelprop,-9.99E-09
2017,nmp,def_intelprop,-9.99E-09
2017,brd,def_intelprop,-9.99E-09
2017,bnk,def_intelprop,-9.99E-09
2017,ore,def_intelprop,-9.99E-09
2017,edu,def_intelprop,-9.99E-09
2017,ote,def_intelprop,-9.99E-09
2017,man,def_intelprop,-9.99E-09
2017,mch,def_intelprop,-9.99E-09
2017,dat,def_intelprop,0.362947738
2017,amd,def_intelprop,-9.99E-09
2017,oil,def_intelprop,-9.99E-09
2017,hos,def_intelprop,-9.99E-09
2017,rnt,def_intelprop,-9.99E-09
2017,pla,def_intelprop,-9.99E-09
2017,fof,def_intelprop,-9.99E-09
2017,fin,def_intelprop,-9.99E-09
2017,tsv,def_intelprop,54.88397893
2017,nrs,def_intelprop,-9.99E-09
2017,sec,def_intelprop,-9.99E-09
2017,art,def_intelprop,-9.99E-09
2017,mov,def_intelprop,-9.99E-09
2017,fpd,def_intelprop,-9.99E-09
2017,slg,def_intelprop,-9.99E-09
2017,pri,def_intelprop,-9.99E-09
2017,grd,def_intelprop,-9.99E-09
2017,pip,def_intelprop,-9.99E-09
2017,sle,def_intelprop,-9.99E-09
2017,osv,def_intelprop,-9.99E-09
2017,trn,def_intelprop,-9.99E-09
2017,smn,def_intelprop,-9.99E-09
2017,fmt,def_intelprop,-9.99E-09
2017,pet,def_intelprop,-9.99E-09
2017,mvt,def_intelprop,0
2017,cep,def_intelprop,-9.99E-09
2017,wst,def_intelprop,-9.99E-09
2017,mot,def_intelprop,-9.99E-09
2017,adm,def_intelprop,-9.99E-09
2017,soc,def_intelprop,-9.99E-09
2017,alt,def_intelprop,-9.99E-09
2017,pmt,def_intelprop,-9.99E-09
2017,trk,def_intelprop,-9.99E-09
2017,fdd,def_intelprop,-9.99E-09
2017,gmt,def_intelprop,0
2017,wtt,def_intelprop,-9.99E-09
2017,wpd,def_intelprop,-9.99E-09
2017,wht,def_intelprop,-9.99E-09
2017,wrh,def_intelprop,-9.99E-09
2017,ott,def_intelprop,-9.99E-09
2017,che,def_intelprop,-9.99E-09
2017,air,def_intelprop,-9.99E-09
2017,mmf,def_intelprop,-9.99E-09
2017,otr,def_intelprop,-9.99E-09
2017,min,def_intelprop,-9.99E-09
2017,ppd,nondefense,-9.99E-09
2017,res,nondefense,-9.99E-09
2017,com,nondefense,-9.99E-09
2017,amb,nondefense,-9.99E-09
2017,fbp,nondefense,-9.99E-09
2017,rec,nondefense,-9.99E-09
2017,con,nondefense,-9.99E-09
2017,agr,nondefense,-9.99E-09
2017,eec,nondefense,-9.99E-09
2017,fnd,nondefense,392.5044728
2017,pub,nondefense,-9.99E-09
2017,hou,nondefense,-9.99E-09
2017,fbt,nondefense,0
2017,ins,nondefense,-9.99E-09
2017,tex,nondefense,-9.99E-09
2017,leg,nondefense,-9.99E-09
2017,fen,nondefense,-9.99E-09
2017,uti,nondefense,-9.99E-09
2017,nmp,nondefense,-9.99E-09
2017,brd,nondefense,-9.99E-09
2017,bnk,nondefense,-9.99E-09
2017,ore,nondefense,-9.99E-09
2017,edu,nondefense,-9.99E-09
2017,ote,nondefense,-9.99E-09
2017,man,nondefense,-9.99E-09
2017,mch,nondefense,-9.99E-09
2017,dat,nondefense,-9.99E-09
2017,amd,nondefense,-9.99E-09
2017,oil,nondefense,-9.99E-09
2017,hos,nondefense,-9.99E-09
2017,rnt,nondefense,-9.99E-09
2017,pla,nondefense,-9.99E-09
2017,fof,nondefense,-9.99E-09
2017,fin,nondefense,-9.99E-09
2017,tsv,nondefense,-9.99E-09
2017,nrs,nondefense,-9.99E-09
2017,sec,nondefense,-9.99E-09
2017,art,nondefense,-9.99E-09
2017,mov,nondefense,-9.99E-09
2017,fpd,nondefense,-9.99E-09
2017,slg,nondefense,-9.99E-09
2017,pri,nondefense,-9.99E-09
2017,grd,nondefense,-9.99E-09
2017,pip,nondefense,-9.99E-09
2017,sle,nondefense,-9.99E-09
2017,osv,nondefense,-9.99E-09
2017,trn,nondefense,-9.99E-09
2017,smn,nondefense,-9.99E-09
2017,fmt,nondefense,-9.99E-09
2017,pet,nondefense,-9.99E-09
2017,mvt,nondefense,0
2017,cep,nondefense,-9.99E-09
2017,wst,nondefense,-9.99E-09
2017,mot,nondefense,-9.99E-09
2017,adm,nondefense,-9.99E-09
2017,soc,nondefense,-9.99E-09
2017,alt,nondefense,-9.99E-09
2017,pmt,nondefense,-9.99E-09
2017,trk,nondefense,-9.99E-09
2017,fdd,nondefense,-9.99E-09
2017,gmt,nondefense,0
2017,wtt,nondefense,-9.99E-09
2017,wpd,nondefense,-9.99E-09
2017,wht,nondefense,-9.99E-09
2017,wrh,nondefense,-9.99E-09
2017,ott,nondefense,-9.99E-09
2017,che,nondefense,-9.99E-09
2017,air,nondefense,-9.99E-09
2017,mmf,nondefense,-9.99E-09
2017,otr,nondefense,-9.99E-09
2017,min,nondefense,-9.99E-09
2017,ppd,fed_equipment,-9.99E-09
2017,res,fed_equipment,-9.99E-09
2017,com,fed_equipment,-9.99E-09
2017,amb,fed_equipment,-9.99E-09
2017,fbp,fed_equipment,-9.99E-09
2017,rec,fed_equipment,-9.99E-09
2017,con,fed_equipment,-9.99E-09
2017,agr,fed_equipment,-9.99E-09
2017,eec,fed_equipment,0.013064376
2017,fnd,fed_equipment,-9.99E-09
2017,pub,fed_equipment,-9.99E-09
2017,hou,fed_equipment,-9.99E-09
2017,fbt,fed_equipment,0
2017,ins,fed_equipment,-9.99E-09
2017,tex,fed_equipment,0.001008668
2017,leg,fed_equipment,-9.99E-09
2017,fen,fed_equipment,-9.99E-09
2017,uti,fed_equipment,-9.99E-09
2017,nmp,fed_equipment,-9.99E-09
2017,brd,fed_equipment,-9.99E-09
2017,bnk,fed_equipment,-9.99E-09
2017,ore,fed_equipment,-9.99E-09
2017,edu,fed_equipment,-9.99E-09
2017,ote,fed_equipment,0.123987215
2017,man,fed_equipment,-9.99E-09
2017,mch,fed_equipment,0.008037898
2017,dat,fed_equipment,-9.99E-09
2017,amd,fed_equipment,-9.99E-09
2017,oil,fed_equipment,-9.99E-09
2017,hos,fed_equipment,-9.99E-09
2017,rnt,fed_equipment,-9.99E-09
2017,pla,fed_equipment,-9.99E-09
2017,fof,fed_equipment,-9.99E-09
2017,fin,fed_equipment,-9.99E-09
2017,tsv,fed_equipment,-9.99E-09
2017,nrs,fed_equipment,-9.99E-09
2017,sec,fed_equipment,-9.99E-09
2017,art,fed_equipment,-9.99E-09
2017,mov,fed_equipment,-9.99E-09
2017,fpd,fed_equipment,-9.99E-09
2017,slg,fed_equipment,-9.99E-09
2017,pri,fed_equipment,-9.99E-09
2017,grd,fed_equipment,-9.99E-09
2017,pip,fed_equipment,-9.99E-09
2017,sle,fed_equipment,-9.99E-09
2017,osv,fed_equipment,-9.99E-09
2017,trn,fed_equipment,-9.99E-09
2017,smn,fed_equipment,-9.99E-09
2017,fmt,fed_equipment,0.012017991
2017,pet,fed_equipment,-9.99E-09
2017,mvt,fed_equipment,0
2017,cep,fed_equipment,0.167799995
2017,wst,fed_equipment,-9.99E-09
2017,mot,fed_equipment,19.74297007
2017,adm,fed_equipment,-9.99E-09
2017,soc,fed_equipment,-9.99E-09
2017,alt,fed_equipment,-9.99E-09
2017,pmt,fed_equipment,-9.99E-09
2017,trk,fed_equipment,-9.99E-09
2017,fdd,fed_equipment,-9.99E-09
2017,gmt,fed_equipment,0
2017,wtt,fed_equipment,-9.99E-09
2017,wpd,fed_equipment,0.195080132
2017,wht,fed_equipment,-9.99E-09
2017,wrh,fed_equipment,-9.99E-09
2017,ott,fed_equipment,-9.99E-09
2017,che,fed_equipment,-9.99E-09
2017,air,fed_equipment,-9.99E-09
2017,mmf,fed_equipment,0.001008313
2017,otr,fed_equipment,-9.99E-09
2017,min,fed_equipment,-9.99E-09
2017,ppd,state_invest,-9.99E-09
2017,res,state_invest,-9.99E-09
2017,com,state_invest,-9.99E-09
2017,amb,state_invest,-9.99E-09
2017,fbp,state_invest,-9.99E-09
2017,rec,state_invest,-9.99E-09
2017,con,state_invest,290.6198915
2017,agr,state_invest,-9.99E-09
2017,eec,state_invest,-9.99E-09
2017,fnd,state_invest,-9.99E-09
2017,pub,state_invest,-9.99E-09
2017,hou,state_invest,-9.99E-09
2017,fbt,state_invest,0
2017,ins,state_invest,-9.99E-09
2017,tex,state_invest,-9.99E-09
2017,leg,state_invest,-9.99E-09
2017,fen,state_invest,-9.99E-09
2017,uti,state_invest,-9.99E-09
2017,nmp,state_invest,-9.99E-09
2017,brd,state_invest,-9.99E-09
2017,bnk,state_invest,-9.99E-09
2017,ore,state_invest,-9.99E-09
2017,edu,state_invest,-9.99E-09
2017,ote,state_invest,-9.99E-09
2017,man,state_invest,-9.99E-09
2017,mch,state_invest,-9.99E-09
2017,dat,state_invest,-9.99E-09
2017,amd,state_invest,-9.99E-09
2017,oil,state_invest,-9.99E-09
2017,hos,state_invest,-9.99E-09
2017,rnt,state_invest,-9.99E-09
2017,pla,state_invest,-9.99E-09
2017,fof,state_invest,-9.99E-09
2017,fin,state_invest,-9.99E-09
2017,tsv,state_invest,-9.99E-09
2017,nrs,state_invest,-9.99E-09
2017,sec,state_invest,-9.99E-09
2017,art,state_invest,-9.99E-09
2017,mov,state_invest,-9.99E-09
2017,fpd,state_invest,-9.99E-09
2017,slg,state_invest,-9.99E-09
2017,pri,state_invest,-9.99E-09
2017,grd,state_invest,-9.99E-09
2017,pip,state_invest,-9.99E-09
2017,sle,state_invest,-9.99E-09
2017,osv,state_invest,-9.99E-09
2017,trn,state_invest,-9.99E-09
2017,smn,state_invest,-9.99E-09
2017,fmt,state_invest,-9.99E-09
2017,pet,state_invest,-9.99E-09
2017,mvt,state_invest,0
2017,cep,state_invest,-9.99E-09
2017,wst,state_invest,-9.99E-09
2017,mot,state_invest,-9.99E-09
2017,adm,state_invest,-9.99E-09
2017,soc,state_invest,-9.99E-09
2017,alt,state_invest,-9.99E-09
2017,pmt,state_invest,-9.99E-09
2017,trk,state_invest,-9.99E-09
2017,fdd,state_invest,-9.99E-09
2017,gmt,state_invest,0
2017,wtt,state_invest,-9.99E-09
2017,wpd,state_invest,-9.99E-09
2017,wht,state_invest,-9.99E-09
2017,wrh,state_invest,-9.99E-09
2017,ott,state_invest,-9.99E-09
2017,che,state_invest,-9.99E-09
2017,air,state_invest,-9.99E-09
2017,mmf,state_invest,-9.99E-09
2017,otr,state_invest,-9.99E-09
2017,min,state_invest,-9.99E-09
2017,ppd,structures,-9.99E-09
2017,res,structures,-9.99E-09
2017,com,structures,-9.99E-09
2017,amb,structures,-9.99E-09
2017,fbp,structures,-9.99E-09
2017,rec,structures,-9.99E-09
2017,con,structures,458.4435042
2017,agr,structures,-9.99E-09
2017,eec,structures,-9.99E-09
2017,fnd,structures,-9.99E-09
2017,pub,structures,-9.99E-09
2017,hou,structures,-9.99E-09
2017,fbt,structures,0
2017,ins,structures,-9.99E-09
